Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,2921800000.0,0.0,0.0,3072800000.0,11856000000.0,2921800000.0,2921800000.0,-531300000.0,531300000.0,3072800000.0,3072800000.0,13417200000.0,,,,,3072800000.0,3072800000.0,0.0,3072800000.0,3072800000.0,3072800000.0,-682300000.0,2390500000.0,1857400000.0,0.0,-531300000.0,531300000.0,708200000.0,,,2269400000.0,11856000000.0,14125400000.0,14125400000.0,2024-03-31
0.0,0.110206,1889700000.0,0.0,0.0,1343500000.0,11556700000.0,1889700000.0,1889700000.0,-379800000.0,379800000.0,1343500000.0,1343500000.0,11748100000.0,466493056.0,466493056.0,2.88,2.88,1343500000.0,1343500000.0,0.0,1343500000.0,1343500000.0,1343500000.0,166400000.0,1509900000.0,180500000.0,0.0,-379800000.0,379800000.0,1658700000.0,191400000.0,191400000.0,1850100000.0,11556700000.0,13406800000.0,13406800000.0,2023-12-31
0.0,0.108504,1293800000.0,0.0,0.0,657300000.0,10101500000.0,1293800000.0,1293800000.0,-556500000.0,556500000.0,657300000.0,657300000.0,10459400000.0,466170213.0,466170213.0,1.41,1.41,657300000.0,657300000.0,0.0,657300000.0,657300000.0,657300000.0,80000000.0,737300000.0,686900000.0,0.0,-556500000.0,556500000.0,472600000.0,357900000.0,357900000.0,830500000.0,10101500000.0,10932000000.0,10932000000.0,2023-09-30
0.0,0.054647,2169900000.0,0.0,0.0,1716100000.0,10057100000.0,2169900000.0,2169900000.0,-354600000.0,354600000.0,1716100000.0,1716100000.0,10345100000.0,466331522.0,466331522.0,3.68,3.68,1716100000.0,1716100000.0,0.0,1716100000.0,1716100000.0,1716100000.0,99200000.0,1815300000.0,269600000.0,0.0,-354600000.0,354600000.0,1656000000.0,288000000.0,288000000.0,1944000000.0,10057100000.0,12001100000.0,12001100000.0,2023-06-30
64650000.0,0.3,2077100000.0,215500000.0,215500000.0,3520700000.0,11265900000.0,2292600000.0,2292600000.0,599200000.0,-152000000.0,3369850000.0,3520700000.0,11193800000.0,,,,,3520700000.0,3520700000.0,0.0,3520700000.0,3520700000.0,3520700000.0,-1076100000.0,2444600000.0,-1129600000.0,152900000.0,599200000.0,-152000000.0,2655800000.0,-72100000.0,329300000.0,2583700000.0,11265900000.0,13849600000.0,13849600000.0,2023-03-31
,,,,,,,,,,,,,,466136364.0,466136364.0,5.72,5.72,,,,,,,,,,,,,,183600000.0,183600000.0,,,,,2022-12-31
0.0,0.022863,3387000000.0,0.0,0.0,2914800000.0,11941500000.0,3387000000.0,3387000000.0,-404000000.0,404000000.0,2914800000.0,2914800000.0,12243200000.0,465623003.0,465623003.0,6.26,6.26,2914800000.0,2914800000.0,0.0,2914800000.0,2914800000.0,2914800000.0,68200000.0,2983000000.0,441700000.0,0.0,-404000000.0,404000000.0,2899500000.0,301700000.0,301700000.0,3201200000.0,11941500000.0,15142700000.0,15142700000.0,2024-06-30 00:00:00
