Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Minority Interests
0.0,0.066157,797800000.0,246800000.0,466000000.0,11760800000.0,797800000.0,331800000.0,-70300000.0,70300000.0,246800000.0,246800000.0,19860000000.0,,,,,246800000.0,246800000.0,0.0,246800000.0,244200000.0,244200000.0,17300000.0,261500000.0,522100000.0,-70300000.0,70300000.0,-207500000.0,8099200000.0,5019300000.0,466000000.0,466000000.0,7891700000.0,11760800000.0,19652500000.0,19652500000.0,2024-03-31,
0.0,0.181705,1908600000.0,1179900000.0,459900000.0,12183700000.0,1908600000.0,1448700000.0,-6800000.0,6800000.0,1179900000.0,1179900000.0,19461300000.0,397272727.0,397272727.0,2.97,2.97,1179900000.0,1179900000.0,0.0,1179900000.0,1179900000.0,1179900000.0,262000000.0,1441900000.0,812600000.0,-6800000.0,6800000.0,616200000.0,7277600000.0,5031500000.0,459900000.0,459900000.0,7893800000.0,12183700000.0,20077500000.0,20077500000.0,2023-12-31,
0.0,0.201742,4342900000.0,3089100000.0,457000000.0,20965600000.0,4342900000.0,3885900000.0,-16100000.0,16100000.0,3089100000.0,3089100000.0,29271300000.0,398593548.0,398593548.0,7.75,7.75,3089100000.0,3089100000.0,0.0,3089100000.0,3089100000.0,3089100000.0,780700000.0,3869800000.0,1945300000.0,-16100000.0,16100000.0,1915900000.0,8305700000.0,5296900000.0,457000000.0,457000000.0,10221600000.0,20965600000.0,31187200000.0,31187200000.0,2023-09-30,
0.0,0.232198,1935400000.0,1124600000.0,451900000.0,13243300000.0,1935400000.0,1483500000.0,-18800000.0,18800000.0,1124600000.0,1124600000.0,19656500000.0,398794326.0,398794326.0,2.82,2.82,1124600000.0,1124600000.0,0.0,1124600000.0,1124600000.0,1124600000.0,340100000.0,1464700000.0,489000000.0,-18800000.0,18800000.0,972700000.0,6413200000.0,4414900000.0,451900000.0,451900000.0,7385900000.0,13243300000.0,20629200000.0,20629200000.0,2023-06-30,
0.0,0.263194,3532200000.0,2249100000.0,448600000.0,14166700000.0,3532200000.0,3083600000.0,-31100000.0,31100000.0,2249100000.0,2249100000.0,21026300000.0,,,,,2249100000.0,2249100000.0,0.0,2249100000.0,2249100000.0,2249100000.0,803400000.0,3052500000.0,276900000.0,-31100000.0,31100000.0,2812400000.0,6859600000.0,4695100000.0,448600000.0,448600000.0,9672000000.0,14166700000.0,23838700000.0,23838700000.0,2023-03-31,
,,,,,,,,,,,,,398764591.0,398764591.0,10.28,10.28,,,,,,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.224512,1615500000.0,873100000.0,472500000.0,13797400000.0,1615500000.0,1143000000.0,-17000000.0,17000000.0,873100000.0,873100000.0,20998900000.0,398675799.0,398675799.0,2.19,2.19,873100000.0,873100000.0,0.0,873100000.0,873200000.0,873200000.0,252800000.0,1126000000.0,497200000.0,-17000000.0,17000000.0,626400000.0,7201500000.0,4726200000.0,472500000.0,472500000.0,7827900000.0,13797400000.0,21625300000.0,21625300000.0,2024-06-30 00:00:00,-100000.0
