Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,135285000.0,135285000.0,6466000000.0,6884900000.0,7068100000.0,13750200000.0,-986600000.0,7068100000.0,335100000.0,7200400000.0,10267200000.0,7229900000.0,29500000.0,7200400000.0,7065100000.0,,,135300000.0,135300000.0,11717800000.0,3701300000.0,,,228700000.0,3301500000.0,234700000.0,3066800000.0,171100000.0,8016500000.0,287500000.0,3583400000.0,100400000.0,3483000000.0,,13200000.0,3790300000.0,,,16200000.0,3774100000.0,18947700000.0,11917800000.0,55600000.0,,73400000.0,,204400000.0,204400000.0,133600000.0,132300000.0,132300000.0,11318500000.0,,11318500000.0,817600000.0,10500900000.0,,,,,7029900000.0,449800000.0,,,,2860500000.0,,,,,15300000.0,78100000.0,3328900000.0,,,297300000.0,213500000.0,83800000.0,,2024-03-31
,135285000.0,135285000.0,6868500000.0,7252000000.0,6838400000.0,13910100000.0,-825000000.0,6838400000.0,294600000.0,6952700000.0,10192900000.0,6973700000.0,21000000.0,6952700000.0,6817400000.0,,,135300000.0,135300000.0,12270700000.0,3853500000.0,200000.0,,211000000.0,3451600000.0,211400000.0,3240200000.0,189300000.0,8417200000.0,345400000.0,3800400000.0,83200000.0,3717200000.0,,10000000.0,3849100000.0,,,76600000.0,3772500000.0,19244400000.0,11652200000.0,88500000.0,,101000000.0,24800000.0,189300000.0,189300000.0,134900000.0,114300000.0,114300000.0,10920000000.0,,10920000000.0,780300000.0,10139700000.0,,,,,7592200000.0,552000000.0,,,,2977600000.0,,,,,90900000.0,,3708800000.0,,,262900000.0,174000000.0,88900000.0,,2023-09-30
,135285000.0,135285000.0,7127200000.0,7542800000.0,6784200000.0,14187100000.0,-557500000.0,6784200000.0,248200000.0,6892500000.0,10659100000.0,6916100000.0,23600000.0,6892500000.0,100000.0,4067400000.0,1470400000.0,135300000.0,135300000.0,12440600000.0,4220400000.0,,192800000.0,74400000.0,3953200000.0,186600000.0,3766600000.0,192800000.0,8220200000.0,144500000.0,3589600000.0,61600000.0,3528000000.0,194100000.0,11300000.0,4045600000.0,173000000.0,8000000.0,0.0,3864600000.0,19356700000.0,11694000000.0,-200000.0,228000000.0,0.0,24800000.0,24800000.0,24800000.0,136200000.0,108300000.0,108300000.0,10737500000.0,-4636600000.0,15374100000.0,719200000.0,1046600000.0,10407200000.0,2037000000.0,1164100000.0,0.0,7662700000.0,32200000.0,0.0,8000000.0,271100000.0,2809700000.0,338000000.0,1557500000.0,327700000.0,586500000.0,241500000.0,,3951300000.0,-9300000.0,3960600000.0,348900000.0,181500000.0,167400000.0,167400000.0,2023-03-31
