Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,13212000000.0,0.0,0.0,3634000000.0,2994900000.0,-2463100000.0,13212000000.0,10217100000.0,-914800000.0,914800000.0,3634000000.0,3634000000.0,13021900000.0,,,,,5498100000.0,5498100000.0,0.0,5498100000.0,-611200000.0,6109300000.0,1864100000.0,4245200000.0,5057100000.0,9302300000.0,4320400000.0,0.0,-914800000.0,914800000.0,5859500000.0,15485000000.0,8451300000.0,2994900000.0,2994900000.0,21344500000.0,-2463100000.0,18881400000.0,18881400000.0,2024-03-31
0.0,0.347517,12157900000.0,0.0,0.0,4001400000.0,2962300000.0,1468800000.0,12157900000.0,9195600000.0,-970400000.0,970400000.0,4001400000.0,4001400000.0,16308100000.0,10038775510.0,10038775510.0,0.49,0.49,4919000000.0,4919000000.0,0.0,4919000000.0,-1365400000.0,6284400000.0,917600000.0,5366800000.0,2858400000.0,8225200000.0,4941900000.0,0.0,-970400000.0,970400000.0,4246900000.0,14839300000.0,8498700000.0,2962300000.0,2962300000.0,19086200000.0,1468800000.0,20555000000.0,20555000000.0,2023-12-31
0.0,0.3,19399600000.0,0.0,0.0,14678200000.0,2948600000.0,3975700000.0,19399600000.0,16451000000.0,-1048200000.0,1048200000.0,14678200000.0,14678200000.0,14687200000.0,10037987013.0,10037987013.0,1.54,1.54,15458500000.0,15458500000.0,0.0,15458500000.0,-1474100000.0,16932600000.0,780300000.0,16152300000.0,-749500000.0,15402800000.0,1825600000.0,0.0,-1048200000.0,1048200000.0,14625400000.0,10711500000.0,4223900000.0,2948600000.0,2948600000.0,25336900000.0,3975700000.0,29312600000.0,29312600000.0,2023-09-30
0.0,0.220542,17574800000.0,0.0,0.0,9975600000.0,2935500000.0,5180800000.0,17574800000.0,14639300000.0,-1090400000.0,1090400000.0,9975600000.0,9975600000.0,15462900000.0,10066601942.0,10066601942.0,1.03,1.03,10368600000.0,10368600000.0,0.0,10368600000.0,-585200000.0,10953800000.0,393000000.0,10560800000.0,2988100000.0,13548900000.0,2529600000.0,0.0,-1090400000.0,1090400000.0,12109700000.0,10282100000.0,4121900000.0,2935500000.0,2935500000.0,22391800000.0,5180800000.0,27572600000.0,27572600000.0,2023-06-30
0.0,0.227359,23982100000.0,,,4441300000.0,3042900000.0,5336200000.0,23982100000.0,20939200000.0,4481700000.0,14210200000.0,4441300000.0,4441300000.0,12075900000.0,,,,,6434000000.0,6434000000.0,0.0,6434000000.0,-764700000.0,7191800000.0,1992700000.0,5199100000.0,1529900000.0,6729000000.0,-3105700000.0,,4481700000.0,14210200000.0,6925600000.0,6739700000.0,-2471400000.0,3042900000.0,3006700000.0,13665300000.0,5336200000.0,19001500000.0,19001500000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,10024925373.0,10024925373.0,0.67,0.67,,,,,,,,,,,,0.0,,,,,,,,,,,,2022-12-31
0.0,0.280788,18069900000.0,0.0,0.0,9417800000.0,2963300000.0,2831200000.0,18069900000.0,15106600000.0,-901600000.0,901600000.0,9417800000.0,9417800000.0,15279700000.0,10084313725.0,10084313725.0,1.02,1.02,10286000000.0,10286000000.0,0.0,10286000000.0,-798600000.0,11084600000.0,868200000.0,10216400000.0,3988600000.0,14205000000.0,3437200000.0,0.0,-901600000.0,901600000.0,11662300000.0,12448500000.0,6060400000.0,2963300000.0,2963300000.0,24110800000.0,2831200000.0,26942000000.0,26942000000.0,2024-06-30 00:00:00
