Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.34006,341420000.0,,,149450000.0,54620000.0,157890000.0,341420000.0,286800000.0,-60340000.0,60340000.0,,149450000.0,149450000.0,668810000.0,,,,,,149450000.0,149450000.0,0.0,149450000.0,149450000.0,149450000.0,77010000.0,226460000.0,27630000.0,,-60340000.0,,60340000.0,,259170000.0,510920000.0,259700000.0,54620000.0,54620000.0,,,,,770090000.0,157890000.0,927980000.0,927980000.0,2024-03-31
0.0,0.367877,511810000.0,,,168050000.0,52250000.0,103340000.0,511810000.0,459560000.0,-193710000.0,193710000.0,,168050000.0,168050000.0,617120000.0,,49866469.0,49866469.0,3.37,3.37,168050000.0,168050000.0,0.0,168050000.0,168050000.0,168050000.0,97800000.0,265850000.0,184420000.0,,-193710000.0,,193710000.0,,275140000.0,513780000.0,253140000.0,52250000.0,52250000.0,,,,,788920000.0,103340000.0,892260000.0,892260000.0,2023-12-31
3222760.70879,0.032858,243720000.0,98080000.0,98080000.0,194850000.0,50730000.0,208330000.0,341800000.0,291070000.0,-115200000.0,89600000.0,2150000.0,99992760.70879,194850000.0,596510000.0,2360000.0,,,,,194850000.0,194850000.0,0.0,194850000.0,194850000.0,194850000.0,6620000.0,201470000.0,6180000.0,98080000.0,-115200000.0,27750000.0,89600000.0,2150000.0,214140000.0,388180000.0,149530000.0,50730000.0,50730000.0,20380000.0,2770000.0,17610000.0,2360000.0,602320000.0,208330000.0,810650000.0,810650000.0,2023-09-30
0.0,0.354321,248120000.0,0.0,0.0,74040000.0,47700000.0,159730000.0,248120000.0,200420000.0,-100110000.0,85750000.0,1140000.0,74040000.0,74040000.0,520560000.0,2560000.0,56031090.0,56031090.0,1.321409,1.321409,74040000.0,74040000.0,0.0,74040000.0,74040000.0,74040000.0,40630000.0,114670000.0,330000.0,0.0,-100110000.0,15500000.0,85750000.0,1140000.0,214480000.0,360830000.0,163120000.0,47700000.0,47700000.0,16750000.0,4730000.0,12020000.0,2560000.0,575310000.0,159730000.0,735040000.0,735040000.0,2023-06-30
0.0,0.264204,97630000.0,,,148410000.0,41450000.0,381710000.0,97630000.0,56180000.0,-84510000.0,-145520000.0,,148410000.0,148410000.0,453390000.0,,,,,,148410000.0,148410000.0,0.0,148410000.0,148410000.0,148410000.0,53290000.0,201700000.0,-46840000.0,,-84510000.0,,-145520000.0,,295150000.0,71680000.0,-127420000.0,41450000.0,41450000.0,,,,,366830000.0,381710000.0,748540000.0,748540000.0,2023-03-31
,,,,,,,,,,,,,,,,,62194896.0,62194896.0,0.619022,0.619022,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.29697,336530000.0,,,171230000.0,60150000.0,153210000.0,336530000.0,276380000.0,-32820000.0,32820000.0,,171230000.0,171230000.0,713830000.0,,59044828.0,59044828.0,2.9,2.9,171230000.0,171230000.0,0.0,171230000.0,171230000.0,171230000.0,72330000.0,243560000.0,6120000.0,,-32820000.0,,32820000.0,,270260000.0,560620000.0,296080000.0,60150000.0,60150000.0,,,,,830880000.0,153210000.0,984090000.0,984090000.0,2024-06-30 00:00:00
