Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Treasury Stock
294442969.0,294442969.0,4921200000.0,90668400000.0,94716900000.0,62594800000.0,90668400000.0,4403300000.0,94199000000.0,94199000000.0,94468300000.0,269300000.0,94199000000.0,93904600000.0,,,294400000.0,294400000.0,64046700000.0,5411200000.0,69600000.0,,827300000.0,4102600000.0,4102600000.0,223900000.0,58635500000.0,1344000000.0,818600000.0,300700000.0,517900000.0,,265000000.0,53609000000.0,2600000.0,53606400000.0,158515000000.0,37284700000.0,690300000.0,,61200000.0,2310800000.0,2310800000.0,,,3530600000.0,681300000.0,2849300000.0,29941100000.0,,29941100000.0,2052800000.0,27888300000.0,,,,,121230300000.0,11031800000.0,,,,46125000000.0,,,,,13771500000.0,184400000.0,13935400000.0,,,36182200000.0,24934600000.0,11247600000.0,,,2024-03-31,,
294393529.0,294393529.0,4361300000.0,87095600000.0,90716200000.0,58975100000.0,87095600000.0,4253100000.0,90608000000.0,90608000000.0,90897800000.0,289800000.0,90608000000.0,90313600000.0,,,294400000.0,294400000.0,52990500000.0,5065300000.0,74600000.0,,658300000.0,3960200000.0,3960200000.0,231600000.0,47925200000.0,991600000.0,401100000.0,292900000.0,108200000.0,,227900000.0,43501400000.0,1372600000.0,42128800000.0,143888300000.0,36988000000.0,769400000.0,,,2642000000.0,2642000000.0,,,3512400000.0,692300000.0,2820100000.0,29481700000.0,,29481700000.0,2482600000.0,26999100000.0,,,,,106900300000.0,10452600000.0,,,,33745700000.0,,,,,14971600000.0,,11944800000.0,,,35785600000.0,23614400000.0,12171200000.0,,,2023-09-30,,
294013749.0,294013749.0,3925800000.0,78753900000.0,79123900000.0,43871200000.0,78753900000.0,3879800000.0,79077900000.0,79077900000.0,79077900000.0,,79077900000.0,124800000.0,52787100000.0,2132200000.0,294000000.0,294000000.0,63270100000.0,4705200000.0,76900000.0,195300000.0,590900000.0,3630800000.0,3630800000.0,,58564900000.0,1483800000.0,295000000.0,249000000.0,46000000.0,243300000.0,,53709500000.0,571800000.0,53137700000.0,142348000000.0,39911900000.0,41000000.0,11004500000.0,,1385100000.0,1324700000.0,60400000.0,1481000000.0,324000000.0,320800000.0,3200000.0,25673600000.0,-17415300000.0,43088900000.0,3763700000.0,8700000.0,27094800000.0,6124600000.0,6097100000.0,0.0,102436100000.0,4213400000.0,37900000.0,238900000.0,7200100000.0,44164500000.0,328100000.0,20897500000.0,612900000.0,22326000000.0,26749900000.0,,5892800000.0,-1306200000.0,7199000000.0,13938600000.0,1100000.0,13937500000.0,13052200000.0,885300000.0,2023-03-31,,
