Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
15808146.0,15808146.0,3399100000.0,3957400000.0,18356400000.0,22300800000.0,14864400000.0,18356400000.0,39900000.0,18383300000.0,18847700000.0,18400500000.0,17200000.0,18383300000.0,18225200000.0,,,158100000.0,158100000.0,17285700000.0,3198900000.0,1508900000.0,,,,,,483200000.0,18800000.0,464400000.0,44200000.0,14086800000.0,1848700000.0,3474200000.0,21100000.0,3453100000.0,,9100000.0,7313700000.0,,,118700000.0,7195000000.0,35686200000.0,6735000000.0,98900000.0,,95400000.0,4113300000.0,4113300000.0,,,26900000.0,,,2400500000.0,,2400500000.0,112700000.0,2287800000.0,,,,,28951200000.0,4172200000.0,,,1218200000.0,,,43900000.0,0.0,10396500000.0,,,13120400000.0,12602000000.0,518400000.0,,,2024-03-31
14906357.0,14906357.0,4317370000.0,4593880000.0,13656290000.0,18258510000.0,9804330000.0,13656290000.0,16300000.0,13680930000.0,13928500000.0,13693900000.0,12970000.0,13680930000.0,13531870000.0,,,149060000.0,149060000.0,17314900000.0,2539780000.0,1173140000.0,,,,,,255890000.0,8320000.0,247570000.0,45260000.0,14775120000.0,2301800000.0,4337990000.0,7980000.0,4330010000.0,,11180000.0,6758180000.0,,,,6758180000.0,31008800000.0,6429350000.0,39100000.0,,130970000.0,4344960000.0,4344960000.0,,,24640000.0,,,1889680000.0,,1889680000.0,35390000.0,1854290000.0,,,,,24579450000.0,5017460000.0,,,1657720000.0,,,48380000.0,323400000.0,7898820000.0,,,9633670000.0,9373460000.0,260210000.0,,,2023-09-30
14906357.0,14906357.0,4306600000.0,4768200000.0,12729200000.0,17505100000.0,9117400000.0,12729200000.0,16900000.0,12753800000.0,13014500000.0,12767200000.0,13400000.0,12753800000.0,12605700000.0,10386400000.0,1857300000.0,149100000.0,149100000.0,17774500000.0,2076400000.0,-200000.0,0.0,0.0,867600000.0,733500000.0,0.0,269300000.0,8600000.0,260700000.0,206200000.0,15698100000.0,679600000.0,4498900000.0,8300000.0,4490600000.0,654800000.0,9740000.0,7751200000.0,9800000.0,200000.0,0.0,7741200000.0,30541700000.0,5726200000.0,13740000.0,129700000.0,123100000.0,377000000.0,377000000.0,356800000.0,356800000.0,24600000.0,1900000.0,22700000.0,1890500000.0,-2730200000.0,4620700000.0,27300000.0,524300000.0,3506200000.0,503100000.0,59800000.0,0.0,24815500000.0,5254950000.0,1270600000.0,4700000000.0,1473400000.0,332100000.0,1141300000.0,5608100000.0,1199000000.0,10115800000.0,-49000000.0,10164800000.0,448600000.0,3900000.0,444700000.0,8100000.0,436600000.0,2023-03-31
