Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
33780000.0,33780000.0,276983000.0,562487000.0,992585000.0,1270997000.0,300463000.0,992585000.0,284075000.0,992585000.0,992585000.0,992585000.0,992585000.0,925023000.0,67562000.0,67562000.0,722157000.0,254278000.0,229147000.0,229147000.0,0.0,25131000.0,467879000.0,10479000.0,333340000.0,54928000.0,278412000.0,4573000.0,60144000.0,60144000.0,1714742000.0,946400000.0,9111000.0,58631000.0,44720000.0,44720000.0,833428000.0,833428000.0,0.0,833428000.0,768342000.0,18471000.0,659380000.0,535000.0,79796000.0,10160000.0,8731000.0,1429000.0,2024-03-31
33780000.0,33780000.0,245912000.0,575352000.0,1070797000.0,1318900000.0,354007000.0,1070797000.0,327249000.0,1070797000.0,1072646000.0,1070797000.0,1070797000.0,1003235000.0,67562000.0,67562000.0,782530000.0,292692000.0,267332000.0,265483000.0,1849000.0,25360000.0,489838000.0,11453000.0,308020000.0,61766000.0,246254000.0,4174000.0,95560000.0,95560000.0,1853327000.0,1009482000.0,10040000.0,60518000.0,48260000.0,48260000.0,889766000.0,889766000.0,20000.0,889746000.0,843845000.0,27145000.0,696524000.0,612000.0,108726000.0,10838000.0,8647000.0,2191000.0,2023-09-30
33780000.0,33780000.0,201534000.0,503296000.0,1073004000.0,1277406000.0,361204000.0,1073004000.0,298894000.0,1073004000.0,1080271000.0,1073004000.0,1073004000.0,1005442000.0,67562000.0,67562000.0,686623000.0,271304000.0,246860000.0,239593000.0,7267000.0,24444000.0,415319000.0,10332000.0,256436000.0,59301000.0,197135000.0,3991000.0,73133000.0,73133000.0,1759627000.0,983104000.0,6859000.0,55215000.0,50463000.0,50463000.0,867937000.0,867937000.0,396000.0,867541000.0,776523000.0,15447000.0,664505000.0,486000.0,88466000.0,7619000.0,4751000.0,2868000.0,2023-03-31
