Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
3916836.217769,0.280958,98445000.0,13941000.0,13941000.0,61573000.0,17467000.0,899334000.0,112386000.0,94919000.0,-9287000.0,9287000.0,51548836.217769,61573000.0,1058933000.0,,,,,61573000.0,61573000.0,0.0,61573000.0,61573000.0,61573000.0,24059000.0,85632000.0,4089000.0,,-9287000.0,9287000.0,76889000.0,159599000.0,87133000.0,17467000.0,17467000.0,236488000.0,899334000.0,1135822000.0,1135822000.0,2024-03-31,
-1350206.618705,0.26705,86206000.0,-5056000.0,-5056000.0,40752000.0,15737000.0,861739000.0,81150000.0,65413000.0,-9813000.0,9813000.0,44457793.381295,40752000.0,1008150000.0,32342857.0,32342857.0,1.26,1.26,40752000.0,40752000.0,0.0,40752000.0,40752000.0,40752000.0,14848000.0,55600000.0,871000.0,-5056000.0,-9813000.0,9813000.0,69598000.0,146411000.0,77793000.0,15737000.0,15737000.0,216009000.0,861739000.0,1077748000.0,1077748000.0,2023-12-31,
5785504.155563,0.259742,74246000.0,22274000.0,22274000.0,56113000.0,14786000.0,768137000.0,96520000.0,81734000.0,-5932000.0,5932000.0,39624504.155563,56113000.0,913113000.0,32435260.0,32435260.0,1.73,1.73,56113000.0,56113000.0,0.0,56113000.0,56113000.0,56113000.0,19689000.0,75802000.0,1031000.0,,-5932000.0,5932000.0,58430000.0,144976000.0,79039000.0,14786000.0,14786000.0,203406000.0,768137000.0,971543000.0,971543000.0,2023-09-30,
6382318.762609,0.257767,67635000.0,24760000.0,24760000.0,55185000.0,14800000.0,674689000.0,92395000.0,77595000.0,-3245000.0,3245000.0,36807318.762609,55185000.0,808649000.0,32461765.0,32461765.0,1.7,1.7,55185000.0,55185000.0,0.0,55185000.0,55185000.0,55185000.0,19165000.0,74350000.0,981000.0,24760000.0,-3245000.0,3245000.0,51854000.0,133960000.0,66274000.0,14800000.0,14800000.0,185814000.0,674689000.0,860503000.0,860503000.0,2023-06-30,
2875161.76683,0.261664,110904000.0,10988000.0,10988000.0,76674000.0,16039000.0,709629000.0,121892000.0,105853000.0,-5230000.0,2006000.0,68561161.76683,76674000.0,770705000.0,,,,,76674000.0,76674000.0,0.0,76674000.0,76674000.0,76674000.0,27173000.0,103847000.0,-10451000.0,36512000.0,-5230000.0,2006000.0,97862000.0,61076000.0,-22848000.0,16039000.0,15686000.0,158938000.0,709629000.0,868567000.0,868567000.0,2023-03-31,
,,,,,,,,,,,,,,,32503175.0,32503175.0,-0.63,-0.63,,,,,,,,,,-86436000.0,,,,,,,,,,,,2022-12-31,
-11895583.437444,0.316616,83567000.0,-37571000.0,-37571000.0,11487000.0,17127000.0,949553000.0,45996000.0,28869000.0,-12060000.0,12060000.0,37162416.562556,11487000.0,1100790000.0,32820000.0,32820000.0,0.35,0.35,11487000.0,11487000.0,0.0,11487000.0,11487000.0,11487000.0,5322000.0,16809000.0,2431000.0,-37571000.0,-12060000.0,12060000.0,64009000.0,151237000.0,74990000.0,17127000.0,17127000.0,215246000.0,949553000.0,1164799000.0,1164799000.0,2024-06-30 00:00:00,37571000.0
