Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.285367,323870000.0,,,70620000.0,161130000.0,587140000.0,323870000.0,162740000.0,-63920000.0,63920000.0,,70620000.0,70620000.0,1182480000.0,,,,,,70620000.0,70620000.0,0.0,70620000.0,70620000.0,70620000.0,28200000.0,98820000.0,14420000.0,,,,-63920000.0,,63920000.0,,148320000.0,595340000.0,358290000.0,161130000.0,,161130000.0,,,,,743660000.0,587140000.0,1330800000.0,1330800000.0,2024-03-31
0.0,0.247926,435660000.0,,,155890000.0,161750000.0,603280000.0,435660000.0,273910000.0,-66630000.0,66630000.0,,155890000.0,155890000.0,1238030000.0,,64417355.0,64417355.0,2.42,2.42,155890000.0,155890000.0,0.0,155890000.0,155890000.0,155890000.0,51390000.0,207280000.0,10500000.0,,,,-66630000.0,,66630000.0,,263410000.0,634750000.0,403650000.0,161750000.0,,161750000.0,,,,,898160000.0,603280000.0,1501440000.0,1501440000.0,2023-12-31
142753.712871,0.241955,304290000.0,590000.0,590000.0,85750000.0,145080000.0,519500000.0,304880000.0,159800000.0,-47780000.0,46680000.0,5940000.0,85302753.712871,85750000.0,1027460000.0,15870000.0,64301880.0,64301880.0,1.333554,1.333554,85750000.0,85750000.0,0.0,85750000.0,85750000.0,85750000.0,27370000.0,113120000.0,2870000.0,590000.0,-590000.0,0.0,-47780000.0,7040000.0,46680000.0,5940000.0,157440000.0,507960000.0,61700000.0,145080000.0,380000.0,144700000.0,122320000.0,104170000.0,18150000.0,15870000.0,665400000.0,519500000.0,1184900000.0,1184900000.0,2023-06-30
0.0,0.253924,460770000.0,,,216750000.0,143870000.0,584320000.0,460770000.0,316900000.0,8930000.0,26380000.0,,216750000.0,216750000.0,1027020000.0,,,,,,216750000.0,216750000.0,0.0,216750000.0,216750000.0,216750000.0,73770000.0,290520000.0,-13750000.0,,,,8930000.0,,26380000.0,,300920000.0,442700000.0,-502190000.0,143870000.0,,143200000.0,,,,,743620000.0,584320000.0,1327940000.0,1327940000.0,2023-03-31
0.0,0.255908,438990000.0,,,193650000.0,127770000.0,550480000.0,438990000.0,311220000.0,-50970000.0,50970000.0,,193650000.0,193650000.0,1003530000.0,,64301880.0,64301880.0,3.011576,3.011576,193650000.0,193650000.0,0.0,193650000.0,193650000.0,193650000.0,66600000.0,260250000.0,9740000.0,,,,-50970000.0,,50970000.0,,301480000.0,453050000.0,258630000.0,127770000.0,,127770000.0,,,,,754530000.0,550480000.0,1305010000.0,1305010000.0,2022-12-31
0.0,0.251456,345670000.0,,,97700000.0,154340000.0,512420000.0,345670000.0,191330000.0,-60810000.0,60810000.0,,97700000.0,97700000.0,1059550000.0,,64276316.0,64276316.0,1.52,1.52,97700000.0,97700000.0,0.0,97700000.0,97700000.0,97700000.0,32820000.0,130520000.0,12010000.0,,,,-60810000.0,,60810000.0,,179320000.0,547130000.0,312480000.0,154340000.0,,154340000.0,,,,,726450000.0,512420000.0,1238870000.0,1238870000.0,2024-06-30 00:00:00
