Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.0,585400000.0,-302500000.0,-302500000.0,-2147200000.0,334000000.0,2239900000.0,282900000.0,-51100000.0,-2096100000.0,2096100000.0,-1844700000.0,-2147200000.0,3111100000.0,,,,,-2147200000.0,-2147200000.0,0.0,-2147200000.0,-2147200000.0,-2147200000.0,0.0,-2147200000.0,34200000.0,-302500000.0,148200000.0,-2096100000.0,2096100000.0,199800000.0,871200000.0,311000000.0,334000000.0,334000000.0,1071000000.0,2239900000.0,3310900000.0,3310900000.0,2024-03-31
0.0,0.0,1072800000.0,-284200000.0,-284200000.0,-1946100000.0,799800000.0,1891300000.0,788600000.0,-11200000.0,-1934900000.0,1934900000.0,-1661900000.0,-1946100000.0,3082000000.0,12974000000.0,12974000000.0,-0.15,-0.15,-1946100000.0,-1946100000.0,0.0,-1946100000.0,-1946100000.0,-1946100000.0,0.0,-1946100000.0,42000000.0,-284200000.0,284200000.0,-1934900000.0,1934900000.0,293300000.0,1190700000.0,211400000.0,799800000.0,799800000.0,1484000000.0,1891300000.0,3375300000.0,3375300000.0,2023-12-31
0.0,0.0,1248700000.0,-60100000.0,-60100000.0,-1695300000.0,821500000.0,1930300000.0,1188600000.0,367100000.0,-2062400000.0,2062400000.0,-1635200000.0,-1695300000.0,3118400000.0,13040769231.0,13040769231.0,-0.13,-0.13,-1695300000.0,-1695300000.0,0.0,-1695300000.0,-1695300000.0,-1695300000.0,0.0,-1695300000.0,43000000.0,-60100000.0,60100000.0,-2062400000.0,2062400000.0,389300000.0,1188100000.0,205500000.0,821500000.0,821500000.0,1577400000.0,1930300000.0,3507700000.0,3507700000.0,2023-09-30
0.0,0.0,1669500000.0,87600000.0,87600000.0,-1025000000.0,824600000.0,1890300000.0,1757100000.0,932500000.0,-1957500000.0,1957500000.0,-1112600000.0,-1025000000.0,3080900000.0,12812500000.0,12812500000.0,-0.08,-0.08,-1025000000.0,-1025000000.0,0.0,-1025000000.0,-1025000000.0,-1025000000.0,0.0,-1025000000.0,393200000.0,87600000.0,-87600000.0,-1957500000.0,1957500000.0,445300000.0,1190600000.0,215100000.0,824600000.0,824600000.0,1635900000.0,1890300000.0,3526200000.0,3526200000.0,2023-06-30
0.0,0.0,3745700000.0,-8292400000.0,-8292400000.0,-7558900000.0,1199400000.0,1999600000.0,-4546700000.0,-5746100000.0,-1710500000.0,1812800000.0,733500000.0,-7558900000.0,1276700000.0,,,,,-7558900000.0,-7558900000.0,0.0,-7558900000.0,-7558900000.0,-7558900000.0,0.0,-7558900000.0,17300000.0,-8327300000.0,84900000.0,-1710500000.0,1812800000.0,2502000000.0,-722900000.0,-2533700000.0,1199400000.0,1199400000.0,1779100000.0,1999600000.0,3778700000.0,3778700000.0,2023-03-31
,,,,,,,,,,,,,,,12878055556.0,12878055556.0,-0.36,-0.36,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.0,889200000.0,-98100000.0,-98100000.0,-2020600000.0,609600000.0,2126100000.0,791100000.0,181500000.0,-2202100000.0,2202100000.0,-1922500000.0,-2020600000.0,3098200000.0,13470666667.0,13470666667.0,-0.15,-0.15,-2020600000.0,-2020600000.0,0.0,-2020600000.0,-2020600000.0,-2020600000.0,0.0,-2020600000.0,49200000.0,-98100000.0,98100000.0,-2202100000.0,2202100000.0,223800000.0,972100000.0,211400000.0,609600000.0,609600000.0,1195900000.0,2126100000.0,3322000000.0,3322000000.0,2024-06-30 00:00:00
