Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
66987560.0,66987560.0,1050243000.0,15974121000.0,16449116000.0,14164856000.0,15974121000.0,600580000.0,15999453000.0,16006491000.0,15999453000.0,15999453000.0,15865478000.0,,,133975000.0,133975000.0,15946562000.0,3805400000.0,3161976000.0,,,572056000.0,565018000.0,7038000.0,37047000.0,12141162000.0,3614173000.0,478187000.0,35562000.0,442625000.0,,55820000.0,7000221000.0,,,0.0,7000221000.0,31946015000.0,5639997000.0,769134000.0,,325325000.0,635248000.0,635248000.0,891463000.0,25332000.0,11532000.0,13800000.0,2521614000.0,,2521614000.0,73208000.0,2448406000.0,,,,,26306018000.0,7683841000.0,,,3158497000.0,,,,6548000.0,7455857000.0,,,8001275000.0,4656238000.0,3345037000.0,,,2024-03-31
66987560.0,66987560.0,882042000.0,13285624000.0,13631446000.0,10525873000.0,13285624000.0,562588000.0,13311992000.0,13320305000.0,13311992000.0,13311992000.0,13178017000.0,,,133975000.0,133975000.0,14688365000.0,2367232000.0,1746157000.0,,,540469000.0,532156000.0,8313000.0,44856000.0,12321133000.0,3932217000.0,341573000.0,30432000.0,311141000.0,,54250000.0,6944023000.0,,,28869000.0,6915154000.0,28000357000.0,5153351000.0,568092000.0,,293514000.0,634864000.0,634864000.0,1058322000.0,26368000.0,12568000.0,13800000.0,2149502000.0,,2149502000.0,0.0,2149502000.0,,,,,22847006000.0,7710244000.0,,,3254913000.0,,,,4403000.0,6524534000.0,,,5352912000.0,3382206000.0,1970706000.0,,,2023-09-30
66987560.0,66987560.0,577976000.0,12257833000.0,12310242000.0,8880731000.0,12257833000.0,551053000.0,12283319000.0,12283319000.0,12283319000.0,12283319000.0,12149343000.0,11313712000.0,506100000.0,133975000.0,133975000.0,12650124000.0,1489192000.0,-1000.0,39336000.0,892646000.0,521725000.0,521725000.0,0.0,39336000.0,11160932000.0,1000.0,56251000.0,29328000.0,26923000.0,47870000.0,47870000.0,7857457000.0,1140472000.0,45000.0,,6716940000.0,24933443000.0,4891780000.0,53907000.0,279170000.0,267378000.0,608013000.0,608013000.0,1077044000.0,25486000.0,11686000.0,13800000.0,1837353000.0,-1742149000.0,3579502000.0,8327000.0,1492572000.0,1960452000.0,81905000.0,36246000.0,0.0,20041663000.0,5569592000.0,1641877000.0,932425000.0,2440275000.0,511000.0,390000000.0,2049764000.0,2793085000.0,7984175000.0,-66982000.0,8051157000.0,4249826000.0,590386000.0,3659440000.0,259702000.0,3399738000.0,2023-03-31
