Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-119330148.205928,0.399766,25207700000.0,-298500000.0,-298500000.0,14129300000.0,1106400000.0,29814000000.0,24909200000.0,23802800000.0,-214000000.0,214000000.0,14308469851.794071,14126700000.0,44982400000.0,,,,,14126700000.0,14126700000.0,0.0,14126700000.0,28900000.0,14097800000.0,-2600000.0,14100400000.0,9430000000.0,23588800000.0,4190600000.0,-298500000.0,-214000000.0,214000000.0,19910700000.0,15168400000.0,8348400000.0,1106400000.0,1106400000.0,1019100000.0,1019100000.0,35079100000.0,29814000000.0,64893100000.0,64893100000.0,2024-03-31
-647276409.812935,0.25655,23437400000.0,-2523000000.0,-2523000000.0,14842900000.0,820000000.0,23747700000.0,20914400000.0,20094400000.0,-320500000.0,320500000.0,16718623590.187063,14839300000.0,34847300000.0,2932667984.0,2932667984.0,5.06,5.06,14839300000.0,14839300000.0,0.0,14839300000.0,22100000.0,14817200000.0,-3600000.0,14820800000.0,5073000000.0,19773900000.0,3365700000.0,-2523000000.0,-320500000.0,320500000.0,19251700000.0,11099600000.0,5426400000.0,820000000.0,820000000.0,869400000.0,869400000.0,30351300000.0,23747700000.0,54099000000.0,54099000000.0,2023-12-31
0.0,0.26993,15114700000.0,0.0,0.0,10264500000.0,888000000.0,19095000000.0,15114700000.0,14226700000.0,-186000000.0,186000000.0,10264500000.0,10262400000.0,29123500000.0,2932114286.0,2932114286.0,3.5,3.5,10262400000.0,10262400000.0,0.0,10262400000.0,-2500000.0,10259900000.0,-2100000.0,10262000000.0,3790000000.0,14040700000.0,3210400000.0,0.0,-186000000.0,186000000.0,11016300000.0,10028500000.0,4578500000.0,888000000.0,888000000.0,634200000.0,634200000.0,21044800000.0,19095000000.0,40139800000.0,40139800000.0,2023-09-30
0.0,0.249114,22877300000.0,0.0,0.0,16523800000.0,692200000.0,25287900000.0,22877300000.0,22185100000.0,-61900000.0,61900000.0,16523800000.0,16522200000.0,34703600000.0,2929468085.0,2929468085.0,5.64,5.64,16522200000.0,16522200000.0,0.0,16522200000.0,-11600000.0,16533800000.0,-1600000.0,16535400000.0,5511200000.0,22123200000.0,2942100000.0,0.0,-61900000.0,61900000.0,19243000000.0,9415700000.0,4212200000.0,692200000.0,692200000.0,862000000.0,862000000.0,28658700000.0,25287900000.0,53946600000.0,53946600000.0,2023-06-30
3801647406.722039,0.306938,21522000000.0,12385700000.0,12385700000.0,22717200000.0,933900000.0,23849600000.0,33907700000.0,32973800000.0,5327200000.0,117700000.0,14133147406.722038,22715300000.0,37773600000.0,,,,,22715300000.0,22715300000.0,0.0,22715300000.0,-500000.0,22715800000.0,-1900000.0,22717700000.0,10084800000.0,32856100000.0,-5610300000.0,12336700000.0,5327200000.0,117700000.0,20740100000.0,13924000000.0,2998100000.0,933900000.0,933900000.0,938500000.0,643700000.0,34664100000.0,23849600000.0,58513700000.0,58513700000.0,2023-03-31
,,,,,,,,,,,,,,,2933215434.0,2933215434.0,3.11,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.247083,27047800000.0,0.0,0.0,19709900000.0,737400000.0,21287000000.0,27047800000.0,26310400000.0,-230900000.0,230900000.0,19709900000.0,19707700000.0,31480300000.0,2932693452.0,2932693452.0,6.72,6.72,19707700000.0,19707700000.0,0.0,19707700000.0,17500000.0,19690200000.0,-2200000.0,19692400000.0,6443800000.0,26079500000.0,3648800000.0,0.0,-230900000.0,230900000.0,22661600000.0,10193300000.0,4546000000.0,737400000.0,737400000.0,1020300000.0,1020300000.0,32854900000.0,21287000000.0,54141900000.0,54141900000.0,2024-06-30 00:00:00
