Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
607751096.0,607751096.0,,1795042000.0,13788115000.0,19822590000.0,10228882000.0,13788115000.0,1157486000.0,19185034000.0,19493334000.0,19185034000.0,19185034000.0,13107523000.0,,,6077511000.0,6077511000.0,5196428000.0,2204962000.0,1310881000.0,1002581000.0,308300000.0,884096000.0,2991466000.0,276922000.0,484161000.0,154905000.0,329256000.0,,229311000.0,1285693000.0,,1285693000.0,24381462000.0,11161114000.0,306481000.0,,,108309000.0,171748000.0,171748000.0,5396919000.0,5396919000.0,5141794000.0,,5141794000.0,1505365000.0,3636429000.0,,,,,13220348000.0,3168234000.0,,,,4640675000.0,,,,9670000.0,546612000.0,70823000.0,,,4784334000.0,3649553000.0,1134781000.0,,,2024-03-31
607751096.0,607751096.0,,1766652000.0,13851149000.0,19877140000.0,10417612000.0,13851149000.0,1115548000.0,19226036000.0,19534336000.0,19226036000.0,19226036000.0,13148525000.0,,,6077511000.0,6077511000.0,6044894000.0,2125252000.0,1268892000.0,960592000.0,308300000.0,847011000.0,3919642000.0,327617000.0,497760000.0,154956000.0,342804000.0,,157266000.0,2082848000.0,,2082848000.0,25270930000.0,10933676000.0,264170000.0,,,305273000.0,137046000.0,137046000.0,5374887000.0,5374887000.0,4818083000.0,,4818083000.0,2143284000.0,2674799000.0,,,,,14337254000.0,3493144000.0,,,,3560309000.0,,,,4855000.0,494888000.0,2072613000.0,,,4711445000.0,3598266000.0,1113179000.0,,,2023-09-30
607751096.0,607751096.0,1980224000.0,5373405000.0,19923826000.0,24137011000.0,11707830000.0,19923826000.0,1256761000.0,20020367000.0,20328667000.0,20020367000.0,20020367000.0,13942856000.0,3221700000.0,267627000.0,6077511000.0,6077511000.0,9360086000.0,2259356000.0,1377440000.0,1069140000.0,308300000.0,873695000.0,7100730000.0,379119000.0,3995965000.0,187621000.0,3808344000.0,320366000.0,201090000.0,1648814000.0,296000.0,1648518000.0,29380453000.0,10571893000.0,8102000.0,8102000.0,402126000.0,303633000.0,,,96541000.0,96541000.0,9738882000.0,-1870830000.0,6336839000.0,1725385000.0,266960000.0,2525334000.0,539696000.0,1279464000.0,0.0,18808560000.0,17016000.0,3601000.0,5067696000.0,3371494000.0,3331846000.0,613481000.0,193548000.0,2524817000.0,325921000.0,483592000.0,3542240000.0,-8000000.0,3550240000.0,2665154000.0,528734000.0,2136420000.0,2059719000.0,76701000.0,2023-03-31
