Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
23232394.0,23232394.0,,199100000.0,20437800000.0,20448000000.0,5521100000.0,20437800000.0,199100000.0,20448000000.0,20448000000.0,20448000000.0,20448000000.0,20215700000.0,,,232300000.0,232300000.0,2789000000.0,570000000.0,,378900000.0,137300000.0,137300000.0,,53800000.0,2219000000.0,281200000.0,61800000.0,61800000.0,,,76300000.0,1614700000.0,,,14800000.0,1599900000.0,23237000000.0,15496900000.0,42300000.0,,929200000.0,929200000.0,,10200000.0,10200000.0,14515200000.0,,14515200000.0,23200000.0,14492000000.0,,,,,7740100000.0,474200000.0,,85600000.0,,,2897500000.0,,,,3300000.0,11500000.0,380700000.0,,,3887300000.0,2804200000.0,1083100000.0,,2024-03-31
23232394.0,23232394.0,,536900000.0,19250300000.0,19640200000.0,4383600000.0,19250300000.0,159700000.0,19263000000.0,19440600000.0,19263000000.0,19263000000.0,19030700000.0,,,232300000.0,232300000.0,2859900000.0,679200000.0,,364600000.0,264300000.0,86700000.0,177600000.0,50300000.0,2180700000.0,500400000.0,272600000.0,73000000.0,199600000.0,,69900000.0,1171800000.0,,,38400000.0,1133400000.0,22122900000.0,15558600000.0,15200000.0,,865600000.0,865600000.0,,12700000.0,12700000.0,14665100000.0,,14665100000.0,89900000.0,14575200000.0,,,,,6564300000.0,435200000.0,,,,,2388400000.0,,,,8100000.0,6700000.0,158600000.0,,,3567300000.0,2665900000.0,901400000.0,,2023-09-30
23232394.0,23232394.0,807998000.0,1571907000.0,18545039000.0,19966051000.0,4135988000.0,18545039000.0,164042000.0,18558186000.0,19311756000.0,18558186000.0,18558186000.0,18325900000.0,8666559000.0,603814000.0,232324000.0,232324000.0,3585263000.0,1208884000.0,44167000.0,317190000.0,847527000.0,93957000.0,753570000.0,44200000.0,2376379000.0,39164000.0,724380000.0,70085000.0,654295000.0,64457000.0,64400000.0,1173049000.0,90607000.0,16525000.0,30201000.0,1035716000.0,22143449000.0,15631082000.0,60900000.0,62105000.0,764034000.0,763226000.0,808000.0,13147000.0,13147000.0,14785846000.0,-1362814000.0,16148660000.0,125767000.0,276199000.0,4443926000.0,1237972000.0,10064796000.0,0.0,6512367000.0,338000000.0,3094000.0,,104665000.0,338120000.0,1988528000.0,731178000.0,483279000.0,774071000.0,15605000.0,0.0,299501000.0,-2086000.0,301587000.0,3762854000.0,3162987000.0,599867000.0,599867000.0,2023-03-31
