Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Other Receivables,Taxes Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
16447533.0,16447533.0,14463936000.0,16273817000.0,6078819000.0,22391306000.0,21156760000.0,6078819000.0,6117489000.0,22391306000.0,6117489000.0,6117489000.0,5953014000.0,,,164475000.0,164475000.0,17024194000.0,16875146000.0,353471000.0,16273817000.0,16273817000.0,31353000.0,149048000.0,,,,,149048000.0,,149048000.0,23141683000.0,1835875000.0,67991000.0,553823000.0,0.0,1153906000.0,1153906000.0,38670000.0,38670000.0,21485000.0,,,,,,,21305808000.0,,,18550428000.0,279367000.0,2476013000.0,666132000.0,1809881000.0,,2024-03-31
16447533.0,16447533.0,12512508000.0,15557352000.0,5903527000.0,21461628000.0,20255792000.0,5903527000.0,5904276000.0,21461628000.0,5904276000.0,5904276000.0,5739801000.0,,,164475000.0,164475000.0,16540341000.0,16337812000.0,290976000.0,15557352000.0,15557352000.0,19685000.0,202529000.0,,,,,202529000.0,,202529000.0,22444617000.0,1986296000.0,43265000.0,366522000.0,,1555928000.0,1555928000.0,749000.0,749000.0,19832000.0,,,,,,,20458321000.0,,,15977020000.0,664308000.0,3816993000.0,772149000.0,3044844000.0,,2023-09-30
16447533.0,16447533.0,13516556000.0,18535244000.0,4891693000.0,23427788000.0,20872011000.0,4891693000.0,4892544000.0,22687193000.0,4892544000.0,4892544000.0,4728069000.0,1589464000.0,2013500000.0,164475000.0,164475000.0,19460877000.0,17994434000.0,194460000.0,17794649000.0,17794649000.0,37272000.0,1466443000.0,183407000.0,740595000.0,740595000.0,37272000.0,327828000.0,17346000.0,310482000.0,24353421000.0,2015005000.0,33975000.0,924042000.0,0.0,787322000.0,787322000.0,851000.0,851000.0,20442000.0,-39697000.0,60139000.0,400000.0,57238000.0,2501000.0,0.0,22338454000.0,33975000.0,0.0,16807026000.0,0.0,5497453000.0,478765000.0,5018688000.0,5018688000.0,2023-03-31
