Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Dividends Payable
850000000.0,850000000.0,3739700000.0,11228700000.0,126065300000.0,135833000000.0,18039600000.0,126065300000.0,4259100000.0,128863400000.0,131078800000.0,129015000000.0,151600000.0,128863400000.0,128013400000.0,,,850000000.0,850000000.0,52485200000.0,8009600000.0,,102300000.0,,8900000.0,6339800000.0,4124400000.0,2215400000.0,692000000.0,44475600000.0,2704700000.0,4888900000.0,134700000.0,4754200000.0,3232700000.0,27100600000.0,,23200000.0,27077400000.0,181500200000.0,118985000000.0,9087500000.0,,230400000.0,56958400000.0,,56958400000.0,256600000.0,256600000.0,,2798100000.0,2339900000.0,458200000.0,49250100000.0,,49250100000.0,11645400000.0,37604700000.0,,,,,62515200000.0,3479300000.0,165600000.0,,,38685300000.0,,,,,3600000.0,13822700000.0,,,6358700000.0,3128800000.0,3229900000.0,,,2024-03-31,
850000000.0,850000000.0,2180800000.0,7429900000.0,122251800000.0,128370900000.0,25200700000.0,122251800000.0,4295100000.0,125236100000.0,126628900000.0,125353500000.0,117400000.0,125236100000.0,124386100000.0,,,850000000.0,850000000.0,45226300000.0,7238700000.0,20800000.0,109400000.0,,104500000.0,5541900000.0,4149100000.0,1392800000.0,701100000.0,37987600000.0,2350600000.0,1888000000.0,146000000.0,1742000000.0,3020100000.0,26137700000.0,,8100000.0,26129600000.0,170579800000.0,107391500000.0,4121200000.0,,0.0,57395700000.0,,57395700000.0,253100000.0,253100000.0,,2984300000.0,2526100000.0,458200000.0,42468600000.0,,42468600000.0,4331000000.0,38137600000.0,,,,,63188300000.0,3178900000.0,,,,31616700000.0,,,,,3500000.0,13607200000.0,,,14782000000.0,13828000000.0,954000000.0,,,2023-09-30,
850000000.0,850000000.0,1476000000.0,5883900000.0,108398500000.0,114116600000.0,26666000000.0,108398500000.0,3090100000.0,111322800000.0,112735700000.0,111413000000.0,90200000.0,111322800000.0,100000.0,113521400000.0,7642000000.0,850000000.0,850000000.0,36263800000.0,6019900000.0,,864900000.0,21700000.0,77300000.0,4404000000.0,2991100000.0,1412900000.0,652000000.0,30243900000.0,3198500000.0,1479900000.0,99000000.0,1380900000.0,2882100000.0,24004500000.0,3892100000.0,1556300000.0,18556100000.0,147676800000.0,90766900000.0,100000.0,1631000000.0,1159800000.0,44778100000.0,0.0,44778100000.0,248400000.0,248400000.0,0.0,2924300000.0,2466100000.0,458200000.0,39609300000.0,-25383200000.0,64992500000.0,3788800000.0,4600900000.0,43093200000.0,8506900000.0,5002700000.0,0.0,56909900000.0,1519700000.0,,85300000.0,1538800000.0,34364000000.0,877300000.0,13856700000.0,7903000000.0,11727000000.0,1276000000.0,12295500000.0,-161800000.0,12457300000.0,7350300000.0,6032500000.0,1317800000.0,156700000.0,1161100000.0,2023-03-31,
