Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Current Deferred Taxes Assets,Restricted Cash,Prepaid Assets,Inventory,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Other Non Current Liabilities,Current Deferred Taxes Liabilities,Land And Improvements
25425000.0,25425000.0,2511300000.0,3267500000.0,8956200000.0,12182900000.0,2470300000.0,8956200000.0,198900000.0,9114300000.0,10929500000.0,9124200000.0,9900000.0,9114300000.0,8860000000.0,,,254300000.0,254300000.0,4950300000.0,2149700000.0,,0.0,2001000000.0,185800000.0,1815200000.0,19500000.0,2800600000.0,285000000.0,1266500000.0,13100000.0,1253400000.0,,6800000.0,1129500000.0,,,4500000.0,1125000000.0,14074500000.0,8803600000.0,254300000.0,,26000000.0,1259400000.0,1259400000.0,,158100000.0,2000000.0,156100000.0,7023200000.0,,7023200000.0,5700000.0,7017500000.0,,,,5270900000.0,71600000.0,,755300000.0,,,,542900000.0,,,,,2276500000.0,,,1624600000.0,1067300000.0,557300000.0,,,2024-03-31,,,,
25425000.0,25425000.0,2294300000.0,2807600000.0,7863500000.0,10825500000.0,912000000.0,7863500000.0,3500000.0,8021400000.0,9708100000.0,8034700000.0,13300000.0,8021400000.0,7767100000.0,,,254300000.0,254300000.0,3735100000.0,1837400000.0,,1700000.0,1687400000.0,700000.0,1686700000.0,18600000.0,1897700000.0,258700000.0,1120200000.0,2800000.0,1117400000.0,,4800000.0,373000000.0,,,3700000.0,369300000.0,11769800000.0,8960100000.0,218200000.0,,0.0,1053500000.0,1053500000.0,,157900000.0,1800000.0,156100000.0,7439100000.0,,7439100000.0,63300000.0,7375800000.0,,,,2809700000.0,50200000.0,,,0.0,,,323200000.0,,,,0.0,978900000.0,,,1457400000.0,947600000.0,509800000.0,,,2023-09-30,,,,
25425000.0,25425000.0,584776000.0,1387233000.0,7901717000.0,9273576000.0,1067855000.0,7901717000.0,16955000.0,7903298000.0,8376853000.0,7915413000.0,12115000.0,7903298000.0,7649000000.0,5540748000.0,84753000.0,254250000.0,254250000.0,2725784000.0,656803000.0,13500000.0,1748000.0,474660000.0,1105000.0,473555000.0,13500000.0,2068981000.0,855000.0,912573000.0,15850000.0,896723000.0,59949000.0,7100000.0,706125000.0,25227000.0,447000.0,79478000.0,600973000.0,10641197000.0,7504361000.0,226500000.0,239250000.0,,1308928000.0,1366400000.0,1308928000.0,1581000.0,1581000.0,,5847801000.0,-4280080000.0,10127881000.0,0.0,5847800000.0,10032229000.0,95652000.0,0.0,3136836000.0,1562000.0,0.0,,,775646000.0,49121000.0,411978000.0,81226000.0,330752000.0,54121000.0,0.0,1058615000.0,-323595000.0,1382210000.0,785793000.0,291000.0,785502000.0,439880000.0,345622000.0,2023-03-31,,,,
