Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Held To Maturity Securities
625364182.0,625364182.0,1993100000.0,35446200000.0,39395500000.0,8501100000.0,35446200000.0,1993100000.0,39395500000.0,39395500000.0,40863600000.0,1468100000.0,39395500000.0,38144800000.0,,,1250700000.0,1250700000.0,9620500000.0,4179100000.0,20600000.0,,,,1559700000.0,1877200000.0,1877200000.0,0.0,305700000.0,5441400000.0,1144700000.0,115900000.0,115900000.0,0.0,,951400000.0,2650200000.0,,,13600000.0,2636600000.0,50484100000.0,36541600000.0,1348500000.0,,35600000.0,571300000.0,571300000.0,,3358400000.0,,,980500000.0,3949300000.0,23700000.0,3925600000.0,25618700000.0,,25618700000.0,1696000000.0,23922700000.0,,,,,13942500000.0,480400000.0,3217500000.0,,,618300000.0,,,1999900000.0,,,7626400000.0,6780600000.0,845800000.0,,,2024-03-31,,
625364182.0,625364182.0,1980600000.0,31100500000.0,35055500000.0,2956200000.0,31100500000.0,1975600000.0,35050500000.0,35050500000.0,35992200000.0,941700000.0,35050500000.0,33799800000.0,,,1250700000.0,1250700000.0,9564000000.0,4329100000.0,19300000.0,,,,1649700000.0,1878400000.0,1878400000.0,0.0,311700000.0,5234900000.0,1947700000.0,102200000.0,97200000.0,5000000.0,,96500000.0,2849200000.0,,,,2849200000.0,45556200000.0,37365100000.0,1975000000.0,,40100000.0,558600000.0,558600000.0,,3092000000.0,,,993500000.0,3950000000.0,34100000.0,3915900000.0,25643400000.0,,25643400000.0,1515600000.0,24127800000.0,,,,,8191100000.0,639300000.0,,,,641100000.0,,,1609900000.0,,,5300800000.0,4447400000.0,853400000.0,,,2023-09-30,,
625364182.0,625364182.0,2384060000.0,29833980000.0,34316180000.0,3685400000.0,29833980000.0,1813580000.0,33745700000.0,34105550000.0,34719460000.0,973760000.0,33745700000.0,32495000000.0,4807140000.0,16754670000.0,1250730000.0,1250730000.0,9350140000.0,4271830000.0,11300000.0,281650000.0,251320000.0,11350000.0,1564070000.0,2085800000.0,1725950000.0,359850000.0,281700000.0,5078310000.0,1196200000.0,298260000.0,87630000.0,210630000.0,245020000.0,245000000.0,3643890000.0,587810000.0,12890000.0,,3043190000.0,44069600000.0,35305890000.0,872000000.0,876470000.0,118780000.0,104180000.0,2620000.0,101560000.0,3063290000.0,730240000.0,2333050000.0,1006580000.0,3911720000.0,42310000.0,3869410000.0,24751560000.0,-4810430000.0,29561990000.0,959860000.0,23791700000.0,6964600000.0,15496880000.0,6140650000.0,0.0,8763710000.0,50000000.0,0.0,1276450000.0,518280000.0,638290000.0,638290000.0,45790000.0,2242730000.0,-906540000.0,3149270000.0,3992170000.0,3132410000.0,859760000.0,280830000.0,578930000.0,2023-03-31,,
