Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.3,446300000.0,0.0,0.0,95600000.0,,20068700000.0,446300000.0,446300000.0,-440300000.0,440300000.0,,95600000.0,95600000.0,21994400000.0,,434545455.0,434545455.0,0.22,0.22,95600000.0,95600000.0,0.0,95600000.0,-4300000.0,99900000.0,0.0,99900000.0,-93900000.0,6000000.0,216100000.0,0.0,,,-440300000.0,,440300000.0,,224000000.0,1925700000.0,1925700000.0,,,,2149700000.0,20068700000.0,22218400000.0,22218400000.0,2023-12-31
-9720000.0,0.3,526000000.0,-32400000.0,-32400000.0,-308800000.0,,20307000000.0,493600000.0,493600000.0,-571300000.0,571300000.0,,-286120000.0,-495500000.0,22196000000.0,,416386555.0,416386555.0,-1.19,-1.19,-495500000.0,-495500000.0,0.0,-495500000.0,-89500000.0,-406000000.0,-186700000.0,-219300000.0,141600000.0,-77700000.0,82900000.0,-32400000.0,,,-571300000.0,,571300000.0,,433100000.0,1889000000.0,1889000000.0,,,,2322100000.0,20307000000.0,22629100000.0,22629100000.0,2023-09-30
-69510000.0,0.3,399200000.0,-231700000.0,-231700000.0,-655400000.0,,20917600000.0,167500000.0,167500000.0,-646900000.0,646900000.0,,-493210000.0,-655400000.0,23215100000.0,,437410012.0,437410012.0,-1.498365,-1.498365,-655400000.0,-655400000.0,0.0,-655400000.0,-2800000.0,-652600000.0,,-652600000.0,173200000.0,-479400000.0,182000000.0,-231700000.0,,,-646900000.0,,646900000.0,,209200000.0,2297500000.0,2297500000.0,,,,2506700000.0,20917600000.0,23424300000.0,23424300000.0,2023-06-30
-37834941.007489,0.366369,1796810000.0,-103270000.0,-103270000.0,-114570000.0,1386120000.0,11865550000.0,1693540000.0,307420000.0,-595600000.0,502360000.0,46140000.0,-49134941.007489,-114570000.0,23369420000.0,286900000.0,,,,,-114570000.0,-114570000.0,0.0,-114570000.0,8950000.0,-123520000.0,0.0,-123520000.0,-71420000.0,-194940000.0,-24430000.0,-104980000.0,101730000.0,3250000.0,-595600000.0,139380000.0,502360000.0,46140000.0,422390000.0,11503870000.0,10492030000.0,440630000.0,46060000.0,394570000.0,11926260000.0,11865550000.0,23791810000.0,23791810000.0,2023-03-31
0.0,0.3,2220130000.0,0.0,0.0,171800000.0,1425830000.0,21388800000.0,2220130000.0,794300000.0,-488000000.0,488000000.0,18430000.0,171800000.0,160300000.0,23227700000.0,226870000.0,437410012.0,437410012.0,0.366475,0.366475,160300000.0,160300000.0,0.0,160300000.0,-400000.0,160700000.0,-11500000.0,172200000.0,134100000.0,306300000.0,276900000.0,0.0,-1290000.0,173050000.0,-488000000.0,95700000.0,488000000.0,18430000.0,506400000.0,1838900000.0,1838900000.0,367520000.0,21890000.0,345630000.0,2345300000.0,21388800000.0,23734100000.0,23734100000.0,2022-12-31
36990000.0,0.3,72100000.0,123300000.0,123300000.0,43200000.0,,23505900000.0,195400000.0,195400000.0,-414700000.0,146000000.0,,-43110000.0,43200000.0,23389100000.0,,,,,,43200000.0,43200000.0,0.0,43200000.0,-10600000.0,53800000.0,0.0,53800000.0,-4400000.0,49400000.0,-452900000.0,103200000.0,,,-414700000.0,,146000000.0,,867300000.0,-116800000.0,-3876100000.0,,,,750500000.0,23505900000.0,24256400000.0,24256400000.0,2024-03-31 00:00:00
-4260000.0,0.3,546800000.0,-14200000.0,-14200000.0,64900000.0,,22773800000.0,532600000.0,532600000.0,-395000000.0,395000000.0,,74840000.0,64900000.0,24912900000.0,,432666667.0,432666667.0,0.15,0.15,64900000.0,64900000.0,0.0,64900000.0,-9800000.0,74700000.0,0.0,74700000.0,62900000.0,137600000.0,55800000.0,-14200000.0,,14200000.0,-395000000.0,,395000000.0,,481000000.0,2139100000.0,2139100000.0,,,,2620100000.0,22773800000.0,25393900000.0,25393900000.0,2024-06-30 00:00:00
