Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
33440000.0,33440000.0,1941216000.0,2134363000.0,5957786000.0,8128599000.0,1974232000.0,5957786000.0,8832000.0,6003068000.0,7711274000.0,6003068000.0,6003068000.0,5835868000.0,,,167200000.0,167200000.0,2746781000.0,1935803000.0,6660000.0,,,16486000.0,1712512000.0,4306000.0,1708206000.0,3051000.0,810978000.0,26881000.0,,421851000.0,4526000.0,417325000.0,,1678000.0,238097000.0,,,13929000.0,224168000.0,8749849000.0,5964637000.0,43899000.0,,,3621313000.0,3621313000.0,316287000.0,45282000.0,45282000.0,1072821000.0,,1072821000.0,77246000.0,995575000.0,,,,,2785210000.0,44306000.0,,,,575628000.0,,,,,,207490000.0,,,1957786000.0,1773471000.0,184315000.0,,2024-03-31
33440000.0,33440000.0,1314329000.0,2322875000.0,5682468000.0,8042890000.0,1270605000.0,5682468000.0,8429000.0,5728444000.0,7642672000.0,5728444000.0,5728444000.0,5561244000.0,,,167200000.0,167200000.0,3923522000.0,2129665000.0,14179000.0,,,6869000.0,1918696000.0,4468000.0,1914228000.0,2049000.0,1793857000.0,1038845000.0,,404179000.0,3961000.0,400218000.0,,1041000.0,172314000.0,,,0.0,172314000.0,9651966000.0,6587506000.0,57342000.0,,,4319151000.0,4319151000.0,322465000.0,45976000.0,45976000.0,935773000.0,,935773000.0,77381000.0,858392000.0,,,,,3064462000.0,50959000.0,,,,598362000.0,,,,,,163967000.0,,,2251174000.0,1251057000.0,1000117000.0,,2023-09-30
33440000.0,33440000.0,1587661000.0,2405293000.0,5550010000.0,7993881000.0,990109000.0,5550010000.0,8091000.0,5596679000.0,7671243000.0,5596679000.0,5596679000.0,5429474000.0,2339624000.0,85920000.0,167200000.0,167200000.0,4014823000.0,2289982000.0,23334000.0,2939000.0,23334000.0,5134000.0,2079565000.0,5001000.0,2074564000.0,2939000.0,1724841000.0,1013324000.0,19228000.0,325728000.0,3090000.0,322638000.0,1363000.0,1363000.0,303476000.0,52565000.0,621000.0,,250290000.0,9611502000.0,6896552000.0,-4000.0,79751000.0,4611417000.0,28000.0,28000.0,319437000.0,46669000.0,46669000.0,901584000.0,-703996000.0,1605580000.0,56738000.0,844843000.0,749045000.0,739332000.0,60465000.0,0.0,2714950000.0,12662000.0,747832000.0,37351000.0,23650000.0,512877000.0,3730000.0,77892000.0,352316000.0,78939000.0,103755000.0,242282000.0,-6343000.0,248625000.0,1034541000.0,225000000.0,809541000.0,809541000.0,2023-03-31
