Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
781774431.0,781774431.0,11948900000.0,29582100000.0,71400000000.0,103556800000.0,69539700000.0,71400000000.0,1512500000.0,75487200000.0,75874500000.0,78619500000.0,3132300000.0,75487200000.0,73924100000.0,,,1563100000.0,1563100000.0,165317400000.0,3236800000.0,7100000.0,,68500000.0,1204900000.0,817600000.0,387300000.0,1892200000.0,162080600000.0,9349400000.0,28377200000.0,694900000.0,27682300000.0,,502300000.0,120687800000.0,2000400000.0,118687400000.0,243936900000.0,12316600000.0,1147700000.0,,885100000.0,212300000.0,212300000.0,0.0,124100000.0,4087200000.0,3227400000.0,859800000.0,4460400000.0,,4460400000.0,5500000.0,4454900000.0,,,,,231620300000.0,6593100000.0,,0.0,,,66528200000.0,,,,139343800000.0,19155200000.0,3034500000.0,16120700000.0,,,2024-03-31
781685642.0,781685642.0,19453900000.0,33180800000.0,64934800000.0,100530100000.0,64320500000.0,64934800000.0,1624500000.0,68973800000.0,69516600000.0,72272900000.0,3299100000.0,68973800000.0,67410400000.0,,,1563400000.0,1563400000.0,175801000000.0,3419400000.0,,,102800000.0,1504600000.0,961800000.0,542800000.0,1812000000.0,172381600000.0,9285600000.0,31676200000.0,662700000.0,31013500000.0,,472700000.0,127578100000.0,2020300000.0,125557800000.0,248073900000.0,11371800000.0,766300000.0,,430400000.0,296100000.0,296100000.0,,80400000.0,4039000000.0,3227700000.0,811300000.0,4570200000.0,,4570200000.0,12300000.0,4557900000.0,,,,,236702100000.0,7622400000.0,,,,,72143600000.0,,,,140207400000.0,16728700000.0,4626300000.0,12102400000.0,,,2023-09-30
781560771.0,781560771.0,12685200000.0,33208000000.0,65374700000.0,100547200000.0,65037100000.0,65374700000.0,1934300000.0,69273500000.0,69778100000.0,72931700000.0,3658200000.0,69273500000.0,41800000.0,56602700000.0,1747900000.0,1563100000.0,1563100000.0,159900400000.0,3562300000.0,10000000.0,28800000.0,55200000.0,1712300000.0,1207700000.0,504600000.0,1766000000.0,156338100000.0,4070500000.0,31495700000.0,726600000.0,30769100000.0,1894700000.0,446400000.0,111876700000.0,2165600000.0,109711100000.0,232832100000.0,11456900000.0,12900000.0,207900000.0,453800000.0,224300000.0,224300000.0,,113700000.0,3898800000.0,3048800000.0,850000000.0,4882900000.0,-2114400000.0,6997300000.0,81200000.0,5400000.0,2825200000.0,3423900000.0,661600000.0,0.0,221375200000.0,147200000.0,42100000.0,0.0,125500000.0,2924600000.0,70852600000.0,426800000.0,70425800000.0,6495500000.0,120300500000.0,20476300000.0,1887800000.0,18588500000.0,4084800000.0,14503700000.0,2023-03-31
