Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Taxes Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Other Investments
86809060.0,86809060.0,1965600000.0,2415600000.0,40586400000.0,43024600000.0,3767000000.0,40586400000.0,,40609000000.0,40721500000.0,40609000000.0,40609000000.0,40522200000.0,,,86800000.0,86800000.0,5143000000.0,715900000.0,8800000.0,573300000.0,112500000.0,,112500000.0,4427100000.0,414700000.0,2303100000.0,,2303100000.0,593000000.0,295800000.0,,,295800000.0,45752000000.0,37557900000.0,22000000.0,,913400000.0,913400000.0,,30911600000.0,,5600000.0,22600000.0,,5682700000.0,,5682700000.0,56300000.0,5626400000.0,,,,,8194100000.0,169800000.0,,,,6102200000.0,,,,,,340000000.0,695200000.0,,,886900000.0,436900000.0,450000000.0,,2024-03-31,,
86809060.0,86809060.0,2374900000.0,2788700000.0,39844800000.0,42661200000.0,3500100000.0,39844800000.0,,39872500000.0,40126400000.0,39872500000.0,39872500000.0,39785700000.0,,,86800000.0,86800000.0,5550400000.0,905000000.0,9300000.0,620300000.0,253900000.0,,253900000.0,4645400000.0,405500000.0,2534800000.0,,2534800000.0,606200000.0,260000000.0,,,260000000.0,45422900000.0,37277400000.0,39500000.0,,937400000.0,937400000.0,,30554900000.0,,5600000.0,27700000.0,27700000.0,5712300000.0,,5712300000.0,137100000.0,5575200000.0,,,,,8145500000.0,395900000.0,0.0,,,6092200000.0,,,,,,383100000.0,633300000.0,,,641000000.0,227200000.0,413800000.0,,2023-09-30,,
86809060.0,86809060.0,2692721000.0,3103181000.0,38812445000.0,41919622000.0,3198539000.0,38812445000.0,23734000.0,38840175000.0,39146528000.0,38840175000.0,38840175000.0,38753300000.0,16466369000.0,61437000.0,86809000.0,86809000.0,5811562000.0,897860000.0,9813000.0,560057000.0,327990000.0,21637000.0,306353000.0,4913702000.0,460000000.0,2775191000.0,2097000.0,2773094000.0,697986000.0,411588000.0,1273000.0,171240000.0,239075000.0,44651737000.0,36539496000.0,19200000.0,106116000.0,21429000.0,18108000.0,3321000.0,30555130000.0,30555130000.0,5705000.0,27730000.0,27730000.0,5723386000.0,-5243570000.0,10966956000.0,122943000.0,5600400000.0,8256773000.0,2196441000.0,390799000.0,0.0,8112241000.0,7302000.0,0.0,132960000.0,256696000.0,6011755000.0,9592000.0,1070847000.0,458480000.0,4472836000.0,33613000.0,465204000.0,603242000.0,-62907000.0,666149000.0,601469000.0,214743000.0,386726000.0,386726000.0,2023-03-31,,
