Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
25092600.0,25092600.0,990470000.0,2034180000.0,7574340000.0,9414870000.0,2859560000.0,7574340000.0,255730000.0,7636420000.0,7691960000.0,7572040000.0,-64380000.0,7636420000.0,7385490000.0,,,250930000.0,250930000.0,3844370000.0,692290000.0,540000.0,,294420000.0,311270000.0,255730000.0,55540000.0,3152080000.0,113790000.0,1722910000.0,0.0,1722910000.0,93020000.0,,987360000.0,,,987360000.0,11416410000.0,5404770000.0,185130000.0,,488100000.0,,488100000.0,,62080000.0,62080000.0,,4664510000.0,,4664510000.0,187470000.0,4477040000.0,,,,,6011640000.0,401770000.0,,,2649950000.0,,,,,,1651770000.0,,,1308150000.0,520170000.0,787980000.0,,2024-03-31
25092600.0,25092600.0,1876900000.0,2580540000.0,7137440000.0,9512600000.0,2436020000.0,7137440000.0,267490000.0,7199550000.0,7266630000.0,7134640000.0,-64910000.0,7199550000.0,6948620000.0,,,250930000.0,250930000.0,4508190000.0,763940000.0,390000.0,,340110000.0,334530000.0,267450000.0,67080000.0,3744250000.0,125440000.0,2246010000.0,40000.0,2245970000.0,,109470000.0,955990000.0,,,955990000.0,11642830000.0,5462560000.0,10130000.0,,776880000.0,,776880000.0,,62110000.0,62110000.0,,4609440000.0,,4609440000.0,118220000.0,4491220000.0,,,,,6180270000.0,290660000.0,,,3010250000.0,,,,,,1588660000.0,,,1290700000.0,854550000.0,436150000.0,,2023-09-30
25692600.0,25692600.0,1560280000.0,2446850000.0,6673960000.0,8898030000.0,2146930000.0,6673960000.0,284930000.0,6736110000.0,6846660000.0,6671140000.0,-64970000.0,6736110000.0,6485190000.0,4238690000.0,2471300000.0,250930000.0,250930000.0,4299420000.0,792900000.0,210000.0,87510000.0,291360000.0,395190000.0,284640000.0,110550000.0,3506520000.0,79860000.0,2051660000.0,290000.0,2051370000.0,236240000.0,110490000.0,1015310000.0,24180000.0,40000.0,991090000.0,10970560000.0,5317110000.0,10130000.0,213900000.0,404150000.0,161600000.0,1910000.0,240640000.0,62150000.0,3470000.0,58680000.0,4626790000.0,-3425380000.0,8052170000.0,143880000.0,415750000.0,4372630000.0,2920900000.0,199010000.0,0.0,5653450000.0,309120000.0,0.0,94030000.0,2969140000.0,889900000.0,1345230000.0,734010000.0,77850000.0,95000000.0,1047310000.0,-5690000.0,1053000000.0,1370120000.0,768480000.0,601640000.0,601640000.0,2023-03-31
