Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.291069,880000000.0,0.0,0.0,538000000.0,116000000.0,1106300000.0,880000000.0,764000000.0,-3700000.0,3700000.0,538000000.0,538000000.0,2046300000.0,,,,,538000000.0,538000000.0,0.0,538000000.0,-1100000.0,539000000.0,539000000.0,221300000.0,760300000.0,179800000.0,0.0,-3700000.0,3700000.0,584200000.0,940000000.0,279500000.0,116000000.0,116000000.0,266600000.0,266600000.0,1524200000.0,1106300000.0,2630500000.0,2630500000.0,2024-03-31
0.0,0.252997,805800000.0,0.0,0.0,522200000.0,92900000.0,765900000.0,805800000.0,712900000.0,-12100000.0,12100000.0,522200000.0,522200000.0,1479300000.0,191985294.0,191985294.0,2.72,2.72,522200000.0,522200000.0,0.0,522200000.0,-1300000.0,523500000.0,523500000.0,177300000.0,700800000.0,149600000.0,0.0,-12100000.0,12100000.0,563300000.0,713400000.0,212200000.0,92900000.0,92900000.0,170700000.0,170700000.0,1276700000.0,765900000.0,2042600000.0,2042600000.0,2023-12-31
0.0,0.268445,740700000.0,0.0,0.0,481000000.0,82500000.0,557800000.0,740700000.0,658200000.0,-2200000.0,2200000.0,481000000.0,481000000.0,1197300000.0,192400000.0,192400000.0,2.5,2.5,481000000.0,481000000.0,0.0,481000000.0,1100000.0,479900000.0,479900000.0,176100000.0,656000000.0,132000000.0,0.0,-2200000.0,2200000.0,526200000.0,639500000.0,208600000.0,82500000.0,82500000.0,132100000.0,132100000.0,1165700000.0,557800000.0,1723500000.0,1723500000.0,2023-09-30
0.0,0.266757,675600000.0,0.0,0.0,434800000.0,70400000.0,159500000.0,675600000.0,605200000.0,-14400000.0,14400000.0,434800000.0,434800000.0,1203400000.0,192389381.0,192389381.0,2.26,2.26,434800000.0,434800000.0,0.0,434800000.0,1600000.0,433200000.0,433200000.0,157600000.0,590800000.0,175200000.0,0.0,-14400000.0,14400000.0,430000000.0,1043900000.0,583300000.0,70400000.0,70400000.0,190400000.0,190400000.0,1473900000.0,159500000.0,1633400000.0,1633400000.0,2023-06-30
0.0,0.244217,673326000.0,,,453382000.0,61795000.0,950076000.0,673326000.0,611531000.0,278587000.0,13054000.0,453382000.0,453382000.0,1484042000.0,,,,,453382000.0,453382000.0,0.0,453382000.0,1063000.0,452319000.0,452319000.0,146158000.0,598477000.0,-358259000.0,,278587000.0,13054000.0,442970000.0,533966000.0,-195120000.0,61795000.0,-117507000.0,506369000.0,281394000.0,976936000.0,950076000.0,1927012000.0,1927012000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,192681159.0,192681159.0,2.76,2.76,,,,,,,,,,,0.0,,,,,,,,,,,,,,2022-12-31
0.0,0.268442,636400000.0,0.0,0.0,369200000.0,127300000.0,151400000.0,636400000.0,509100000.0,-2100000.0,2100000.0,369200000.0,369200000.0,1665500000.0,192291667.0,192291667.0,1.92,1.92,369200000.0,369200000.0,0.0,369200000.0,-1700000.0,370900000.0,370900000.0,136100000.0,507000000.0,121800000.0,0.0,-2100000.0,2100000.0,387300000.0,1514100000.0,881300000.0,127300000.0,127300000.0,242500000.0,242500000.0,1901400000.0,151400000.0,2052800000.0,2052800000.0,2024-06-30 00:00:00
