Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,167087995.0,167087995.0,882343000.0,2777957000.0,4178806000.0,5140127000.0,539189000.0,4178806000.0,1818416000.0,4180586000.0,4804800000.0,4180586000.0,4180586000.0,2509706000.0,,,1670880000.0,1670880000.0,3283582000.0,2342484000.0,,2316584000.0,1692370000.0,624214000.0,25900000.0,941098000.0,35252000.0,461373000.0,126046000.0,335327000.0,,21490000.0,373184000.0,,,373184000.0,7464168000.0,5983881000.0,79166000.0,,285406000.0,184666000.0,184666000.0,1780000.0,,5384654000.0,,5384654000.0,139764000.0,5244890000.0,,,,,1480287000.0,82475000.0,,,,120838000.0,3444000.0,827897000.0,,,445633000.0,368435000.0,77198000.0,,,2024-03-31
,167087995.0,167087995.0,1088357000.0,2757433000.0,4109139000.0,5228762000.0,467802000.0,4109139000.0,1639917000.0,4111246000.0,4898243000.0,4111246000.0,4111246000.0,2440366000.0,,,1670880000.0,1670880000.0,3236688000.0,2352973000.0,,2324204000.0,1537207000.0,786997000.0,28769000.0,883715000.0,32391000.0,433229000.0,102710000.0,330519000.0,,25077000.0,324638000.0,,,324638000.0,7347934000.0,5996417000.0,60442000.0,,344249000.0,180901000.0,180901000.0,2107000.0,,5329337000.0,,5329337000.0,58318000.0,5271019000.0,,,,,1351517000.0,107936000.0,,,,141288000.0,3876000.0,821154000.0,,,277263000.0,248104000.0,29159000.0,,,2023-09-30
,167087995.0,167087995.0,1024897000.0,2583159000.0,4214021000.0,5264743000.0,596861000.0,4214021000.0,1534662000.0,4216246000.0,4991997000.0,4216246000.0,4216246000.0,2545366000.0,554850000.0,1990516000.0,1670880000.0,1670880000.0,3031644000.0,2242350000.0,17872000.0,2224478000.0,1448727000.0,775751000.0,17872000.0,789294000.0,45015000.0,358681000.0,85935000.0,272746000.0,28424000.0,28424000.0,384901000.0,54426000.0,1060000.0,329415000.0,7247890000.0,5861735000.0,26208000.0,187388000.0,369454000.0,161180000.0,161180000.0,2225000.0,2225000.0,5256019000.0,-2838306000.0,8094325000.0,83900000.0,5172119000.0,3295168000.0,3215574000.0,1499683000.0,0.0,1386155000.0,96675000.0,0.0,1060000.0,96675000.0,75845000.0,8031000.0,716866000.0,-40280000.0,757146000.0,476144000.0,452544000.0,23600000.0,0.0,23600000.0,2023-03-31
