Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
165946892.344892,0.349288,1656700000.0,475100000.0,475100000.0,1205000000.0,226700000.0,895600000.0,2131800000.0,1905100000.0,-85400000.0,85400000.0,895846892.344892,1205000000.0,1954900000.0,137400228.0,137400228.0,8.77,8.77,1205000000.0,1205000000.0,0.0,1205000000.0,20900000.0,1184100000.0,1184100000.0,635600000.0,1819700000.0,49900000.0,0.0,-85400000.0,85400000.0,1190200000.0,1059300000.0,213200000.0,226700000.0,226700000.0,619400000.0,619400000.0,2249500000.0,895600000.0,3145100000.0,3145100000.0,2023-09-30
664764311.864407,0.147525,935600000.0,4506100000.0,4506100000.0,4426600000.0,214100000.0,859200000.0,5441700000.0,5227600000.0,-65100000.0,65100000.0,585264311.864407,4426600000.0,1669300000.0,137429370.0,137429370.0,32.21,32.21,4426600000.0,4426600000.0,0.0,4426600000.0,25700000.0,4400900000.0,4400900000.0,761600000.0,5162500000.0,115700000.0,4066200000.0,-65100000.0,65100000.0,486900000.0,810100000.0,67400000.0,214100000.0,214100000.0,528600000.0,528600000.0,1297000000.0,859200000.0,2156200000.0,2156200000.0,2023-06-30
-148878160.543327,0.274937,2030500000.0,-541500000.0,-541500000.0,911800000.0,207100000.0,829300000.0,1489000000.0,1281900000.0,772000000.0,59800000.0,1304421839.456673,911800000.0,1412800000.0,,,,,911800000.0,911800000.0,0.0,911800000.0,25700000.0,886100000.0,886100000.0,336000000.0,1222100000.0,53300000.0,,772000000.0,59800000.0,857300000.0,583500000.0,364600000.0,207100000.0,207100000.0,-265000000.0,-323700000.0,1440800000.0,829300000.0,2270100000.0,2270100000.0,2023-03-31
113226468.506723,0.325832,593400000.0,347500000.0,347500000.0,516400000.0,169700000.0,758200000.0,940900000.0,771200000.0,-64700000.0,64700000.0,282126468.506723,516400000.0,1819100000.0,137340426.0,137340426.0,3.76,3.76,516400000.0,516400000.0,0.0,516400000.0,40100000.0,476300000.0,476300000.0,230200000.0,706500000.0,62200000.0,,-64700000.0,64700000.0,220500000.0,1060900000.0,93600000.0,169700000.0,169700000.0,797600000.0,797600000.0,1281400000.0,758200000.0,2039600000.0,2039600000.0,2022-12-31
153274041.846753,0.243524,2210100000.0,629400000.0,629400000.0,2650500000.0,239500000.0,1780200000.0,2839500000.0,2600000000.0,,,2174374041.846753,2650500000.0,3477000000.0,137331606.0,137331606.0,19.3,19.3,2650500000.0,2650500000.0,0.0,2650500000.0,7600000.0,2642900000.0,2642900000.0,850800000.0,3493700000.0,37000000.0,0.0,,,2600000000.0,1696800000.0,805500000.0,239500000.0,239500000.0,651800000.0,651800000.0,4296800000.0,1780200000.0,6077000000.0,6077000000.0,2024-06-30 00:00:00
