Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
57142820.0,57142820.0,71228300000.0,71799300000.0,2319500000.0,74118300000.0,-12244000000.0,2319500000.0,600000.0,2319600000.0,2319600000.0,2333200000.0,13600000.0,2319600000.0,2204900000.0,,,114700000.0,114700000.0,101804000000.0,1120300000.0,56900000.0,,0.0,500000.0,500000.0,0.0,,100683700000.0,7164100000.0,71798800000.0,100000.0,71798700000.0,,104200000.0,14624000000.0,,,47400000.0,14576600000.0,104137200000.0,15697500000.0,174500000.0,,9529100000.0,1277100000.0,1277100000.0,,68100000.0,,,100000.0,,4648600000.0,,4648600000.0,25500000.0,4623100000.0,,,,,88439700000.0,50467700000.0,,,2926700000.0,,,1840800000.0,128600000.0,13466000000.0,,,19609900000.0,19039500000.0,570400000.0,,2024-03-31
57142820.0,57142820.0,62512700000.0,62966400000.0,1465400000.0,64431200000.0,-13590400000.0,1465400000.0,700000.0,1465500000.0,1465500000.0,1480700000.0,15200000.0,1465500000.0,1350800000.0,,,114700000.0,114700000.0,103962500000.0,919700000.0,,,0.0,600000.0,600000.0,0.0,79100000.0,103042800000.0,8084900000.0,62965800000.0,100000.0,62965700000.0,,97900000.0,15552500000.0,,,40300000.0,15512200000.0,105443200000.0,15990800000.0,174900000.0,,10042100000.0,779000000.0,779000000.0,,75100000.0,,,100000.0,,4919600000.0,,4919600000.0,24000000.0,4895600000.0,,,,,89452400000.0,50911500000.0,,,3155600000.0,,,1935300000.0,603800000.0,13882300000.0,,,18963900000.0,18510900000.0,453000000.0,,2023-09-30
57142820.0,57142820.0,59286400000.0,59844900000.0,3007100000.0,62851300000.0,-11626600000.0,3007100000.0,800000.0,3007200000.0,3007200000.0,3020800000.0,13600000.0,3007200000.0,2892500000.0,-10712300000.0,10458000000.0,114700000.0,114700000.0,100709700000.0,822100000.0,79100000.0,163300000.0,0.0,700000.0,700000.0,0.0,,99887600000.0,2612700000.0,59844200000.0,100000.0,59844100000.0,1386200000.0,94200000.0,34135800000.0,15033900000.0,14700000.0,35000000.0,19052200000.0,103730500000.0,15469500000.0,175100000.0,255800000.0,9208600000.0,700000.0,300000.0,400000.0,72000000.0,72000000.0,0.0,100000.0,100000.0,5336700000.0,-10632400000.0,15969100000.0,24000000.0,12500000.0,15739600000.0,150500000.0,42500000.0,0.0,88261000000.0,51362000000.0,32400000.0,4339300000.0,3192800000.0,207100000.0,2985700000.0,65894200000.0,487900000.0,13755800000.0,-1115900000.0,14871700000.0,558600000.0,900000.0,557700000.0,557700000.0,2023-03-31
