Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Work In Process,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
149886000.0,149886000.0,3634619000.0,3657953000.0,5758403000.0,9421693000.0,2497404000.0,5758403000.0,5763740000.0,6828285000.0,5763740000.0,5763740000.0,5613854000.0,,,149886000.0,149886000.0,6023254000.0,1365079000.0,-1000.0,,260911000.0,1064545000.0,1064545000.0,14924000.0,4658175000.0,39005000.0,2593408000.0,2593408000.0,35481000.0,1615191000.0,,,42213000.0,1572978000.0,11786994000.0,4631415000.0,433923000.0,,25503000.0,,5337000.0,,4166652000.0,,4166652000.0,623000000.0,3543652000.0,,,,,7155579000.0,627288000.0,,,3466583000.0,,,,,2801782000.0,,,259926000.0,236592000.0,23334000.0,,2024-03-31
130811000.0,130811000.0,3031235000.0,3046240000.0,4516547000.0,7567998000.0,1781125000.0,4516547000.0,4521758000.0,5503415000.0,4521758000.0,4521758000.0,4390947000.0,,,130811000.0,130811000.0,5420029000.0,1254189000.0,,,237846000.0,981657000.0,981657000.0,9986000.0,4165840000.0,90431000.0,2064583000.0,2064583000.0,64927000.0,1562363000.0,,,47182000.0,1515181000.0,9941787000.0,3994822000.0,397695000.0,,25503000.0,,5211000.0,,3566413000.0,,3566413000.0,721697000.0,2844716000.0,,,,,5946965000.0,276530000.0,,,2465877000.0,,,,,2984325000.0,,,220233000.0,205228000.0,15005000.0,,2023-09-30
127811000.0,127811000.0,2715737000.0,2734626000.0,4175432000.0,6915712000.0,1734327000.0,4175432000.0,4181086000.0,5121352000.0,4181086000.0,4181086000.0,870190000.0,1862373000.0,967627000.0,127811000.0,127811000.0,4974152000.0,1195126000.0,1000.0,12124000.0,219535000.0,940266000.0,940266000.0,12124000.0,3779026000.0,21148000.0,1794360000.0,1794360000.0,99441000.0,1826122000.0,38109000.0,46000.0,46330000.0,1741637000.0,9155238000.0,3641884000.0,1000.0,53577000.0,17003000.0,17003000.0,5654000.0,5654000.0,3565649000.0,-532127000.0,4097776000.0,700258000.0,2865392000.0,2276608000.0,772565000.0,348345000.0,0.0,5513353000.0,10390000.0,192776000.0,119692000.0,3067620000.0,95098000.0,1374059000.0,1598463000.0,248761000.0,1855225000.0,0.0,1855225000.0,18889000.0,192776000.0,18889000.0,18889000.0,2023-03-31
