Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Other Properties,Current Assets,Other Current Assets,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Held To Maturity Securities,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Other Receivables,Cash Equivalents,Cash Financial
16311678.0,16311678.0,1374802000.0,1394005000.0,317781000.0,3507605000.0,1422778000.0,317781000.0,2113600000.0,3492342000.0,2113600000.0,2113600000.0,1950483000.0,163117000.0,163117000.0,1811264000.0,1552093000.0,9388000.0,150941000.0,1378742000.0,1378742000.0,12670000.0,259171000.0,5370000.0,15263000.0,15263000.0,443000.0,151210000.0,5913000.0,145297000.0,3924864000.0,2242915000.0,7588000.0,179574000.0,125363000.0,125363000.0,14467000.0,1795819000.0,1795819000.0,117441000.0,,,1681949000.0,6788000.0,865018000.0,0.0,34964000.0,775179000.0,755976000.0,19203000.0,2024-03-31,,,,,,,,,,,,,,,,,,,
14731678.0,14731678.0,1466950000.0,1482252000.0,167768000.0,3329144000.0,1241551000.0,167768000.0,1846892000.0,3243779000.0,1846892000.0,1846892000.0,1699575000.0,147317000.0,147317000.0,1967592000.0,1567541000.0,9450000.0,142647000.0,1396887000.0,1396887000.0,18557000.0,400051000.0,9686000.0,85365000.0,85365000.0,641000.0,211920000.0,133000.0,211787000.0,3814484000.0,2172882000.0,6229000.0,185704000.0,162417000.0,162417000.0,,1679124000.0,1679124000.0,136961000.0,,,1641602000.0,16635000.0,911946000.0,5167000.0,34003000.0,673851000.0,658549000.0,15302000.0,2023-09-30,,,,,,,,,,,,,,,,,,,
14731678.0,14731678.0,1434090000.0,1475573000.0,233795000.0,3260714000.0,1258390000.0,233795000.0,1785141000.0,3175808000.0,1785141000.0,1785141000.0,1637824000.0,147317000.0,147317000.0,1904591000.0,1548177000.0,9550000.0,131055000.0,1390667000.0,1390667000.0,16905000.0,356414000.0,9365000.0,84906000.0,84906000.0,820000.0,168721000.0,100000.0,168621000.0,3689732000.0,2074928000.0,5454000.0,185707000.0,188184000.0,188184000.0,,1551346000.0,1551346000.0,141815000.0,141815000.0,141815000.0,1614804000.0,16715000.0,872188000.0,4775000.0,40316000.0,680810000.0,639327000.0,41483000.0,2023-03-31,,,,,,,,,,,,,,,,,,,
