Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
28871083.0,28871083.0,3169336000.0,3289744000.0,9696382000.0,12922179000.0,282161000.0,9696382000.0,111533000.0,9743968000.0,10663656000.0,9744059000.0,91000.0,9743968000.0,9455742000.0,,,288226000.0,288226000.0,7952542000.0,1913899000.0,22377000.0,,,840620000.0,985604000.0,65916000.0,919688000.0,65298000.0,6038643000.0,363406000.0,,2304140000.0,45617000.0,2258523000.0,40177000.0,3139670000.0,,,0.0,3139670000.0,17696601000.0,11375797000.0,572551000.0,,191961000.0,191961000.0,47586000.0,12508000.0,35078000.0,10448843000.0,,10448843000.0,887856000.0,9560987000.0,,,,,6320804000.0,752046000.0,,,1889692000.0,,,,,,143000.0,2759700000.0,,,919223000.0,910348000.0,8875000.0,,,2024-03-31
28802749.0,28802749.0,3112390000.0,3524774000.0,9232852000.0,12631450000.0,201852000.0,9232852000.0,131331000.0,9238007000.0,10179353000.0,9238007000.0,,9238007000.0,8949979000.0,,,288028000.0,288028000.0,7803812000.0,2229253000.0,23097000.0,,,1113315000.0,1030729000.0,89383000.0,941346000.0,62112000.0,5574559000.0,513618000.0,,2494045000.0,41948000.0,2452097000.0,76255000.0,2354950000.0,,,24987000.0,2329963000.0,17041819000.0,11265408000.0,777074000.0,,639950000.0,639950000.0,5155000.0,,,9812904000.0,,9812904000.0,1546807000.0,8266097000.0,,,,,5776411000.0,798553000.0,,,1578033000.0,,,,,,5558000.0,2732397000.0,,,661870000.0,380817000.0,281053000.0,,,2023-09-30
28802749.0,28802749.0,2472165000.0,2907193000.0,8859250000.0,11618416000.0,444533000.0,8859250000.0,155100000.0,8866323000.0,9975281000.0,8866323000.0,,8866323000.0,-1000.0,6943007000.0,1489492000.0,288028000.0,288028000.0,7044472000.0,2394803000.0,10810000.0,12940000.0,0.0,1102175000.0,1223304000.0,114346000.0,1108958000.0,45574000.0,4649669000.0,271368000.0,96422000.0,1683889000.0,40754000.0,1643135000.0,64884000.0,2362864000.0,201326000.0,599000.0,729000.0,2160210000.0,15910795000.0,10816593000.0,131674000.0,1343633000.0,30000.0,30000.0,7073000.0,7073000.0,,9241863000.0,-2747424000.0,11989287000.0,990995000.0,8250900000.0,9191139000.0,1367216000.0,439937000.0,0.0,5094202000.0,12150000.0,22457000.0,929488000.0,1577812000.0,-8702000.0,152369000.0,777500000.0,95894000.0,560751000.0,88431000.0,2112936000.0,-14398000.0,2127334000.0,350928000.0,71000000.0,279928000.0,260485000.0,19443000.0,2023-03-31
