Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
13689750.0,13689750.0,0.0,1160755000.0,1160876000.0,1016304000.0,1160755000.0,1160876000.0,1160876000.0,1160876000.0,1160876000.0,1023978000.0,,,136898000.0,136898000.0,38439000.0,12330000.0,,,2008000.0,0.0,0.0,10322000.0,26109000.0,6755000.0,0.0,0.0,,11052000.0,8302000.0,,7001000.0,1301000.0,1199315000.0,156902000.0,,,3699000.0,3699000.0,121000.0,121000.0,153082000.0,,153082000.0,1773000.0,151309000.0,,,,,1042413000.0,90371000.0,,,200334000.0,,,397434000.0,,,354274000.0,190520000.0,163754000.0,,2024-03-31
13689750.0,13689750.0,0.0,1143205000.0,1143404000.0,997035000.0,1143205000.0,1143404000.0,1143404000.0,1143404000.0,1143404000.0,1006506000.0,,,136898000.0,136898000.0,50144000.0,11952000.0,,,2141000.0,0.0,0.0,9811000.0,38192000.0,17528000.0,0.0,0.0,,5912000.0,14752000.0,,13101000.0,1651000.0,1193548000.0,158321000.0,1000.0,,3833000.0,3833000.0,199000.0,199000.0,154288000.0,,154288000.0,0.0,154288000.0,,,,,1035227000.0,149578000.0,,,317849000.0,,,374185000.0,,,193615000.0,108101000.0,85514000.0,,2023-12-31
13689750.0,13689750.0,0.0,1139575000.0,1139735000.0,995054000.0,1139575000.0,1139735000.0,1139735000.0,1139735000.0,1139735000.0,1002837000.0,,,136898000.0,136898000.0,41859000.0,11338000.0,,,1649000.0,0.0,0.0,9689000.0,30521000.0,4509000.0,0.0,0.0,,5532000.0,20480000.0,,19645000.0,835000.0,1181594000.0,156020000.0,,,4523000.0,4523000.0,160000.0,160000.0,151337000.0,,151337000.0,29950000.0,121387000.0,,,,,1025575000.0,135180000.0,,,206212000.0,,,471651000.0,,,212532000.0,188533000.0,23999000.0,,2023-09-30
13689750.0,13689750.0,0.0,1102736000.0,1102916000.0,978406000.0,1102736000.0,1102916000.0,1102916000.0,1102916000.0,1102916000.0,966018000.0,,,136898000.0,136898000.0,61046000.0,11071000.0,-1000.0,,1404000.0,0.0,0.0,9668000.0,49975000.0,3301000.0,0.0,0.0,,9674000.0,37000000.0,,35843000.0,1157000.0,1163962000.0,135582000.0,,,6919000.0,6919000.0,180000.0,180000.0,128483000.0,,128483000.0,3018000.0,125465000.0,,,,,1028381000.0,119100000.0,,,254477000.0,,,601867000.0,,,52937000.0,178000.0,52759000.0,,2023-06-30
13689750.0,13689750.0,0.0,1049665000.0,1049928000.0,916831000.0,1049665000.0,1049928000.0,1049928000.0,1049928000.0,1049928000.0,913030000.0,870043000.0,43391000.0,136898000.0,136898000.0,49940000.0,9605000.0,-2000.0,8499000.0,1108000.0,0.0,0.0,8499000.0,40335000.0,1646000.0,0.0,0.0,8549000.0,1000.0,29189000.0,172000.0,23794000.0,5223000.0,1099868000.0,142702000.0,-65000.0,14991000.0,0.0,14991000.0,263000.0,263000.0,127513000.0,-117876000.0,245389000.0,17136000.0,110376000.0,131890000.0,74125000.0,22238000.0,0.0,957166000.0,-377000.0,78353000.0,129466000.0,145446000.0,29793000.0,115653000.0,530948000.0,-2668000.0,533616000.0,73330000.0,78353000.0,73330000.0,73330000.0,2023-03-31
,,,,,,,,,,,,,,,,,,-2000.0,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
13689750.0,13689750.0,,1174372000.0,1174493000.0,999501000.0,1174372000.0,1174493000.0,1174493000.0,1174493000.0,1174493000.0,1037595000.0,,,136898000.0,136898000.0,55396000.0,13802000.0,-1000.0,,2475000.0,,,11328000.0,41594000.0,4880000.0,,,,11289000.0,25425000.0,,7001000.0,18424000.0,1229889000.0,188794000.0,,,3699000.0,3699000.0,121000.0,,184974000.0,,184974000.0,33894000.0,151080000.0,,,,,1041095000.0,72113000.0,,,258522000.0,,,415076000.0,,,295384000.0,258966000.0,36418000.0,,2024-06-30 00:00:00
