Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
232223106.0,232223106.0,260397000.0,1908932000.0,2711672000.0,739813000.0,1908932000.0,2768000.0,2454043000.0,2454043000.0,2469127000.0,15084000.0,2454043000.0,1835578000.0,,,618465000.0,618465000.0,4024978000.0,78426000.0,10389000.0,,,1748000.0,1748000.0,,66287000.0,3946552000.0,3097093000.0,,258649000.0,1020000.0,257629000.0,,20823000.0,141477000.0,,,,141477000.0,6494105000.0,1807740000.0,1890000.0,,58348000.0,826075000.0,,826075000.0,,0.0,119278000.0,545111000.0,73889000.0,471222000.0,106213000.0,,106213000.0,,106213000.0,,,,,4686365000.0,223300000.0,228676000.0,,,21017000.0,,14996000.0,95662000.0,215885000.0,,,3886829000.0,2667921000.0,1218908000.0,,,2024-03-31
231563106.0,231563106.0,718379000.0,1524675000.0,2772947000.0,533865000.0,1524675000.0,,2054568000.0,2054568000.0,2071074000.0,16506000.0,2054568000.0,1438082000.0,,,616486000.0,616486000.0,4436589000.0,90077000.0,7799000.0,,,,,,82276000.0,4346512000.0,2743406000.0,,718379000.0,,718379000.0,,16268000.0,220083000.0,,,19034000.0,201049000.0,6507663000.0,1627286000.0,361000.0,,95414000.0,319463000.0,,319463000.0,,0.0,125047000.0,529893000.0,58671000.0,471222000.0,107357000.0,,107357000.0,,107357000.0,,,,,4880377000.0,350968000.0,320177000.0,,,31315000.0,,,229744000.0,171124000.0,,,3777049000.0,2813447000.0,963602000.0,,,2023-09-30
231541406.0,231541406.0,837061000.0,1707885000.0,3155601000.0,314307000.0,1707885000.0,0.0,2318540000.0,2318540000.0,2330731000.0,12191000.0,2318540000.0,110448600.0,748355400.0,269493000.0,616420000.0,616420000.0,4749097000.0,100429000.0,,0.0,4717000.0,0.0,0.0,0.0,95710000.0,4648668000.0,786000.0,67292000.0,837061000.0,0.0,837061000.0,120579000.0,16644000.0,735714000.0,119498000.0,364000.0,85567000.0,530285000.0,7079828000.0,2116853000.0,1000.0,576176000.0,238184000.0,412188000.0,0.0,411688000.0,500000.0,4061000.0,129255000.0,610655000.0,87637000.0,523018000.0,133876000.0,-1221544000.0,1355420000.0,0.0,406365000.0,599245000.0,308589000.0,41221000.0,0.0,4962975000.0,,37067000.0,1566334000.0,521600000.0,47462000.0,47462000.0,379617000.0,,145803000.0,-306785000.0,452588000.0,2265092000.0,860483000.0,1404609000.0,73047000.0,1331562000.0,2023-03-31
