Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-2979112.27154,0.212794,221800000.0,-14000000.0,-14000000.0,60300000.0,103900000.0,589500000.0,207800000.0,103900000.0,22500000.0,27300000.0,49800000.0,71320887.72846,60300000.0,1130500000.0,,,,,60300000.0,60300000.0,0.0,60300000.0,,60300000.0,60300000.0,16300000.0,76600000.0,5700000.0,-14000000.0,-100000.0,14100000.0,22500000.0,27300000.0,49800000.0,56100000.0,541000000.0,187100000.0,103900000.0,103900000.0,597100000.0,589500000.0,1186600000.0,1186600000.0,2024-03-31
0.0,0.237937,200500000.0,0.0,0.0,45800000.0,109300000.0,510600000.0,200500000.0,91200000.0,-18700000.0,31100000.0,12400000.0,45800000.0,45800000.0,1108600000.0,38487395.0,38487395.0,1.19,1.19,45800000.0,45800000.0,0.0,45800000.0,0.0,45800000.0,45800000.0,14300000.0,60100000.0,2500000.0,0.0,,0.0,-18700000.0,31100000.0,12400000.0,72600000.0,598000000.0,215300000.0,109300000.0,109300000.0,670600000.0,510600000.0,1181200000.0,1181200000.0,2023-12-31
-5723076.923077,0.397436,205900000.0,-14400000.0,-14400000.0,32900000.0,104500000.0,324600000.0,191500000.0,87000000.0,-24000000.0,32400000.0,8400000.0,41576923.076923,32900000.0,799000000.0,38255814.0,38255814.0,0.86,0.86,32900000.0,32900000.0,0.0,32900000.0,0.0,32900000.0,32900000.0,21700000.0,54600000.0,5800000.0,-14400000.0,14400000.0,0.0,-24000000.0,32400000.0,8400000.0,66600000.0,474400000.0,161600000.0,104500000.0,104500000.0,541000000.0,324600000.0,865600000.0,865600000.0,2023-09-30
-7043100.0,0.3,162648000.0,-23477000.0,-23477000.0,-11781000.0,125752000.0,365563000.0,139171000.0,13419000.0,-11887000.0,20339000.0,12816000.0,4652900.0,-11781000.0,747340000.0,,,,,-11781000.0,-11781000.0,0.0,-11781000.0,0.0,-11781000.0,-11781000.0,4861000.0,-6920000.0,3152000.0,-27127000.0,,-489000.0,-11887000.0,20339000.0,12816000.0,12813000.0,381777000.0,-373203000.0,125752000.0,125752000.0,394590000.0,365563000.0,760153000.0,760153000.0,2023-03-31
0.0,0.3,136800000.0,0.0,0.0,-3300000.0,114500000.0,552400000.0,136800000.0,22300000.0,-18600000.0,32500000.0,13900000.0,-3300000.0,-3300000.0,1122900000.0,36666667.0,36666667.0,-0.09,-0.09,-3300000.0,-3300000.0,0.0,-3300000.0,0.0,-3300000.0,-3300000.0,-6900000.0,-10200000.0,3600000.0,0.0,,0.0,-18600000.0,32500000.0,13900000.0,-17000000.0,570500000.0,201200000.0,114500000.0,114500000.0,553500000.0,552400000.0,1105900000.0,1105900000.0,2022-12-31
0.0,0.018957,83300000.0,0.0,0.0,-41400000.0,96200000.0,499400000.0,83300000.0,-12900000.0,-15600000.0,29300000.0,13700000.0,-41400000.0,-41400000.0,975500000.0,38691589.0,38691589.0,-1.07,-1.07,-41400000.0,-41400000.0,0.0,-41400000.0,0.0,-41400000.0,-41400000.0,-800000.0,-42200000.0,4600000.0,0.0,,0.0,-15600000.0,29300000.0,13700000.0,-35000000.0,476100000.0,160800000.0,96200000.0,96200000.0,441100000.0,499400000.0,940500000.0,940500000.0,2024-06-30 00:00:00
0.0,0.294118,182200000.0,0.0,0.0,25200000.0,110200000.0,340700000.0,182200000.0,72000000.0,-27400000.0,36300000.0,8900000.0,25200000.0,25200000.0,800500000.0,38181818.0,38181818.0,0.66,0.66,25200000.0,25200000.0,0.0,25200000.0,0.0,25200000.0,25200000.0,10500000.0,35700000.0,4400000.0,0.0,,0.0,-27400000.0,36300000.0,8900000.0,48500000.0,459800000.0,158100000.0,110200000.0,110200000.0,508300000.0,340700000.0,849000000.0,849000000.0,2023-06-30 00:00:00
