Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
22818400.0,22818400.0,114300000.0,568700000.0,1189600000.0,1568000000.0,122000000.0,1189600000.0,236500000.0,1235800000.0,1237500000.0,1235800000.0,1235800000.0,1007600000.0,228200000.0,228200000.0,1583800000.0,190200000.0,,190200000.0,188500000.0,1700000.0,1393600000.0,37100000.0,378500000.0,48000000.0,330500000.0,,63100000.0,352000000.0,,,352000000.0,2819600000.0,1304000000.0,63300000.0,,198900000.0,53700000.0,53700000.0,46200000.0,46200000.0,924300000.0,,924300000.0,96200000.0,828100000.0,,,,1515600000.0,80200000.0,,,,,258700000.0,,81300000.0,850700000.0,,,244700000.0,26800000.0,217900000.0,,2024-03-31
22818400.0,22818400.0,234700000.0,735200000.0,1063700000.0,1581800000.0,167700000.0,1063700000.0,263500000.0,1110100000.0,1238900000.0,1110100000.0,1110100000.0,881900000.0,228200000.0,228200000.0,1688300000.0,339700000.0,100000.0,339600000.0,210800000.0,128800000.0,1348600000.0,73800000.0,395600000.0,52700000.0,342900000.0,,58300000.0,363900000.0,,,363900000.0,2798400000.0,1282100000.0,69500000.0,,97100000.0,48600000.0,48600000.0,46400000.0,,945800000.0,,945800000.0,48900000.0,896900000.0,,,,1516300000.0,96000000.0,,,,,252800000.0,,73200000.0,827800000.0,,,266500000.0,29500000.0,237000000.0,,2023-09-30
22817461.0,22817461.0,217800000.0,631000000.0,997600000.0,1424900000.0,241500000.0,997600000.0,251600000.0,1045500000.0,1231700000.0,1045500000.0,1045500000.0,817300000.0,228200000.0,228200000.0,1576800000.0,386300000.0,100000.0,386200000.0,200000000.0,186200000.0,1190500000.0,100000.0,244800000.0,51600000.0,193200000.0,16400000.0,37200000.0,591400000.0,139400000.0,1400000.0,450600000.0,2622300000.0,1190300000.0,66400000.0,81400000.0,106200000.0,2200000.0,2200000.0,47900000.0,47900000.0,920900000.0,-932100000.0,1853000000.0,14800000.0,10500000.0,1628000000.0,199700000.0,0.0,1432000000.0,21200000.0,300000.0,900000.0,4800000.0,134100000.0,212700000.0,212700000.0,66200000.0,827400000.0,-34600000.0,862000000.0,161600000.0,39300000.0,161600000.0,161600000.0,2023-03-31
