Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
61625185.0,61625185.0,197000000.0,6755400000.0,6782200000.0,5411700000.0,6755400000.0,172200000.0,6757400000.0,6757400000.0,6757400000.0,6757400000.0,6141100000.0,,,616300000.0,616300000.0,1614900000.0,186300000.0,43200000.0,142400000.0,142400000.0,700000.0,1428600000.0,349600000.0,,54600000.0,29800000.0,24800000.0,,377800000.0,454400000.0,,,18300000.0,436100000.0,8372300000.0,1532000000.0,12400000.0,,0.0,180200000.0,118500000.0,118500000.0,29500000.0,29500000.0,12300000.0,2000000.0,2000000.0,1157100000.0,,1157100000.0,0.0,1157100000.0,,,,,6840300000.0,214500000.0,,,820100000.0,,,,600000.0,2027800000.0,,,3777300000.0,1611900000.0,2165400000.0,,,2024-03-31
61625185.0,61625185.0,299000000.0,6504100000.0,6645100000.0,4750800000.0,6504100000.0,160300000.0,6506400000.0,6506400000.0,6506400000.0,6506400000.0,5890100000.0,,,616300000.0,616300000.0,2062300000.0,168400000.0,35200000.0,132500000.0,132500000.0,700000.0,1893900000.0,349000000.0,,166500000.0,27800000.0,138700000.0,,612300000.0,549100000.0,,,20600000.0,528500000.0,8568700000.0,1924000000.0,16200000.0,,0.0,,694500000.0,694500000.0,29600000.0,29600000.0,12400000.0,2300000.0,2300000.0,1149100000.0,,1149100000.0,42500000.0,1106600000.0,,,,,6644700000.0,297800000.0,,,1059200000.0,,,,1000000.0,2213800000.0,,,3072900000.0,1475900000.0,1597000000.0,,,2023-12-31
61625185.0,61625185.0,654000000.0,6170500000.0,6670400000.0,4655700000.0,6170500000.0,156800000.0,6173200000.0,6173200000.0,6173200000.0,6173200000.0,5556900000.0,,,616300000.0,616300000.0,2642800000.0,132100000.0,,131400000.0,131400000.0,700000.0,2510700000.0,357100000.0,,522600000.0,25400000.0,497200000.0,,765700000.0,648200000.0,,,82000000.0,566200000.0,8816000000.0,1649600000.0,8000000.0,,10700000.0,,438600000.0,438600000.0,29700000.0,29700000.0,12500000.0,2700000.0,2700000.0,1127400000.0,,1127400000.0,17300000.0,1110100000.0,,,,,7166400000.0,205800000.0,,,1241100000.0,,,,700000.0,2495200000.0,,,3223600000.0,1439800000.0,1783800000.0,,,2023-09-30
61625185.0,61625185.0,498000000.0,5673200000.0,6021900000.0,4178100000.0,5673200000.0,152100000.0,5676000000.0,5676000000.0,5676000000.0,5676000000.0,5059700000.0,,,616300000.0,616300000.0,2564400000.0,128000000.0,,127300000.0,127300000.0,700000.0,2436400000.0,370700000.0,,370700000.0,24800000.0,345900000.0,,886400000.0,606500000.0,,,51800000.0,554700000.0,8240400000.0,1625900000.0,27300000.0,,15900000.0,,410500000.0,410500000.0,30000000.0,30000000.0,12500000.0,2800000.0,2800000.0,1106500000.0,,1106500000.0,7700000.0,1098800000.0,,,,,6614500000.0,261600000.0,,,1601500000.0,,,,400000.0,1625800000.0,,,3125200000.0,1370200000.0,1755000000.0,,,2023-06-30
61625185.0,61625185.0,659829000.0,5467603000.0,5978274000.0,4008242000.0,5467603000.0,151616000.0,5470061000.0,5470061000.0,5470061000.0,5470061000.0,,3566571000.0,349675000.0,616252000.0,616252000.0,2697816000.0,129302000.0,,128652000.0,128652000.0,650000.0,2568514000.0,371627000.0,8546000.0,531177000.0,22964000.0,508213000.0,12427000.0,946519000.0,563362000.0,81369000.0,1006000.0,,480987000.0,8167877000.0,1591121000.0,,103088000.0,2800000.0,224754000.0,96853000.0,96853000.0,30113000.0,30113000.0,12617000.0,2458000.0,2458000.0,1114197000.0,-408573000.0,1522770000.0,37025000.0,,431291000.0,796488000.0,257966000.0,0.0,6576756000.0,177639000.0,1006000.0,54290000.0,1655881000.0,1267359000.0,306899000.0,81623000.0,15336000.0,1699211000.0,-240000000.0,1939211000.0,2973393000.0,1269295000.0,1704098000.0,1688324000.0,15774000.0,2023-03-31
,,,,,,,,,,,,4536900000.0,,,,,,,,,,,,,,,,,,,,,,46000000.0,,,,18300000.0,,,,,,,,,,,,,,,965500000.0,,,,,,,,,,,,,,,,,,,,,,2022-12-31
61625185.0,61625185.0,464500000.0,7009800000.0,7223700000.0,5699500000.0,7009800000.0,252300000.0,7011500000.0,7011500000.0,7011500000.0,7011500000.0,6395200000.0,,,616300000.0,616300000.0,2124100000.0,296300000.0,78300000.0,217300000.0,217300000.0,700000.0,1827800000.0,324600000.0,,247200000.0,35000000.0,212200000.0,,347300000.0,637000000.0,,,16400000.0,620600000.0,9135600000.0,1608300000.0,5800000.0,,0.0,184000000.0,127500000.0,127500000.0,29300000.0,29300000.0,12300000.0,1700000.0,1700000.0,1226100000.0,,1226100000.0,7700000.0,1218400000.0,,,,,7527300000.0,367300000.0,,,1061100000.0,,,,900000.0,2115800000.0,,,3982200000.0,1725700000.0,2256500000.0,,,2024-06-30 00:00:00
