Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Trading Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
26773324.0,26773324.0,45900000.0,7754500000.0,7774400000.0,3164200000.0,7754500000.0,45900000.0,7774400000.0,7774400000.0,7774400000.0,0.0,7774400000.0,7506700000.0,,,267700000.0,267700000.0,3365800000.0,412400000.0,80300000.0,18100000.0,18100000.0,314000000.0,2953400000.0,2245700000.0,27800000.0,27800000.0,51200000.0,167900000.0,,,3300000.0,164600000.0,11140200000.0,5022600000.0,88800000.0,,,4210500000.0,,4210500000.0,,,130000000.0,19900000.0,19900000.0,442100000.0,,442100000.0,900000.0,441200000.0,,,,,6117600000.0,423500000.0,,,,,4600000.0,,1661600000.0,,,4027900000.0,3569900000.0,458000000.0,,,2024-03-31
26773324.0,26773324.0,57500000.0,6861600000.0,6887100000.0,3410600000.0,6861600000.0,57500000.0,6887100000.0,6887100000.0,6887100000.0,0.0,6887100000.0,6619400000.0,,,267700000.0,267700000.0,3105300000.0,391100000.0,51600000.0,32700000.0,32700000.0,306800000.0,2714200000.0,2044800000.0,24800000.0,24800000.0,48500000.0,192800000.0,,,57000000.0,135800000.0,9992400000.0,3867600000.0,57400000.0,,,3184900000.0,,3184900000.0,,,131500000.0,25500000.0,25500000.0,349300000.0,,349300000.0,18000000.0,331300000.0,,,,,6124800000.0,332900000.0,,,,,4600000.0,,1616700000.0,,,4170600000.0,3521000000.0,649600000.0,,,2023-09-30
26773324.0,26773324.0,62600000.0,6078400000.0,6106600000.0,2504200000.0,6078400000.0,62600000.0,6106600000.0,6106600000.0,6106600000.0,0.0,6106600000.0,5838900000.0,5680700000.0,56100000.0,267700000.0,267700000.0,2635200000.0,305100000.0,19800000.0,38700000.0,38700000.0,246600000.0,2330100000.0,1681800000.0,23900000.0,23900000.0,50200000.0,820400000.0,571000000.0,3200000.0,123400000.0,122800000.0,8741800000.0,3907500000.0,17900000.0,42100000.0,0.0,3246000000.0,346300000.0,320600000.0,1339100000.0,1240000000.0,133000000.0,28200000.0,28200000.0,351800000.0,-456600000.0,808400000.0,4300000.0,114100000.0,519400000.0,167200000.0,3400000.0,0.0,4834300000.0,900000.0,1700000.0,1700000.0,7400000.0,161800000.0,144300000.0,3300000.0,1746300000.0,-16700000.0,1763000000.0,2766900000.0,2266200000.0,500700000.0,159600000.0,341100000.0,2023-03-31
