Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Non Current Accrued Expenses,Other Payable,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Properties,Prepaid Assets,Taxes Receivable,Cash Equivalents,Cash Financial
164657.0,58022421.0,58187078.0,829500000.0,1569600000.0,-15800000.0,896500000.0,454700000.0,-15800000.0,684600000.0,11500000.0,896500000.0,11500000.0,11500000.0,-104900000.0,116400000.0,116400000.0,2379000000.0,1565200000.0,1554100000.0,669100000.0,885000000.0,700000.0,813800000.0,59600000.0,15500000.0,15500000.0,,125500000.0,263100000.0,263100000.0,2390500000.0,1122000000.0,100000.0,69000000.0,10200000.0,10200000.0,27300000.0,27300000.0,808800000.0,808800000.0,101800000.0,707000000.0,1268500000.0,82000000.0,4700000.0,720200000.0,461600000.0,406100000.0,55500000.0,2024-03-31,,,,,,,,,,,,,
,58187078.0,58187078.0,624300000.0,1346000000.0,-77700000.0,694900000.0,139800000.0,-77700000.0,598300000.0,-52800000.0,694900000.0,-52800000.0,-52800000.0,-169200000.0,116400000.0,116400000.0,2231500000.0,1397900000.0,1319800000.0,572100000.0,747700000.0,600000.0,833600000.0,58300000.0,26200000.0,26200000.0,,125800000.0,189100000.0,189100000.0,2178700000.0,1205300000.0,,61500000.0,119700000.0,119700000.0,24900000.0,24900000.0,789300000.0,789300000.0,,789300000.0,973400000.0,71200000.0,20900000.0,615200000.0,266100000.0,142700000.0,123400000.0,2023-09-30,,,,,,,,,,,,,
,58187078.0,58187078.0,714600000.0,1496900000.0,-82700000.0,688400000.0,168300000.0,-82700000.0,749200000.0,-59300000.0,688400000.0,-59300000.0,-59300000.0,-175700000.0,116400000.0,116400000.0,2321700000.0,1438100000.0,1407900000.0,660200000.0,747700000.0,800000.0,883600000.0,53600000.0,89000000.0,89000000.0,0.0,119900000.0,227700000.0,227700000.0,2262400000.0,1210500000.0,,58200000.0,114300000.0,114300000.0,23400000.0,23400000.0,876300000.0,876300000.0,,876300000.0,1051900000.0,57400000.0,26600000.0,631800000.0,336100000.0,303000000.0,33100000.0,2023-03-31,,,,,,,,,,,,,
