Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,182318000.0,,,70703000.0,17536000.0,4081292000.0,182318000.0,164782000.0,-100658000.0,100658000.0,,70703000.0,70703000.0,4719289000.0,,,,,,70703000.0,70703000.0,0.0,70703000.0,70703000.0,70703000.0,-6579000.0,64124000.0,180671000.0,,,,-100658000.0,100658000.0,,60915000.0,637997000.0,493569000.0,17536000.0,17536000.0,,,,,698912000.0,4081292000.0,4780204000.0,4780204000.0,2024-03-31
0.0,0.283291,100896000.0,,,33638000.0,14283000.0,2109460000.0,100896000.0,86613000.0,-39679000.0,39679000.0,,33638000.0,33638000.0,2626860000.0,,115993103.0,115993103.0,0.29,0.29,33638000.0,33638000.0,0.0,33638000.0,33638000.0,33638000.0,13296000.0,46934000.0,9698000.0,,,,-39679000.0,39679000.0,,76915000.0,517400000.0,333465000.0,14283000.0,14283000.0,,,,,594315000.0,2109460000.0,2703775000.0,2703775000.0,2023-12-31
4196313.14741,0.151295,-12032000.0,27736000.0,27736000.0,-17042000.0,12407000.0,1660469000.0,15704000.0,3297000.0,-23377000.0,23377000.0,0.0,-40581686.85259,-17042000.0,1997731000.0,7452000.0,115101953.0,115101953.0,-0.14806,-0.14806,-17042000.0,-17042000.0,0.0,-17042000.0,-17042000.0,-17042000.0,-3038000.0,-20080000.0,613000.0,27736000.0,-7000.0,-27729000.0,-23377000.0,23377000.0,0.0,-25052000.0,337262000.0,123291000.0,12407000.0,12407000.0,84400000.0,13828000.0,70572000.0,7452000.0,312210000.0,1660469000.0,1972679000.0,1972679000.0,2023-06-30
0.0,0.3,16608000.0,,,-34256000.0,3497000.0,2531492000.0,16608000.0,13111000.0,-46315000.0,46315000.0,,-34256000.0,-34256000.0,3307713000.0,,,,,,-34256000.0,-34256000.0,0.0,-34256000.0,-34256000.0,-34256000.0,1052000.0,-33204000.0,339574000.0,,,,-46315000.0,46315000.0,,-326463000.0,776221000.0,618189000.0,3497000.0,3497000.0,,,,,449758000.0,2531492000.0,2981250000.0,2981250000.0,2023-03-31
0.0,0.3,21040000.0,,,-13977000.0,19955000.0,1374612000.0,21040000.0,1085000.0,-14775000.0,14775000.0,,-13977000.0,-13977000.0,1680066000.0,,115101953.0,115101953.0,-0.121431,-0.121431,-13977000.0,-13977000.0,0.0,-13977000.0,-13977000.0,-13977000.0,287000.0,-13690000.0,70179000.0,,,,-14775000.0,14775000.0,,-69094000.0,305454000.0,209190000.0,19955000.0,19955000.0,,,,,236360000.0,1374612000.0,1610972000.0,1610972000.0,2022-12-31
0.0,0.259193,188006000.0,0.0,0.0,55239000.0,21573000.0,4272723000.0,188006000.0,166433000.0,-91867000.0,91867000.0,,55239000.0,55239000.0,5007510000.0,,115081250.0,115081250.0,0.48,0.48,55239000.0,55239000.0,0.0,55239000.0,55239000.0,55239000.0,19327000.0,74566000.0,117001000.0,0.0,,,-91867000.0,91867000.0,,49432000.0,734787000.0,521139000.0,21573000.0,21573000.0,,,,,784219000.0,4272723000.0,5056942000.0,5056942000.0,2024-06-30 00:00:00
