Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans,Cash Equivalents
0.0,53954106.0,53954106.0,1164700000.0,1842800000.0,21078000000.0,22883200000.0,10111400000.0,21078000000.0,160500000.0,21200900000.0,21202900000.0,21278900000.0,78000000.0,21200900000.0,20661300000.0,,,539600000.0,539600000.0,7039300000.0,550600000.0,215700000.0,156100000.0,154100000.0,2000000.0,178800000.0,6488700000.0,392100000.0,1686700000.0,6400000.0,1680300000.0,58600000.0,2369800000.0,,,,2369800000.0,28318200000.0,11718100000.0,593900000.0,,137800000.0,137800000.0,,0.0,0.0,223800000.0,122900000.0,122900000.0,0.0,10403200000.0,,10403200000.0,655900000.0,9747300000.0,,,,,16600100000.0,3925700000.0,,2100000.0,,,7118300000.0,,,,,,847300000.0,,,4706700000.0,4189100000.0,517600000.0,,2024-03-31,,
,53954106.0,53954106.0,3250300000.0,3730000000.0,20190000000.0,24031800000.0,10244600000.0,20190000000.0,162200000.0,20464000000.0,20500900000.0,20766400000.0,302400000.0,20464000000.0,19924400000.0,,,539600000.0,539600000.0,7181900000.0,777800000.0,431100000.0,190600000.0,153700000.0,36900000.0,156100000.0,6404100000.0,159800000.0,3539400000.0,8500000.0,3530900000.0,68300000.0,1599100000.0,,,5800000.0,1593300000.0,27948300000.0,11299600000.0,617500000.0,,133900000.0,133900000.0,,0.0,0.0,225000000.0,274000000.0,69000000.0,205000000.0,10049200000.0,,10049200000.0,834700000.0,9214500000.0,,,,,16648700000.0,4999300000.0,,1600000.0,,,6575500000.0,,,,,,1143500000.0,,,3928800000.0,3611300000.0,317500000.0,,2023-09-30,,
,53954106.0,53954106.0,3133700000.0,3405300000.0,18468900000.0,21943100000.0,8367500000.0,18468900000.0,191000000.0,18728800000.0,18782700000.0,19032200000.0,303400000.0,18728800000.0,18189200000.0,13683200000.0,1416700000.0,539600000.0,539600000.0,7503100000.0,850900000.0,452500000.0,234000000.0,180100000.0,53900000.0,164400000.0,6652200000.0,823100000.0,3171300000.0,10900000.0,3160400000.0,65900000.0,2536500000.0,434900000.0,12900000.0,,2088700000.0,26535300000.0,11515600000.0,578600000.0,633200000.0,3200000.0,126900000.0,3200000.0,0.0,0.0,95500000.0,259900000.0,54900000.0,205000000.0,10238000000.0,-8162200000.0,18400200000.0,642500000.0,121000000.0,10921800000.0,5611600000.0,1103300000.0,0.0,15019700000.0,4712800000.0,0.0,1400000.0,194400000.0,573700000.0,6474700000.0,2100000.0,1584100000.0,4888500000.0,3459400000.0,682900000.0,856500000.0,0.0,856500000.0,2776700000.0,2696100000.0,80600000.0,80600000.0,2023-03-31,,
