Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
48975751.0,48975751.0,240410000.0,300930000.0,2262649000.0,2795879000.0,-1520569000.0,2262649000.0,2494949000.0,2710193000.0,3840178000.0,1345229000.0,2494949000.0,2005182000.0,,,489767000.0,489767000.0,2323389000.0,216815000.0,,,,215244000.0,215244000.0,1571000.0,2106574000.0,36766000.0,85686000.0,85686000.0,384000.0,187484000.0,,,187484000.0,6163567000.0,5577563000.0,24275000.0,,284088000.0,1556281000.0,1556281000.0,16669000.0,232300000.0,1430000.0,230870000.0,3463950000.0,,3463950000.0,3116781000.0,347169000.0,,,,,586005000.0,157438000.0,,48081000.0,,,,,73580000.0,213884000.0,,,93022000.0,32502000.0,60520000.0,,,2024-03-31
48975751.0,48975751.0,222645000.0,295022000.0,2250437000.0,2777174000.0,-1560864000.0,2250437000.0,2482152000.0,2696039000.0,3831011000.0,1348859000.0,2482152000.0,1992385000.0,,,489767000.0,489767000.0,2319011000.0,215182000.0,,,,213887000.0,213887000.0,1295000.0,2103829000.0,32849000.0,81135000.0,81135000.0,317000.0,191287000.0,,,191287000.0,6150022000.0,5607058000.0,32267000.0,,318710000.0,1556281000.0,1556281000.0,17712000.0,231715000.0,845000.0,230870000.0,3450373000.0,,3450373000.0,3112184000.0,338189000.0,,,,,542965000.0,159777000.0,,54656000.0,,,,,66335000.0,182306000.0,,,79891000.0,7514000.0,72377000.0,,,2023-09-30
48975751.0,48975751.0,54276000.0,63005000.0,2128696000.0,2422733000.0,-1617167000.0,2128696000.0,2359728000.0,2375580000.0,3707731000.0,1348003000.0,2359728000.0,1869961000.0,305055000.0,534264000.0,489767000.0,489767000.0,2284779000.0,230395000.0,-1000.0,196885000.0,,15852000.0,15852000.0,17659000.0,2054384000.0,132000.0,47153000.0,47153000.0,3970000.0,228323000.0,30118000.0,3825000.0,194380000.0,5992510000.0,5555295000.0,32266000.0,32266000.0,296447000.0,1556281000.0,1556281000.0,18756000.0,231032000.0,162000.0,230870000.0,3420513000.0,-455207000.0,3875720000.0,3088749000.0,331774000.0,560969000.0,102810000.0,123192000.0,0.0,437217000.0,164375000.0,164136000.0,43897000.0,3323000.0,8246000.0,32328000.0,246000.0,74247000.0,138776000.0,-17036000.0,155812000.0,15915000.0,7186000.0,8729000.0,5526000.0,3203000.0,2023-03-31
48975751.0,48975751.0,93697000.0,101561000.0,1466492000.0,1799397000.0,-1355336000.0,1466492000.0,1697836000.0,1701504000.0,3045657000.0,1347821000.0,1697836000.0,,290374000.0,534264000.0,489767000.0,489767000.0,2365544000.0,227172000.0,196885000.0,,10743000.0,3668000.0,3668000.0,15876000.0,2138372000.0,46146000.0,97893000.0,97893000.0,1343000.0,190289000.0,,,190289000.0,5411201000.0,4628164000.0,,32153000.0,348978000.0,594452000.0,594452000.0,20357000.0,231344000.0,474000.0,230870000.0,3400880000.0,-452762000.0,3853642000.0,3094757000.0,,556123000.0,79571000.0,123191000.0,0.0,783036000.0,19789000.0,448866000.0,49689000.0,4780000.0,9751000.0,35158000.0,74000.0,93457000.0,157284000.0,-17794000.0,175078000.0,13877000.0,6013000.0,7864000.0,4759000.0,3106000.0,2022-12-31
