Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-11458797.184901,0.127746,1257700000.0,-89700000.0,-89700000.0,409000000.0,294100000.0,12380000000.0,1168000000.0,873900000.0,-405000000.0,405000000.0,487241202.815099,409000000.0,13845700000.0,,,,,409000000.0,409000000.0,0.0,409000000.0,409000000.0,409000000.0,59900000.0,468900000.0,7800000.0,-89700000.0,25500000.0,64200000.0,-405000000.0,405000000.0,957800000.0,1465700000.0,1171600000.0,294100000.0,294100000.0,2423500000.0,12380000000.0,14803500000.0,14803500000.0,2024-03-31
-19607117.988395,0.209478,1252200000.0,-93600000.0,-93600000.0,408700000.0,283600000.0,14432600000.0,1158600000.0,875000000.0,-358000000.0,358000000.0,482692882.011605,408700000.0,15686800000.0,168189300.0,168189300.0,2.43,2.43,408700000.0,408700000.0,0.0,408700000.0,408700000.0,408700000.0,108300000.0,517000000.0,111900000.0,-93600000.0,25500000.0,68100000.0,-358000000.0,358000000.0,867900000.0,1254200000.0,970600000.0,283600000.0,283600000.0,2122100000.0,14432600000.0,16554700000.0,16554700000.0,2023-12-31
-6152335.329341,0.043114,1080500000.0,-142700000.0,-142700000.0,319600000.0,288500000.0,13698700000.0,937800000.0,649300000.0,-315300000.0,315300000.0,456147664.670659,319600000.0,15045500000.0,168210526.0,168210526.0,1.9,1.9,319600000.0,319600000.0,0.0,319600000.0,319600000.0,319600000.0,14400000.0,334000000.0,64300000.0,-142700000.0,38600000.0,104100000.0,-315300000.0,315300000.0,698000000.0,1346800000.0,1058300000.0,288500000.0,288500000.0,2044800000.0,13698700000.0,15743500000.0,15743500000.0,2023-09-30
-1330983.606557,0.018852,926000000.0,-70600000.0,-70600000.0,239400000.0,277200000.0,13792500000.0,855400000.0,578200000.0,-334200000.0,334200000.0,308669016.393443,239400000.0,15119200000.0,168591549.0,167412587.0,1.42,1.43,239400000.0,239400000.0,0.0,239400000.0,239400000.0,239400000.0,4600000.0,244000000.0,7700000.0,-70600000.0,36700000.0,33900000.0,-334200000.0,334200000.0,594900000.0,1326700000.0,1049500000.0,277200000.0,277200000.0,1921600000.0,13792500000.0,15714100000.0,15714100000.0,2023-06-30
-67440000.0,0.3,1068000000.0,-224800000.0,-224800000.0,231000000.0,305900000.0,14769100000.0,843200000.0,537300000.0,-342800000.0,342800000.0,388360000.0,231000000.0,16155500000.0,,,,,231000000.0,231000000.0,0.0,231000000.0,231000000.0,231000000.0,-36500000.0,194500000.0,-79300000.0,-224800000.0,394000000.0,,-342800000.0,342800000.0,663700000.0,1386400000.0,1080500000.0,305900000.0,305900000.0,2050100000.0,14769100000.0,16819200000.0,16819200000.0,2023-03-31
,,,,,,,,,,,,,,,169347826.0,165744681.0,0.46,0.47,,,,,,,,,,,,65100000.0,,,,,,,,,,,,2022-12-31
-12007575.757576,0.078738,1157400000.0,-152500000.0,-152500000.0,370900000.0,262900000.0,11766500000.0,1004900000.0,742000000.0,-339400000.0,339400000.0,511392424.242424,370900000.0,13309800000.0,168590909.0,167828054.0,2.2,2.21,370900000.0,370900000.0,0.0,370900000.0,370900000.0,370900000.0,31700000.0,402600000.0,10500000.0,-152500000.0,29200000.0,123300000.0,-339400000.0,339400000.0,924000000.0,1543300000.0,1280400000.0,262900000.0,262900000.0,2467300000.0,11766500000.0,14233800000.0,14233800000.0,2024-06-30 00:00:00
