Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.248527,566050000.0,,,343270000.0,99670000.0,1252250000.0,566050000.0,466380000.0,-11420000.0,11420000.0,,343270000.0,343270000.0,2095490000.0,,,,,,343270000.0,343270000.0,0.0,343270000.0,1380000.0,341890000.0,341890000.0,113070000.0,454960000.0,60820000.0,,-11420000.0,,11420000.0,,405580000.0,843240000.0,376370000.0,99670000.0,,99670000.0,,,,,1248820000.0,1252250000.0,2501070000.0,2501070000.0,2024-03-31
0.0,0.272571,384860000.0,,,191620000.0,94790000.0,1076560000.0,384860000.0,290070000.0,-28890000.0,28890000.0,,191620000.0,191620000.0,1998490000.0,,97765306.0,97765306.0,1.96,1.96,191620000.0,191620000.0,0.0,191620000.0,1630000.0,189990000.0,189990000.0,71190000.0,261180000.0,39410000.0,,-28890000.0,,28890000.0,,250660000.0,921930000.0,446750000.0,94790000.0,,94790000.0,,,,,1172590000.0,1076560000.0,2249150000.0,2249150000.0,2023-12-31
445642.243487,0.251775,539620000.0,1770000.0,1770000.0,321710000.0,84120000.0,1419220000.0,541390000.0,457270000.0,-26550000.0,27760000.0,1610000.0,320385642.243487,321710000.0,2006860000.0,90000.0,105395378.0,105395378.0,3.052411,3.052411,321710000.0,321710000.0,0.0,321710000.0,330000.0,321380000.0,321380000.0,108140000.0,429510000.0,4330000.0,0.0,-26550000.0,400000.0,27760000.0,1610000.0,439810000.0,587640000.0,49530000.0,84120000.0,0.0,84120000.0,120430000.0,97040000.0,23390000.0,90000.0,1027450000.0,1419220000.0,2446670000.0,2446670000.0,2023-06-30
0.0,0.251723,542120000.0,,,342090000.0,71400000.0,2095700000.0,542120000.0,470720000.0,-16410000.0,15220000.0,,342090000.0,342090000.0,2035570000.0,,,,,,342090000.0,342090000.0,0.0,342090000.0,770000.0,341330000.0,341330000.0,114660000.0,455500000.0,-79270000.0,,-16410000.0,,15220000.0,,467580000.0,-60130000.0,-771510000.0,71400000.0,,66490000.0,,,,,407450000.0,2095700000.0,2503150000.0,2503150000.0,2023-03-31
0.0,0.275723,555870000.0,,,332610000.0,70660000.0,1147330000.0,555870000.0,485210000.0,-26090000.0,26090000.0,,332610000.0,332610000.0,1858940000.0,,105395378.0,105395378.0,3.155831,3.155831,332610000.0,332610000.0,0.0,332610000.0,80000.0,332530000.0,332530000.0,126590000.0,459120000.0,24940000.0,,-26090000.0,,26090000.0,,460280000.0,711610000.0,339000000.0,70660000.0,,70660000.0,,,,,1171890000.0,1147330000.0,2319220000.0,2319220000.0,2022-12-31
0.0,0.259606,469770000.0,,,264920000.0,101190000.0,1242160000.0,469770000.0,368580000.0,-14620000.0,14620000.0,,264920000.0,264920000.0,2152250000.0,,105545817.0,105545817.0,2.51,2.51,264920000.0,264920000.0,0.0,264920000.0,2840000.0,262080000.0,262080000.0,91890000.0,353960000.0,49460000.0,,-14620000.0,,14620000.0,,319110000.0,910090000.0,425920000.0,101190000.0,,101190000.0,,,,,1229200000.0,1242160000.0,2471360000.0,2471360000.0,2024-06-30 00:00:00
