Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-22040000.0,0.4,1255900000.0,-55100000.0,-55100000.0,-160600000.0,1262800000.0,12792700000.0,1200800000.0,-62000000.0,-514300000.0,514300000.0,-127540000.0,-160600000.0,20606900000.0,,,,,-160600000.0,-160600000.0,0.0,-160600000.0,144400000.0,-305000000.0,-305000000.0,-271300000.0,-576300000.0,97000000.0,-55100000.0,,,-514300000.0,514300000.0,-149500000.0,7814200000.0,2868100000.0,1262800000.0,1262800000.0,2500300000.0,2500300000.0,7664700000.0,12792700000.0,20457400000.0,20457400000.0,2024-03-31
0.0,0.3,1395600000.0,0.0,0.0,-34500000.0,992900000.0,10011400000.0,1395600000.0,402700000.0,-492400000.0,492400000.0,-34500000.0,-34500000.0,16802300000.0,492857143.0,492857143.0,-0.07,-0.07,-34500000.0,-34500000.0,0.0,-34500000.0,80200000.0,-114700000.0,-114700000.0,25000000.0,-89700000.0,22400000.0,0.0,,,-492400000.0,492400000.0,343000000.0,6790900000.0,2109300000.0,992900000.0,992900000.0,2269600000.0,2269600000.0,7133900000.0,10011400000.0,17145300000.0,17145300000.0,2023-12-31
352081414.188715,0.141934,1041600000.0,2480600000.0,2480600000.0,1827300000.0,951700000.0,10596000000.0,3522200000.0,2570500000.0,-435000000.0,435000000.0,-301218585.811285,1827300000.0,17329600000.0,503388430.0,503388430.0,3.63,3.63,1827300000.0,1827300000.0,0.0,1827300000.0,-4100000.0,1834000000.0,1834000000.0,303100000.0,2135500000.0,81700000.0,2480600000.0,-2480600000.0,0.0,-435000000.0,435000000.0,-27500000.0,6733600000.0,3173600000.0,951700000.0,951700000.0,2112000000.0,2112000000.0,6706100000.0,10596000000.0,17302100000.0,17302100000.0,2023-09-30
0.0,0.240673,1688500000.0,0.0,0.0,178900000.0,930600000.0,11164700000.0,1688500000.0,757900000.0,-484500000.0,484500000.0,178900000.0,178900000.0,18451300000.0,496944444.0,496944444.0,0.36,0.36,178900000.0,178900000.0,0.0,178900000.0,-28700000.0,207600000.0,207600000.0,65800000.0,273400000.0,144500000.0,0.0,,0.0,-484500000.0,484500000.0,585700000.0,7286600000.0,2476400000.0,930600000.0,930600000.0,2527000000.0,2527000000.0,7872300000.0,11164700000.0,19037000000.0,19037000000.0,2023-06-30
-23884129.429892,0.345146,1637600000.0,-69200000.0,-69200000.0,69000000.0,1045400000.0,-3803800000.0,1568400000.0,523000000.0,-396500000.0,458100000.0,114315870.570108,69000000.0,20309900000.0,,,,,69000000.0,69000000.0,0.0,69000000.0,26500000.0,42500000.0,42500000.0,22400000.0,64900000.0,-120000000.0,-91900000.0,23000000.0,0.0,-396500000.0,458100000.0,773900000.0,24113700000.0,10777900000.0,1045400000.0,962400000.0,10401700000.0,4653800000.0,24887600000.0,-3803800000.0,21083800000.0,21083800000.0,2023-03-31
,,,,,,,,,,,,,,,502924528.0,502924528.0,-1.06,-1.06,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2022-12-31
0.0,0.3,1502100000.0,0.0,0.0,-77000000.0,1115700000.0,9783900000.0,1502100000.0,386400000.0,-546600000.0,546600000.0,-77000000.0,-77000000.0,17262500000.0,513333333.0,513333333.0,-0.15,-0.15,-77000000.0,-77000000.0,0.0,-77000000.0,105600000.0,-182600000.0,-182600000.0,22400000.0,-160200000.0,139900000.0,0.0,,,-546600000.0,546600000.0,206700000.0,7478600000.0,2659300000.0,1115700000.0,1115700000.0,2276000000.0,2276000000.0,7685300000.0,9783900000.0,17469200000.0,17469200000.0,2024-06-30 00:00:00
