Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Other Properties,Current Assets,Other Receivables,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
0.0,292449220.0,292449220.0,47814458000.0,63158451000.0,51864693000.0,115119998000.0,113138843000.0,51864693000.0,51961547000.0,115119998000.0,51961547000.0,51961547000.0,51669098000.0,292449000.0,292449000.0,64926245000.0,64497616000.0,126810000.0,6087000.0,63158451000.0,63158451000.0,209179000.0,428629000.0,,428629000.0,174886000.0,253743000.0,116887792000.0,3320320000.0,236031000.0,727329000.0,43446000.0,1644961000.0,1644961000.0,356000.0,96854000.0,96854000.0,546161000.0,546161000.0,546161000.0,113567472000.0,96850725000.0,16716747000.0,1372754000.0,15343993000.0,2024-03-31
0.0,291717540.0,291717540.0,38038368000.0,48192621000.0,47254993000.0,95555401000.0,92339893000.0,47254993000.0,47362780000.0,95555401000.0,47362780000.0,47362780000.0,47071062000.0,291718000.0,291718000.0,49434328000.0,48956715000.0,136003000.0,5760000.0,48192621000.0,48192621000.0,,477613000.0,172728000.0,304885000.0,55335000.0,249550000.0,96797108000.0,3979602000.0,115693000.0,640472000.0,36860000.0,2551769000.0,2551769000.0,356000.0,107787000.0,107787000.0,514631000.0,514631000.0,514631000.0,92817506000.0,81322630000.0,11494876000.0,1340623000.0,10154253000.0,2023-09-30
,291366120.0,291366120.0,29069211000.0,42472791000.0,43385576000.0,85868138000.0,83659877000.0,43385576000.0,43395347000.0,85868138000.0,43395347000.0,43395347000.0,43103981000.0,291366000.0,291366000.0,43632932000.0,43262229000.0,182437000.0,0.0,42472791000.0,42472791000.0,,370703000.0,115817000.0,254886000.0,53985000.0,200901000.0,87028279000.0,2997699000.0,194043000.0,533260000.0,34609000.0,1767384000.0,1767384000.0,356000.0,9771000.0,9771000.0,438919000.0,438919000.0,438919000.0,84030580000.0,68221959000.0,15808621000.0,2405041000.0,13403580000.0,2023-03-31
