Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
1000000.0,68037914.0,69037914.0,5093200000.0,5475700000.0,8372600000.0,13825300000.0,6857300000.0,8372600000.0,24400000.0,8374000000.0,10866100000.0,8505700000.0,131700000.0,8374000000.0,8235900000.0,,,,138100000.0,138100000.0,7517800000.0,2613100000.0,1400000.0,,2400000.0,2509700000.0,17600000.0,2492100000.0,99600000.0,4904700000.0,171200000.0,,2966000000.0,6800000.0,2959200000.0,,10700000.0,726300000.0,,,51300000.0,675000000.0,16023500000.0,4261500000.0,81300000.0,,121600000.0,92800000.0,92800000.0,,,1400000.0,1400000.0,3911200000.0,,3911200000.0,427600000.0,3483600000.0,,,,,11762000000.0,379200000.0,,,,6746300000.0,,,,,2643300000.0,,,1993200000.0,1635100000.0,358100000.0,,2024-03-31
1000000.0,68037914.0,69037914.0,4892000000.0,5230700000.0,6683400000.0,11890200000.0,6328400000.0,6683400000.0,25000000.0,6684500000.0,9914500000.0,6791400000.0,106900000.0,6684500000.0,6546400000.0,,,,138100000.0,138100000.0,7651600000.0,3319600000.0,1300000.0,,3000000.0,3248700000.0,18700000.0,3230000000.0,66600000.0,4332000000.0,125300000.0,,1982000000.0,6300000.0,1975700000.0,,27100000.0,784500000.0,,,62500000.0,722000000.0,14443000000.0,3782600000.0,47900000.0,,38500000.0,138500000.0,138500000.0,,,1100000.0,1100000.0,3549300000.0,,3549300000.0,566400000.0,2982900000.0,,,,,10660400000.0,569000000.0,,,,5729800000.0,,,,,2378300000.0,,,1983300000.0,1669600000.0,313700000.0,,2023-09-30
1380500.0,67657414.0,69037914.0,3140900000.0,3477200000.0,5888000000.0,9333900000.0,3715200000.0,5888000000.0,32600000.0,5889300000.0,6793200000.0,6017000000.0,127700000.0,5889300000.0,5751200000.0,78400000.0,5263400000.0,427000000.0,138100000.0,138100000.0,6035000000.0,1115200000.0,11400000.0,1400000.0,3000000.0,929200000.0,25300000.0,903900000.0,65300000.0,4919800000.0,188700000.0,129900000.0,2548000000.0,7300000.0,2540700000.0,7200000.0,7200000.0,2008900000.0,1116200000.0,500000.0,129900000.0,892200000.0,12052000000.0,3417000000.0,200000.0,106200000.0,64000000.0,54000000.0,54000000.0,0.0,0.0,1300000.0,1300000.0,3186700000.0,-937200000.0,4123900000.0,455000000.0,2731900000.0,2101800000.0,1316500000.0,250600000.0,0.0,8635000000.0,432300000.0,44100000.0,77500000.0,441200000.0,5964700000.0,1203600000.0,1503300000.0,3257800000.0,168800000.0,1370200000.0,-27600000.0,1397800000.0,568500000.0,264800000.0,303700000.0,303700000.0,2023-03-31
