Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Machinery Furniture Equipment,Properties,Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Other Equity Interest,Other Non Current Liabilities,Other Current Assets,Other Short Term Investments
162861590.0,162861590.0,0.0,1667252000.0,1667896000.0,41639000.0,1667252000.0,1667896000.0,1667896000.0,1667896000.0,1667896000.0,1123542000.0,34745000.0,325723000.0,325723000.0,33155000.0,308000.0,308000.0,0.0,0.0,32847000.0,1000.0,0.0,0.0,105000.0,32741000.0,677000.0,991000.0,31073000.0,1701051000.0,1626565000.0,-1000.0,4604000.0,0.0,8407000.0,8407000.0,0.0,644000.0,644000.0,0.0,13250000.0,-128362000.0,141612000.0,0.0,141612000.0,0.0,74486000.0,-7000.0,44996000.0,0.0,0.0,512000.0,970000.0,18556000.0,9459000.0,9459000.0,9459000.0,2023-03-31,,,,
,,,1671778000.0,1671778000.0,49798000.0,1671778000.0,1671778000.0,1671778000.0,1671778000.0,1671778000.0,,,325724000.0,325724000.0,156242000.0,309000.0,308000.0,,,155933000.0,85000.0,,,80000.0,155768000.0,,,155768000.0,1828020000.0,1622290000.0,,,,6863000.0,6863000.0,,,,,12908000.0,,,,,,205731000.0,,,,,,,146038000.0,12672000.0,5178000.0,,2023-09-30 00:00:00,1346054000.0,1000.0,47021000.0,7494000.0
