Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.205496,262696000.0,0.0,0.0,61435000.0,22415000.0,2884454000.0,262696000.0,240281000.0,-24102000.0,24102000.0,61435000.0,61435000.0,3027072000.0,1272126621.0,1272126621.0,0.048293,0.048293,61435000.0,61435000.0,0.0,61435000.0,-107925000.0,169360000.0,169360000.0,44424000.0,216179000.0,35557000.0,0.0,-24102000.0,24102000.0,204724000.0,142618000.0,22415000.0,22415000.0,347342000.0,2884454000.0,3231796000.0,3231796000.0,2024-06-30
114032129.657044,0.107484,-432748000.0,1060926000.0,1060926000.0,209696000.0,28333000.0,2249578000.0,628178000.0,599845000.0,187436000.0,8778000.0,-737197870.342956,209696000.0,3006972000.0,,,,,209706000.0,209706000.0,0.0,209706000.0,-246811000.0,456517000.0,456507000.0,63530000.0,591067000.0,-787510000.0,954968000.0,187436000.0,8778000.0,126573000.0,757394000.0,28333000.0,28333000.0,883967000.0,2249578000.0,3133545000.0,3133545000.0,2024-03-31
0.0,0.239372,1010498000.0,0.0,0.0,597994000.0,10901000.0,2780836000.0,1010498000.0,999597000.0,-9911000.0,9911000.0,597994000.0,597994000.0,2876465000.0,1272126621.0,1272126621.0,0.470074,0.470074,597994000.0,597994000.0,0.0,597994000.0,-150937000.0,748931000.0,748931000.0,236903000.0,989686000.0,634481000.0,0.0,-9911000.0,9911000.0,365116000.0,95629000.0,10901000.0,10901000.0,460745000.0,2780836000.0,3241581000.0,3241581000.0,2023-12-31
0.0,0.156719,399771000.0,0.0,0.0,288098000.0,7838000.0,1170719000.0,399771000.0,391933000.0,-17423000.0,17423000.0,288098000.0,288098000.0,1252572000.0,1152392000.0,1152392000.0,0.25,0.25,288098000.0,288098000.0,0.0,288098000.0,-104105000.0,392203000.0,392203000.0,58693000.0,374510000.0,151310000.0,0.0,-17423000.0,17423000.0,240623000.0,81853000.0,7838000.0,7838000.0,322476000.0,1170719000.0,1493195000.0,1493195000.0,2023-09-30
0.0,0.11846,194289000.0,0.0,0.0,79878000.0,6740000.0,1324020000.0,194289000.0,187549000.0,-15288000.0,15288000.0,79878000.0,79878000.0,1405019000.0,1272126621.0,1272126621.0,0.062791,0.062791,79878000.0,79878000.0,0.0,79878000.0,-70473000.0,150351000.0,150351000.0,20406000.0,172261000.0,79995000.0,0.0,-15288000.0,15288000.0,107554000.0,80999000.0,6740000.0,6740000.0,188553000.0,1324020000.0,1512573000.0,1512573000.0,2023-06-30
