Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
401.0,26025844.0,26026245.0,3303800000.0,4347605000.0,10346967000.0,13986431000.0,4423335000.0,10346967000.0,741989000.0,10380815000.0,12251089000.0,10380815000.0,10380815000.0,10120553000.0,,,,260262000.0,260262000.0,12699040000.0,3064733000.0,119263000.0,,,294992000.0,2550613000.0,680339000.0,1870274000.0,77440000.0,9634307000.0,633167000.0,1796992000.0,61650000.0,1735342000.0,,11140000.0,6508469000.0,,44372000.0,6464097000.0,23079855000.0,9022213000.0,284587000.0,,0.0,258063000.0,258063000.0,,33848000.0,33814000.0,34000.0,8445715000.0,,8445715000.0,632400000.0,7813315000.0,,,,,14057642000.0,758267000.0,,,5433941000.0,,,,,64354000.0,20003000.0,5530266000.0,,,2250811000.0,1948995000.0,301816000.0,,2024-03-31
49906.0,25974739.0,26024645.0,1147071000.0,3125655000.0,9373343000.0,12077603000.0,5373710000.0,9373343000.0,432975000.0,9384923000.0,11298321000.0,9384923000.0,9384923000.0,9124677000.0,,,,260246000.0,260246000.0,6914152000.0,2760647000.0,65993000.0,,,281637000.0,2308189000.0,394791000.0,1913398000.0,76542000.0,4153505000.0,240898000.0,817466000.0,38184000.0,779282000.0,,10271000.0,2723258000.0,,75452000.0,2647806000.0,16299075000.0,6771860000.0,562640000.0,,,144925000.0,144925000.0,,11580000.0,11546000.0,34000.0,6052715000.0,,6052715000.0,200748000.0,5851967000.0,,,,,9527215000.0,287992000.0,,,3529630000.0,,,,,38803000.0,82033000.0,1902968000.0,,,3685789000.0,2140180000.0,1545609000.0,,2023-09-30
2500.0,22740117.0,22742617.0,5338555000.0,5769891000.0,3947076000.0,9384524000.0,948068000.0,3947076000.0,344645000.0,3959278000.0,6208874000.0,3959278000.0,3959278000.0,47002000.0,625000.0,1351397000.0,2323938000.0,227426000.0,227426000.0,11122375000.0,2986015000.0,21254000.0,56210000.0,60473000.0,281761000.0,2565817000.0,316221000.0,2249596000.0,56210000.0,8136360000.0,6459000.0,3204074000.0,28424000.0,3175650000.0,4406000.0,4900000.0,4891557000.0,907500000.0,84547000.0,3899510000.0,15081653000.0,5997225000.0,34000.0,131925000.0,,21764000.0,121227000.0,21764000.0,12202000.0,12168000.0,34000.0,5785449000.0,-1175301000.0,6960750000.0,19750000.0,170706000.0,4776231000.0,1841913000.0,152150000.0,0.0,9084428000.0,132000.0,222588000.0,379241000.0,3533812000.0,-9308000.0,568707000.0,263008000.0,2711405000.0,11908000.0,127474000.0,4378736000.0,0.0,4378736000.0,430537000.0,343846000.0,86691000.0,86691000.0,2023-03-31
