Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
221317111.0,221317111.0,1505400000.0,1936200000.0,9665100000.0,11557100000.0,6624300000.0,9665100000.0,189400000.0,9810300000.0,10601300000.0,9945900000.0,135600000.0,9810300000.0,7597100000.0,,,2213200000.0,2213200000.0,8671200000.0,1006500000.0,918400000.0,127400000.0,791000000.0,7664700000.0,2298600000.0,,1017800000.0,62000000.0,955800000.0,,293300000.0,4031400000.0,,,4031400000.0,18617100000.0,4328100000.0,454800000.0,,69200000.0,2354800000.0,2354800000.0,,,,156100000.0,145200000.0,7800000.0,137400000.0,958600000.0,,958600000.0,0.0,958600000.0,,,,,14289000000.0,716900000.0,37100000.0,,,5608900000.0,,,,917500000.0,2663400000.0,,,4345200000.0,4103800000.0,241400000.0,,,2024-03-31
217317111.0,217317111.0,1372400000.0,1863200000.0,9234300000.0,11165000000.0,6348000000.0,9234300000.0,94900000.0,9396700000.0,10078300000.0,9525700000.0,129000000.0,9396700000.0,7223500000.0,,,2173200000.0,2173200000.0,7675900000.0,814500000.0,726700000.0,45100000.0,681600000.0,6861400000.0,1753400000.0,,1136500000.0,49800000.0,1086700000.0,,356200000.0,3598600000.0,,,3598600000.0,17201600000.0,3992200000.0,299700000.0,,65300000.0,2152100000.0,2152100000.0,,,,140900000.0,162400000.0,6300000.0,156100000.0,935500000.0,,935500000.0,0.0,935500000.0,,,,,13209400000.0,518700000.0,37900000.0,,,5094500000.0,,,,914300000.0,2058900000.0,,,4585100000.0,4189200000.0,395900000.0,,,2023-09-30
217317111.0,217317111.0,818093000.0,1423473000.0,8956182000.0,10465475000.0,6258584000.0,8956182000.0,75672000.0,9117674000.0,9754703000.0,9243577000.0,125903000.0,9117674000.0,105184000.0,448952000.0,6236351000.0,2173171000.0,2173171000.0,7247834000.0,772475000.0,683588000.0,46559000.0,637029000.0,6475359000.0,1767800000.0,25603000.0,739885000.0,29113000.0,710772000.0,208371000.0,100684000.0,3796953000.0,14185000.0,166868000.0,3615900000.0,16491411000.0,3757468000.0,252800000.0,1416129000.0,62064000.0,423259000.0,148223000.0,275036000.0,517452000.0,517452000.0,144385000.0,161492000.0,5367000.0,156125000.0,862919000.0,-1610856000.0,2473775000.0,4000.0,510413000.0,1663555000.0,255801000.0,44002000.0,0.0,12733943000.0,400900000.0,38874000.0,470566000.0,703146000.0,4725430000.0,209045000.0,3931503000.0,584882000.0,3973559000.0,2177067000.0,-396509000.0,2573576000.0,645301000.0,115593000.0,529708000.0,200969000.0,328739000.0,2023-03-31
