Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
32553458.138326,0.251378,1082200000.0,129500000.0,129500000.0,719800000.0,146900000.0,2627700000.0,1211700000.0,1064800000.0,-103300000.0,103300000.0,622853458.138326,719800000.0,3489700000.0,,,,,719800000.0,719800000.0,0.0,719800000.0,719800000.0,719800000.0,241700000.0,961500000.0,252100000.0,129500000.0,,-103300000.0,103300000.0,683200000.0,862000000.0,715100000.0,146900000.0,146900000.0,1545200000.0,2627700000.0,4172900000.0,4172900000.0,2024-03-31
2797931.376192,0.261489,1051900000.0,10700000.0,10700000.0,596200000.0,148100000.0,2613900000.0,1062600000.0,914500000.0,-107200000.0,107200000.0,588297931.376192,596200000.0,3437900000.0,150555556.0,149798995.0,3.96,3.98,596200000.0,596200000.0,0.0,596200000.0,596200000.0,596200000.0,211100000.0,807300000.0,242900000.0,10700000.0,,-107200000.0,107200000.0,660900000.0,824000000.0,675900000.0,148100000.0,148100000.0,1484900000.0,2613900000.0,4098800000.0,4098800000.0,2023-12-31
0.0,0.261122,1048200000.0,0.0,0.0,584600000.0,145500000.0,2551000000.0,1048200000.0,902700000.0,-111500000.0,111500000.0,584600000.0,584600000.0,3385600000.0,149897436.0,149132653.0,3.9,3.92,584600000.0,584600000.0,0.0,584600000.0,584600000.0,584600000.0,206600000.0,791200000.0,222100000.0,0.0,,-111500000.0,111500000.0,680600000.0,834600000.0,689100000.0,145500000.0,145500000.0,1515200000.0,2551000000.0,4066200000.0,4066200000.0,2023-09-30
0.0,0.258643,1029900000.0,0.0,0.0,583300000.0,142400000.0,2354300000.0,1029900000.0,887500000.0,-100700000.0,100700000.0,583300000.0,583300000.0,3157800000.0,145099502.0,144381188.0,4.02,4.04,583300000.0,583300000.0,0.0,583300000.0,583300000.0,583300000.0,203500000.0,786800000.0,136600000.0,0.0,,-100700000.0,100700000.0,750900000.0,803500000.0,661100000.0,142400000.0,142400000.0,1554400000.0,2354300000.0,3908700000.0,3908700000.0,2023-06-30
23525541.619156,0.269479,910500000.0,87300000.0,87300000.0,576600000.0,129400000.0,1766200000.0,997800000.0,868400000.0,173500000.0,79100000.0,512825541.619156,576600000.0,2987400000.0,,,,,576600000.0,576600000.0,0.0,576600000.0,576600000.0,576600000.0,212700000.0,789300000.0,-120600000.0,7000000.0,-70400000.0,173500000.0,79100000.0,792400000.0,1221200000.0,431100000.0,129400000.0,-12300000.0,2013600000.0,1766200000.0,3779800000.0,3779800000.0,2023-03-31
,,,,,,,,,,,,,,,144673367.0,143233831.0,3.98,4.02,,,,,,,,,,,63400000.0,,,,,,,,,,,,2022-12-31
0.0,0.254056,1102800000.0,0.0,0.0,510300000.0,220400000.0,2998600000.0,1102800000.0,882400000.0,-198300000.0,198300000.0,510300000.0,510300000.0,4010200000.0,150530973.0,150530973.0,3.39,3.39,510300000.0,510300000.0,0.0,510300000.0,510300000.0,510300000.0,173800000.0,684100000.0,254400000.0,0.0,,-198300000.0,198300000.0,628000000.0,1011600000.0,791200000.0,220400000.0,220400000.0,1639600000.0,2998600000.0,4638200000.0,4638200000.0,2024-06-30 00:00:00
