Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.260516,1255490000.0,0.0,0.0,811325000.0,,8326098000.0,1255490000.0,1255490000.0,-158340000.0,158340000.0,811325000.0,789480000.0,9393249000.0,,,,,789480000.0,789480000.0,0.0,789480000.0,0.0,789480000.0,-21845000.0,811325000.0,285825000.0,1097150000.0,146743000.0,0.0,-158340000.0,158340000.0,1130863000.0,1067151000.0,1067151000.0,,,2198014000.0,8326098000.0,10524112000.0,10524112000.0,2024-03-31
0.0,0.250344,1184409000.0,0.0,0.0,751202000.0,,7689616000.0,1184409000.0,1184409000.0,-182347000.0,182347000.0,751202000.0,748225000.0,8508062000.0,128560997.0,128560997.0,5.82,5.82,748225000.0,748225000.0,0.0,748225000.0,0.0,748225000.0,-2977000.0,751202000.0,250860000.0,1002062000.0,144735000.0,0.0,-182347000.0,182347000.0,1038727000.0,818446000.0,818446000.0,,,1857173000.0,7689616000.0,9546789000.0,9546789000.0,2023-12-31
0.0,0.25417,1146776000.0,0.0,0.0,704025000.0,66881000.0,7454245000.0,1146776000.0,1146776000.0,-202828000.0,202828000.0,704025000.0,705937000.0,8270532000.0,126512007.0,126512007.0,5.58,5.58,705937000.0,705937000.0,0.0,705937000.0,0.0,705937000.0,1912000.0,704025000.0,239923000.0,943948000.0,67706000.0,0.0,-202828000.0,202828000.0,1083985000.0,816287000.0,816287000.0,66881000.0,66881000.0,1900272000.0,7454245000.0,9354517000.0,9354517000.0,2023-09-30
0.0,0.266789,1033604000.0,0.0,0.0,617787000.0,66349000.0,7344766000.0,1033604000.0,1033604000.0,-191027000.0,191027000.0,617787000.0,617775000.0,8112870000.0,119492263.0,119492263.0,5.17,5.17,617775000.0,617775000.0,0.0,617775000.0,,617775000.0,-12000.0,617787000.0,224790000.0,842577000.0,38887000.0,0.0,-191027000.0,191027000.0,994717000.0,768104000.0,768104000.0,66349000.0,66349000.0,1762821000.0,7344766000.0,9107587000.0,9107587000.0,2023-06-30
-72649818.829593,0.319117,984004000.0,-227659000.0,-227659000.0,473004000.0,63774000.0,8353193000.0,756345000.0,756345000.0,-146480000.0,61800000.0,628013181.170407,482464000.0,8320439000.0,,,,,482464000.0,482464000.0,0.0,482464000.0,0.0,482364000.0,9460000.0,472904000.0,221641000.0,694545000.0,-342793000.0,-244114000.0,-146480000.0,61800000.0,1178957000.0,-32754000.0,-1115027000.0,63774000.0,49391000.0,1146203000.0,8353193000.0,9499396000.0,9499396000.0,2023-03-31
,,,,,,54163000.0,,,,,,,,,119677941.0,119677941.0,2.72,2.72,,,,,0.0,,,,,,,,,,,,,54163000.0,54163000.0,,,,,2022-12-31
0.0,0.256908,1026300000.0,,,669600000.0,,7211900000.0,1026300000.0,1026300000.0,-125200000.0,125200000.0,669600000.0,670100000.0,8083600000.0,134558233.0,134558233.0,4.98,4.98,670100000.0,670100000.0,0.0,670100000.0,0.0,670100000.0,500000.0,669600000.0,231500000.0,901100000.0,122900000.0,,-125200000.0,125200000.0,946900000.0,871700000.0,871700000.0,,,1818600000.0,7211900000.0,9030500000.0,9030500000.0,2024-06-30 00:00:00
