Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Fixed Assets Revaluation Reserve,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Equity Interest,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Investmentin Financial Assets,Long Term Equity Investment,Investment Properties,Goodwill,Other Properties,Other Short Term Investments
155009600.0,155009600.0,27524000.0,30514000.0,138910000.0,197688000.0,96658000.0,138910000.0,167174000.0,197688000.0,167174000.0,167174000.0,39700000.0,-27536000.0,155010000.0,155010000.0,33489000.0,30514000.0,30514000.0,30514000.0,2975000.0,2975000.0,2547000.0,0.0,428000.0,200663000.0,101030000.0,3567000.0,61000.0,28264000.0,28264000.0,64016000.0,-228259000.0,292275000.0,0.0,272935000.0,19340000.0,0.0,99633000.0,-1000.0,1071000.0,48639000.0,1000.0,4369000.0,4424000.0,39845000.0,157000.0,0.0,46777000.0,0.0,46777000.0,2990000.0,2990000.0,402000.0,2588000.0,2023-03-31,,,,,,,,,,,,
155009600.0,155009600.0,27898000.0,28366000.0,135905000.0,191242000.0,98380000.0,135905000.0,162876000.0,191242000.0,162876000.0,162876000.0,,,155010000.0,155010000.0,29582000.0,28366000.0,28366000.0,28366000.0,1216000.0,550000.0,,,550000.0,192458000.0,92862000.0,,61000.0,26971000.0,26971000.0,63355000.0,,63355000.0,0.0,,,,99596000.0,,,48785000.0,,,,,,0.0,47547000.0,,,3264000.0,468000.0,,,2024-03-31 00:00:00,7866000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,63355000.0,2796000.0
155009600.0,155009600.0,31279000.0,31296000.0,135710000.0,197146000.0,94647000.0,135710000.0,165850000.0,197146000.0,165850000.0,165850000.0,,,155010000.0,155010000.0,33535000.0,31296000.0,31296000.0,31296000.0,2239000.0,32000.0,,,32000.0,199385000.0,102499000.0,,61000.0,30140000.0,30140000.0,63777000.0,,63777000.0,0.0,,,,96886000.0,,,48936000.0,,,,,,0.0,46273000.0,,,1677000.0,17000.0,,,2023-09-30 00:00:00,10840000.0,0.0,0.0,2207000.0,0.0,0.0,0.0,0.0,0.0,0.0,63777000.0,1660000.0
