Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
19166749.0,19166749.0,952493000.0,1042535000.0,1559439000.0,2544200000.0,617222000.0,1559439000.0,59551000.0,1561216000.0,1777821000.0,1561216000.0,1561216000.0,1369549000.0,,,191667000.0,191667000.0,1676109000.0,303534000.0,21942000.0,265906000.0,49301000.0,216605000.0,15686000.0,1372575000.0,9612000.0,,776629000.0,10250000.0,766379000.0,,13308000.0,546900000.0,,0.0,546900000.0,3237325000.0,1247528000.0,137831000.0,,32377000.0,32377000.0,23241000.0,1777000.0,,1052302000.0,,,,,,,,,1989797000.0,37638000.0,,,,855357000.0,,,,,2714000.0,3673000.0,892000000.0,,,198415000.0,167924000.0,30491000.0,,,2024-03-31
19166749.0,19166749.0,834342000.0,949982000.0,1570944000.0,2523104000.0,667663000.0,1570944000.0,,1573122000.0,1796199000.0,1573122000.0,1573122000.0,1381455000.0,,,191667000.0,191667000.0,1238078000.0,261572000.0,24236000.0,223077000.0,,223077000.0,14259000.0,976506000.0,14374000.0,,726905000.0,,726905000.0,,14342000.0,183110000.0,,9617000.0,173493000.0,2811200000.0,1167031000.0,152434000.0,,29573000.0,29573000.0,23461000.0,2178000.0,,959385000.0,,959385000.0,0.0,959385000.0,,,,,1644169000.0,26400000.0,,,,722064000.0,,,,,1912000.0,2365000.0,680662000.0,,,210766000.0,95126000.0,115640000.0,,,2023-09-30
19166749.0,19166749.0,958681000.0,1029895000.0,1575466000.0,2607941000.0,632641000.0,1575466000.0,,1578046000.0,1793730000.0,1578046000.0,1578046000.0,1386379000.0,712978000.0,650390000.0,191667000.0,191667000.0,1991200000.0,257351000.0,27517000.0,215684000.0,,215684000.0,14150000.0,1733849000.0,14823000.0,40928000.0,814211000.0,,814211000.0,13624000.0,13624000.0,862507000.0,49168000.0,40928000.0,813339000.0,3569246000.0,1202756000.0,163978000.0,164811000.0,30911000.0,30911000.0,23680000.0,2580000.0,2580000.0,1005473000.0,-1490638000.0,2496111000.0,23866000.0,981607000.0,2048018000.0,222072000.0,202155000.0,0.0,2366490000.0,251000.0,0.0,98678000.0,83022000.0,1088309000.0,34231000.0,355531000.0,11690000.0,686857000.0,58400000.0,2365000.0,964251000.0,0.0,964251000.0,71214000.0,164852000.0,71214000.0,70000000.0,1214000.0,2023-03-31
