Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-13880098.387897,0.334969,621128000.0,-25743000.0,-41437000.0,214356000.0,250695000.0,2724601000.0,595385000.0,344690000.0,-28147000.0,28147000.0,241912901.612103,214356000.0,7609682000.0,,,,,214356000.0,214356000.0,0.0,214356000.0,3845000.0,210511000.0,210511000.0,106032000.0,316543000.0,102100000.0,-41437000.0,25743000.0,-28147000.0,28147000.0,284027000.0,4885081000.0,3086471000.0,250695000.0,250695000.0,5169108000.0,2724601000.0,7893709000.0,7893709000.0,2024-03-31
-12217969.682976,0.311858,990038000.0,-39178000.0,-39178000.0,474330000.0,234582000.0,3111968000.0,950860000.0,716278000.0,-31976000.0,31976000.0,501290030.317024,474330000.0,8183698000.0,168202128.0,165271777.0,2.82,2.87,474330000.0,474330000.0,0.0,474330000.0,3432000.0,470897000.0,470897000.0,213405000.0,684302000.0,55758000.0,-39178000.0,39178000.0,-31976000.0,31976000.0,699698000.0,5071730000.0,3311170000.0,234582000.0,234582000.0,5771428000.0,3111968000.0,8883396000.0,8883396000.0,2023-12-31
0.0,0.298495,669130000.0,,,293653000.0,226231000.0,2543933000.0,669130000.0,442899000.0,-29126000.0,29126000.0,293653000.0,293653000.0,6641304000.0,167801714.0,164973596.0,1.75,1.78,293653000.0,293653000.0,0.0,293653000.0,3389000.0,290264000.0,290264000.0,123509000.0,413773000.0,34210000.0,,,-29126000.0,29126000.0,408689000.0,4097371000.0,2505589000.0,226231000.0,226231000.0,4506060000.0,2543933000.0,7049993000.0,7049993000.0,2023-09-30
0.0,0.2698,655198000.0,,,296808000.0,222374000.0,2377858000.0,655198000.0,432824000.0,-27895000.0,27895000.0,296808000.0,296808000.0,6223975000.0,167688136.0,164893333.0,1.77,1.8,296808000.0,296808000.0,0.0,296808000.0,1129000.0,295679000.0,295679000.0,109250000.0,404929000.0,74251000.0,,,-27895000.0,27895000.0,358573000.0,3846117000.0,2341078000.0,222374000.0,222374000.0,4204690000.0,2377858000.0,6582548000.0,6582548000.0,2023-06-30
-59667883.462246,0.232079,793238000.0,-257102000.0,-257102000.0,233902000.0,222285000.0,3127588000.0,536136000.0,313851000.0,39131000.0,9898000.0,431336116.537754,233902000.0,6308428000.0,,,,,233902000.0,233902000.0,0.0,233902000.0,490000.0,233412000.0,233412000.0,70541000.0,303953000.0,-101219000.0,-257102000.0,,39131000.0,9898000.0,497526000.0,3180840000.0,-7194269000.0,222285000.0,-29386000.0,3678366000.0,3127588000.0,6805954000.0,6805954000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,166996567.0,164178059.0,2.33,2.37,,,,,,,,,,,0.0,,,,,,,,,,,,,2022-12-31
0.0,0.265729,657099000.0,0.0,0.0,276514000.0,248866000.0,2341779000.0,657099000.0,408233000.0,-34405000.0,34405000.0,276514000.0,276514000.0,7238049000.0,168606098.0,165577246.0,1.64,1.67,276514000.0,276514000.0,0.0,276514000.0,2023000.0,274491000.0,274491000.0,99337000.0,373828000.0,86190000.0,0.0,,-34405000.0,34405000.0,322043000.0,4896270000.0,3201777000.0,248866000.0,248866000.0,5218313000.0,2341779000.0,7560092000.0,7560092000.0,2024-06-30 00:00:00
