Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Net Debt,Current Deferred Taxes Liabilities,Taxes Receivable
190942.0,505062593.0,505253535.0,331300000.0,28108700000.0,28108700000.0,1414800000.0,28108700000.0,331300000.0,28108700000.0,28108700000.0,28108700000.0,28108700000.0,27603400000.0,,,505300000.0,505300000.0,11266700000.0,1407300000.0,,,864000000.0,294400000.0,294400000.0,,248900000.0,9859400000.0,3083900000.0,36900000.0,36900000.0,,,189900000.0,6548700000.0,,2597800000.0,3950900000.0,39375400000.0,28093500000.0,3064600000.0,,0.0,400000.0,,,,,25028500000.0,,25028500000.0,12681500000.0,12347000000.0,,,,,11274200000.0,4987600000.0,,,2310900000.0,,,,,15000000.0,799100000.0,3161600000.0,3135700000.0,25900000.0,,2024-03-31,,,
0.0,504824220.0,504824220.0,188200000.0,21809800000.0,21809800000.0,6250400000.0,21809800000.0,188200000.0,21809800000.0,21809800000.0,21809800000.0,21809800000.0,21305000000.0,,,504800000.0,504800000.0,7486400000.0,1019900000.0,,,628100000.0,160200000.0,160200000.0,0.0,231600000.0,6466500000.0,5323900000.0,28000000.0,28000000.0,0.0,,220600000.0,894000000.0,,,894000000.0,29296200000.0,16579300000.0,2550800000.0,,0.0,400000.0,,,,,14028100000.0,,14028100000.0,4326900000.0,9701200000.0,,,,,12716900000.0,3836700000.0,,,2496000000.0,,,,,383400000.0,1441500000.0,4559300000.0,4547600000.0,11700000.0,,2023-09-30,,,
35000.0,504824220.0,504859220.0,43700000.0,15289400000.0,15305100000.0,4745000000.0,15289400000.0,28000000.0,15289400000.0,15289400000.0,15289400000.0,15289400000.0,72900000.0,-1178200000.0,15080400000.0,504800000.0,504800000.0,4970900000.0,247700000.0,200000.0,225600000.0,,21900000.0,21900000.0,0.0,225600000.0,4723200000.0,743700000.0,21800000.0,6100000.0,15700000.0,121200000.0,121200000.0,778300000.0,33000000.0,,745300000.0,20260300000.0,10792100000.0,-2100000.0,363200000.0,1373800000.0,2300000.0,2300000.0,400000.0,100000.0,100000.0,9054800000.0,-3825900000.0,12880700000.0,4210200000.0,577700000.0,7085200000.0,752300000.0,117500000.0,715500000.0,9468200000.0,3261400000.0,472700000.0,3249000000.0,2697500000.0,119100000.0,865900000.0,5900000.0,1706600000.0,263100000.0,245100000.0,2540800000.0,2267900000.0,272900000.0,272900000.0,2023-03-31,,,
