Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-64986.215045,0.019693,361600000.0,-3300000.0,-3300000.0,251000000.0,10600000.0,605500000.0,358300000.0,347700000.0,-93800000.0,93800000.0,254235013.784955,251000000.0,838000000.0,,,,,245100000.0,245100000.0,0.0,245100000.0,2100000.0,243000000.0,,248900000.0,5000000.0,253900000.0,52200000.0,-3300000.0,0.0,3300000.0,-93800000.0,93800000.0,296700000.0,232500000.0,181700000.0,10600000.0,10600000.0,529200000.0,605500000.0,1134700000.0,1134700000.0,2024-03-31
0.0,0.3,423000000.0,0.0,0.0,327000000.0,12300000.0,848100000.0,423000000.0,410700000.0,-85600000.0,85600000.0,327000000.0,327000000.0,1037400000.0,298888889.0,296146789.0,1.08,1.09,322800000.0,322800000.0,0.0,322800000.0,700000.0,322100000.0,-4200000.0,326300000.0,-1200000.0,325100000.0,22000000.0,0.0,,0.0,-85600000.0,85600000.0,388700000.0,189300000.0,127600000.0,12300000.0,12300000.0,578000000.0,848100000.0,1426100000.0,1426100000.0,2023-12-31
9000000.0,0.3,161200000.0,30000000.0,30000000.0,115300000.0,8900000.0,963400000.0,191200000.0,182300000.0,-91800000.0,91800000.0,94300000.0,115300000.0,1149900000.0,295641026.0,295641026.0,0.39,0.39,115300000.0,115300000.0,0.0,115300000.0,800000.0,114500000.0,,114500000.0,-400000.0,90500000.0,7200000.0,30000000.0,,,-91800000.0,91800000.0,145100000.0,186500000.0,122800000.0,8900000.0,8900000.0,331600000.0,963400000.0,1295000000.0,1295000000.0,2023-09-30
103920000.0,0.3,436900000.0,346400000.0,346400000.0,604600000.0,55800000.0,1277300000.0,783300000.0,727500000.0,-114400000.0,114400000.0,362120000.0,604600000.0,1502200000.0,293495146.0,293495146.0,2.06,2.06,604600000.0,604600000.0,0.0,604600000.0,1300000.0,603300000.0,,603300000.0,-3700000.0,613100000.0,18700000.0,346400000.0,-580400000.0,234000000.0,-114400000.0,114400000.0,362400000.0,224900000.0,117200000.0,55800000.0,55800000.0,587300000.0,1277300000.0,1864600000.0,1864600000.0,2023-06-30
5097863.700565,0.016066,323200000.0,317300000.0,317300000.0,507100000.0,5500000.0,953100000.0,640500000.0,635000000.0,-16900000.0,68600000.0,194897863.700565,507100000.0,810100000.0,,,,,526100000.0,526100000.0,0.0,526100000.0,2100000.0,524000000.0,-33300000.0,505000000.0,9100000.0,566400000.0,-94000000.0,317300000.0,,-265300000.0,-16900000.0,68600000.0,359600000.0,-143000000.0,-95600000.0,5500000.0,5500000.0,216600000.0,953100000.0,1169700000.0,1169700000.0,2023-03-31
,,,,,,,,,,,,,,,281578947.0,281578947.0,0.38,0.38,,,,,,,-18500000.0,,,,,,,0.0,,,,,,,,,,,,2022-12-31
0.0,0.072115,73600000.0,0.0,0.0,-18700000.0,10700000.0,113200000.0,73600000.0,62900000.0,-83700000.0,83700000.0,-18700000.0,-18700000.0,304300000.0,311666667.0,311666667.0,-0.06,-0.06,-18700000.0,-18700000.0,0.0,-18700000.0,600000.0,-19300000.0,,-19300000.0,-1500000.0,-20800000.0,34100000.0,0.0,,0.0,-83700000.0,83700000.0,30500000.0,191100000.0,118000000.0,10700000.0,10700000.0,221600000.0,113200000.0,334800000.0,334800000.0,2024-06-30 00:00:00
