Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
14000000.0,14000000.0,393120000.0,5172558000.0,217983000.0,633546000.0,-2438960000.0,217983000.0,4757086000.0,218074000.0,452605000.0,218074000.0,218074000.0,78074000.0,,,140000000.0,140000000.0,9059683000.0,4017414000.0,124047000.0,,336687000.0,3417321000.0,3182790000.0,234531000.0,139359000.0,5042269000.0,419529000.0,1755237000.0,1574296000.0,180941000.0,44327000.0,1776117000.0,,,1776117000.0,9277757000.0,6674448000.0,147359000.0,,298000.0,173916000.0,173916000.0,91000.0,,4832245000.0,,4832245000.0,,4832245000.0,,,,2603309000.0,320918000.0,2625000.0,,,285356000.0,,,,372702000.0,,,829555000.0,807203000.0,22352000.0,,,2024-03-31
14000000.0,14000000.0,288658000.0,5037554000.0,150022000.0,599988000.0,-2353077000.0,150022000.0,4587679000.0,150113000.0,442590000.0,150113000.0,150113000.0,10113000.0,,,140000000.0,140000000.0,8457916000.0,3829488000.0,100972000.0,,329212000.0,3278677000.0,2986200000.0,292477000.0,120627000.0,4628428000.0,184160000.0,1758877000.0,1601479000.0,157398000.0,37832000.0,1582724000.0,,,1582724000.0,8608029000.0,6332678000.0,214819000.0,,5091000.0,167558000.0,167558000.0,91000.0,,4191421000.0,,4191421000.0,0.0,4191421000.0,,,,2275351000.0,302530000.0,5205000.0,,,261585000.0,,,,268971000.0,,,681105000.0,519888000.0,161217000.0,,,2023-09-30
14000000.0,14000000.0,419311000.0,4139966000.0,280870000.0,716819000.0,-2112100000.0,280870000.0,3704108000.0,280961000.0,573768000.0,280961000.0,280961000.0,,-946852000.0,441226000.0,140000000.0,140000000.0,7403503000.0,3169740000.0,27673000.0,119172000.0,365635000.0,2657260000.0,2364453000.0,292807000.0,,4233763000.0,,1482706000.0,1339655000.0,143051000.0,30887000.0,2016665000.0,338122000.0,169347000.0,1509196000.0,7684464000.0,5562801000.0,1000.0,267458000.0,28896000.0,,,91000.0,91000.0,4228909000.0,-3294922000.0,7523831000.0,,6334000.0,7351365000.0,166132000.0,0.0,2121663000.0,2425000.0,13885000.0,136146000.0,229147000.0,254281000.0,254281000.0,359337000.0,149026000.0,223331000.0,-27713000.0,251044000.0,294338000.0,277791000.0,16547000.0,0.0,16547000.0,2023-03-31
