Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
98055487.942157,0.070819,580383000.0,1384588000.0,1384588000.0,1693785000.0,41986000.0,256189000.0,1964971000.0,1922985000.0,-100105000.0,100105000.0,407252487.942157,1693785000.0,691819000.0,,,,,1693785000.0,1693785000.0,0.0,1693785000.0,0.0,1693785000.0,1693785000.0,129095000.0,1822880000.0,65534000.0,1384588000.0,0.0,-100105000.0,100105000.0,472863000.0,435630000.0,105757000.0,41986000.0,41986000.0,67591000.0,67591000.0,908493000.0,256189000.0,1164682000.0,1164682000.0,2024-03-31
0.0,0.3,177675000.0,0.0,0.0,10931000.0,64507000.0,172984000.0,177675000.0,113168000.0,-109863000.0,109863000.0,10931000.0,10931000.0,519010000.0,364366667.0,364366667.0,0.03,0.03,10931000.0,10931000.0,0.0,10931000.0,30330000.0,-19399000.0,-19399000.0,22704000.0,3305000.0,-45155000.0,0.0,,-109863000.0,109863000.0,158323000.0,346026000.0,,64507000.0,64507000.0,46092000.0,46092000.0,504349000.0,172984000.0,677333000.0,677333000.0,2023-12-31
-43531800.0,0.3,126458000.0,-145106000.0,-145106000.0,-162083000.0,65990000.0,189634000.0,-18648000.0,-84638000.0,-89480000.0,89480000.0,-60508800.0,-162083000.0,696222000.0,324166000.0,324166000.0,-0.5,-0.5,-162083000.0,-162083000.0,0.0,-162083000.0,20992000.0,-183075000.0,-183075000.0,8957000.0,-174118000.0,92304000.0,-145106000.0,,-89480000.0,89480000.0,-31836000.0,506588000.0,146310000.0,65990000.0,65990000.0,56107000.0,56107000.0,474752000.0,189634000.0,664386000.0,664386000.0,2023-09-30
0.0,0.3,299057000.0,0.0,0.0,84816000.0,68306000.0,337072000.0,299057000.0,230751000.0,-118082000.0,118082000.0,84816000.0,84816000.0,932156000.0,326215385.0,326215385.0,0.26,0.26,84816000.0,84816000.0,0.0,84816000.0,19188000.0,65628000.0,65628000.0,47041000.0,112669000.0,106643000.0,0.0,,-118082000.0,118082000.0,124108000.0,595084000.0,140951000.0,68306000.0,68306000.0,135101000.0,135101000.0,719192000.0,337072000.0,1056264000.0,1056264000.0,2023-06-30
-844212900.0,0.3,33293000.0,-2814043000.0,-2814043000.0,-2849070000.0,82956000.0,443342000.0,-2780750000.0,-2863706000.0,27127000.0,100551000.0,-879239900.0,-2849070000.0,1176755000.0,,,,,-2849070000.0,-2849070000.0,0.0,-2849070000.0,127154000.0,-2976224000.0,-2976224000.0,11967000.0,-2964257000.0,-109684000.0,-2814043000.0,,27127000.0,100551000.0,-67658000.0,733413000.0,195431000.0,82956000.0,7881000.0,174709000.0,55923000.0,665755000.0,443342000.0,1109097000.0,1109097000.0,2023-03-31
,,,,,,,,,,,,,,,326072470.0,326072470.0,-4.94,-4.94,,,,,,,,,,,,,,,,,57142000.0,,,,,,,,,2022-12-31
0.0,0.3,275344000.0,0.0,0.0,36399000.0,84417000.0,434449000.0,275344000.0,190927000.0,-108646000.0,108646000.0,36399000.0,36399000.0,650042000.0,330900000.0,330900000.0,0.11,0.11,36399000.0,36399000.0,0.0,36399000.0,0.0,36399000.0,36399000.0,45882000.0,82281000.0,37687000.0,0.0,,-108646000.0,108646000.0,153240000.0,215593000.0,81284000.0,84417000.0,84417000.0,49892000.0,49892000.0,368833000.0,434449000.0,803282000.0,803282000.0,2024-06-30 00:00:00
