Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.0,300000.0,-74100000.0,-74100000.0,-120200000.0,20300000.0,34800000.0,-73800000.0,-94100000.0,-50700000.0,50700000.0,-46100000.0,-120200000.0,140200000.0,,,,,-120200000.0,-120200000.0,0.0,-120200000.0,24600000.0,-144800000.0,-144800000.0,0.0,-144800000.0,12600000.0,-74100000.0,74100000.0,-50700000.0,50700000.0,-32600000.0,105400000.0,62200000.0,20300000.0,20300000.0,72800000.0,34800000.0,107600000.0,107600000.0,2024-03-31
0.0,0.0,14900000.0,0.0,0.0,-35800000.0,20500000.0,35000000.0,14900000.0,-5600000.0,-53200000.0,53200000.0,-35800000.0,-35800000.0,122800000.0,66296296.0,66296296.0,-0.54,-0.54,-35800000.0,-35800000.0,0.0,-35800000.0,23000000.0,-58800000.0,-58800000.0,0.0,-58800000.0,11700000.0,0.0,0.0,-53200000.0,53200000.0,-17300000.0,87800000.0,47400000.0,20500000.0,20500000.0,70500000.0,35000000.0,105500000.0,105500000.0,2023-12-31
0.0,0.0,3000000.0,-43600000.0,-43600000.0,-64700000.0,22300000.0,35200000.0,-40600000.0,-62900000.0,-52700000.0,52700000.0,-21100000.0,-64700000.0,110600000.0,66701031.0,66701031.0,-0.97,-0.97,-64700000.0,-64700000.0,0.0,-64700000.0,50900000.0,-115600000.0,-115600000.0,0.0,-115600000.0,10400000.0,-43600000.0,43600000.0,-52700000.0,52700000.0,-29700000.0,75400000.0,32300000.0,22300000.0,22300000.0,45700000.0,35200000.0,80900000.0,80900000.0,2023-09-30
0.0,0.0,4000000.0,0.0,0.0,-40300000.0,22000000.0,34700000.0,4000000.0,-18000000.0,-50000000.0,50000000.0,-40300000.0,-40300000.0,117200000.0,67166667.0,67166667.0,-0.6,-0.6,-40300000.0,-40300000.0,0.0,-40300000.0,27700000.0,-68000000.0,-68000000.0,0.0,-68000000.0,9500000.0,0.0,,-50000000.0,50000000.0,-27500000.0,82500000.0,37800000.0,22000000.0,22000000.0,55000000.0,34700000.0,89700000.0,89700000.0,2023-06-30
150000.0,0.3,3800000.0,500000.0,500000.0,-36600000.0,20300000.0,50400000.0,4300000.0,-16000000.0,-44700000.0,44000000.0,-36950000.0,-36600000.0,122400000.0,,,,,-36600000.0,-36600000.0,0.0,-36600000.0,24100000.0,-60700000.0,-60700000.0,700000.0,-60000000.0,6300000.0,0.0,,-44700000.0,44000000.0,-22100000.0,72000000.0,-75400000.0,20300000.0,-41800000.0,49900000.0,50400000.0,100300000.0,100300000.0,2023-03-31
,,,,,,,,,,,,,,,66892908.0,66892908.0,-0.45,-0.45,,,,,,,,,,,,0.0,,,,,,,,,,,,2022-12-31
0.0,0.0,-300000.0,0.0,0.0,-44700000.0,18000000.0,34800000.0,-300000.0,-18300000.0,-56200000.0,56200000.0,-44700000.0,-44700000.0,122700000.0,66716418.0,66716418.0,-0.67,-0.67,-44700000.0,-44700000.0,0.0,-44700000.0,29800000.0,-74500000.0,-74500000.0,0.0,-74500000.0,11100000.0,0.0,,-56200000.0,56200000.0,-29400000.0,87900000.0,48000000.0,18000000.0,18000000.0,58500000.0,34800000.0,93300000.0,93300000.0,2024-06-30 00:00:00
