Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
40013467.0,40013467.0,1324500000.0,1649600000.0,8430600000.0,10040100000.0,2494600000.0,8430600000.0,40100000.0,8430600000.0,8609700000.0,8530600000.0,100000000.0,8430600000.0,8030500000.0,400100000.0,400100000.0,6265700000.0,355500000.0,29800000.0,215300000.0,36200000.0,179100000.0,110400000.0,5910200000.0,181900000.0,1434300000.0,3900000.0,1430400000.0,17000000.0,3101700000.0,206000000.0,2895700000.0,14796300000.0,6391500000.0,250300000.0,186800000.0,131100000.0,131100000.0,5823300000.0,5823300000.0,1372100000.0,4451200000.0,8404800000.0,566200000.0,2747200000.0,4668800000.0,422600000.0,137600000.0,285000000.0,2024-03-31
40013467.0,40013467.0,487700000.0,880600000.0,8267600000.0,9106000000.0,4111300000.0,8267600000.0,42200000.0,8267600000.0,8267600000.0,8267600000.0,,8267600000.0,7867500000.0,400100000.0,400100000.0,5540500000.0,137900000.0,,36400000.0,36400000.0,0.0,101500000.0,5402600000.0,83700000.0,844200000.0,5800000.0,838400000.0,16300000.0,3837500000.0,75000000.0,3762500000.0,13808100000.0,4294200000.0,288100000.0,98400000.0,72300000.0,72300000.0,3835400000.0,3835400000.0,1652700000.0,2182700000.0,9513900000.0,531300000.0,3235700000.0,5269000000.0,477900000.0,127200000.0,350700000.0,2023-09-30
40013467.0,40013467.0,,930000000.0,8103700000.0,8993800000.0,5047500000.0,8103700000.0,39900000.0,8103700000.0,8103700000.0,8103700000.0,,8103700000.0,7703600000.0,400100000.0,400100000.0,3519100000.0,125000000.0,,35100000.0,35100000.0,0.0,89900000.0,3394100000.0,80900000.0,894900000.0,4800000.0,890100000.0,16300000.0,1971200000.0,78000000.0,1893200000.0,11622800000.0,3181200000.0,233700000.0,79200000.0,65800000.0,65800000.0,2802500000.0,2802500000.0,717300000.0,2085200000.0,8441600000.0,320900000.0,3035900000.0,3861800000.0,1223000000.0,222400000.0,1000600000.0,2023-03-31
