Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
70405750.0,70405750.0,682368000.0,2475142000.0,23608737000.0,25815680000.0,9862808000.0,23608737000.0,283650000.0,23624188000.0,24006409000.0,23624188000.0,23624188000.0,23483376000.0,,,140812000.0,140812000.0,8069253000.0,990466000.0,8696000.0,358023000.0,,0.0,623747000.0,241526000.0,382221000.0,,7078787000.0,561379000.0,1851395000.0,42124000.0,1809271000.0,1358524000.0,3015762000.0,,,22070000.0,2993692000.0,31693441000.0,14751846000.0,1403330000.0,,67753000.0,59124000.0,59124000.0,,,,15451000.0,15451000.0,13171414000.0,,13171414000.0,1227145000.0,11944269000.0,,,,,16941595000.0,2231552000.0,,,7046762000.0,,,,373000.0,,6103987000.0,,,1558921000.0,49797000.0,1509124000.0,,,2024-03-31
70405750.0,70405750.0,2128347000.0,2901696000.0,24064660000.0,26839882000.0,9783815000.0,24064660000.0,141925000.0,24080111000.0,24589551000.0,24080111000.0,24080111000.0,23939299000.0,,,140812000.0,140812000.0,6619228000.0,1080157000.0,8696000.0,,,0.0,606741000.0,97301000.0,509440000.0,464720000.0,5539071000.0,689392000.0,2294955000.0,44624000.0,2250331000.0,119876000.0,2143656000.0,,,0.0,2143656000.0,30699339000.0,15376453000.0,1743698000.0,,50699000.0,59185000.0,59185000.0,,0.0,0.0,15451000.0,15451000.0,13472248000.0,,13472248000.0,1220207000.0,12252041000.0,,,,,15322886000.0,2105216000.0,,,6375389000.0,,,,564000.0,23199000.0,6149979000.0,,,668539000.0,37115000.0,631424000.0,,,2023-09-30
70405750.0,70405750.0,1136403000.0,3140451000.0,24337590000.0,27326966000.0,9488643000.0,24337590000.0,166526000.0,24353041000.0,24989531000.0,24353041000.0,24353041000.0,120453000.0,23975054000.0,137902000.0,140812000.0,140812000.0,7577448000.0,1181440000.0,10950000.0,419069000.0,10950000.0,0.0,751421000.0,114931000.0,636490000.0,,6396008000.0,518943000.0,2389030000.0,51595000.0,2337435000.0,120075000.0,3609983000.0,683219000.0,14990000.0,4914000.0,2906860000.0,31930489000.0,16045838000.0,187165000.0,1679400000.0,101127000.0,1609000.0,64766000.0,1609000.0,0.0,0.0,15451000.0,15451000.0,14025700000.0,-4764564000.0,18790264000.0,1474542000.0,12551158000.0,11586987000.0,5182680000.0,546055000.0,0.0,15884651000.0,1859525000.0,16107000.0,1773318000.0,6252293000.0,2261621000.0,813807000.0,3176865000.0,103838000.0,,5886217000.0,-29519000.0,5915736000.0,1852878000.0,15356000.0,1837522000.0,1500354000.0,337168000.0,2023-03-31
