Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans,Financial Assets
7729871.0,7729871.0,6300000.0,2804300000.0,2810800000.0,1416600000.0,2804300000.0,6300000.0,2810800000.0,2810800000.0,2810800000.0,2810800000.0,2733500000.0,,,77300000.0,77300000.0,1196400000.0,70200000.0,3200000.0,,,12100000.0,4700000.0,4700000.0,44000000.0,1126200000.0,183100000.0,1600000.0,1600000.0,50900000.0,634500000.0,,,3000000.0,631500000.0,4007200000.0,1464400000.0,21900000.0,,61900000.0,61900000.0,6500000.0,6500000.0,1332900000.0,,1332900000.0,70000000.0,1262900000.0,,,,,2542800000.0,47000000.0,,,,935000000.0,,,,,1470400000.0,,,90400000.0,51800000.0,38600000.0,,,2024-03-31,,
7729871.0,7729871.0,7300000.0,2559200000.0,2564100000.0,1168500000.0,2559200000.0,7300000.0,2564100000.0,2564100000.0,2564100000.0,2564100000.0,2486800000.0,,,77300000.0,77300000.0,1164200000.0,65400000.0,4400000.0,,,7000000.0,6500000.0,6500000.0,41600000.0,1098800000.0,144400000.0,800000.0,800000.0,58100000.0,661800000.0,,,,661800000.0,3728300000.0,1461000000.0,31200000.0,,61700000.0,61700000.0,4900000.0,4900000.0,1294900000.0,,1294900000.0,137000000.0,1157900000.0,,,,,2267300000.0,84200000.0,,,,928100000.0,,,,,1203200000.0,,,51800000.0,8800000.0,43000000.0,,,2023-09-30,,
7729871.0,7729871.0,1900000.0,2606700000.0,2611800000.0,1300500000.0,2606700000.0,1900000.0,2611800000.0,2611800000.0,2611800000.0,2611800000.0,2534500000.0,833100000.0,1800000.0,77300000.0,77300000.0,1129700000.0,53600000.0,4400000.0,0.0,4400000.0,3400000.0,800000.0,800000.0,39100000.0,1076100000.0,51900000.0,1100000.0,1100000.0,27600000.0,869100000.0,227000000.0,3600000.0,,638500000.0,3741500000.0,1364900000.0,35500000.0,125400000.0,13500000.0,13500000.0,5100000.0,5100000.0,1220900000.0,-1522700000.0,2743600000.0,43800000.0,1177100000.0,2181900000.0,473200000.0,44700000.0,0.0,2376600000.0,65000000.0,500000.0,3700000.0,65000000.0,907800000.0,327600000.0,58000000.0,522200000.0,2200000.0,1098000000.0,-44200000.0,1142200000.0,299400000.0,231900000.0,67500000.0,0.0,67500000.0,2023-03-31,,
