Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
186770370.0,186770370.0,9016600000.0,10584800000.0,3109200000.0,28134700000.0,4478700000.0,3109200000.0,1001600000.0,18551500000.0,22549400000.0,24433100000.0,5881600000.0,18551500000.0,18364700000.0,186800000.0,186800000.0,15899700000.0,6732300000.0,1416900000.0,4976600000.0,978700000.0,3997900000.0,328500000.0,9167400000.0,301200000.0,5608200000.0,22900000.0,5585300000.0,7800000.0,2061400000.0,107100000.0,1954300000.0,40332800000.0,26686700000.0,152000000.0,43600000.0,43600000.0,,15442300000.0,1070500000.0,14371800000.0,10680300000.0,10680300000.0,637900000.0,10042400000.0,13646100000.0,486500000.0,7167500000.0,22800000.0,2418800000.0,3550500000.0,2983900000.0,566600000.0,2023-09-30
186770370.0,186770370.0,8811700000.0,11147000000.0,2566800000.0,28063900000.0,4099300000.0,2566800000.0,1016400000.0,17933300000.0,22409600000.0,23511800000.0,5578500000.0,17933300000.0,17746500000.0,186800000.0,186800000.0,17082900000.0,7150800000.0,1370600000.0,5445300000.0,969000000.0,4476300000.0,324600000.0,9932100000.0,286900000.0,5701700000.0,47400000.0,5654300000.0,31100000.0,2690600000.0,26200000.0,2664400000.0,40594700000.0,26563300000.0,140800000.0,41400000.0,41400000.0,0.0,15366500000.0,1133900000.0,14232600000.0,10658300000.0,10658300000.0,593400000.0,10064900000.0,14031400000.0,568800000.0,6880700000.0,13400000.0,2120600000.0,4447900000.0,3129000000.0,1318900000.0,2023-03-31
